SiteID,Index,LON,LAT,ACSP,AISP,EphSP,PleSP,TriSP,ChiSP,otherSP,Emerg,Units,Notes,Stream width (m),Basin size (km2),figure_table,ele_mean,r_mean,k_mean,bd_mean,cf_mean,ph05_mean,ph15_mean,lit_majority,min_mean,HYBAS_ID,crop,forest.c,forest.o,nodata,shrub.grass,urban,water,tmp_dc_smx,pre_mm_syr,slp_dg_uav,ero_kh_uav,run_mm_syr,ppd_pk_uav,tmp_dc_syr,ele_mt_sav,dis_m3_pyr,for_pc_sse,crp_pc_sse,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09
Ramirez_Pringle_1998_Sabalo,,-84.017,10.433,,363.65,,,,,,,mg AFDM m-2 yr-1,Total AISP combining both methods above.,,,AISP combining both,76.03872283,8646.681189,0.020417431,1.269704819,36.734375,51.61111111,51.68888889,6,,7121221100,27.03,54.55,16.15,0,0.79,1.49,0,271,3898,92,1845,2353,50.40200043,258,107,162.1360016,71,4,113,95,136,113
Reinert_2021_Beav,,-112.102186,44.691882,4590.839899,,,,,,,,mg AFDM m-2 y-1,actual beaver,,,,2110.688004,373.3769222,0.027035967,1.239642876,22.85714286,68.96062992,70.73228346,5,,7121020480,0,0.06,0.13,0,99.81,0,0,143,428,67,884,172,0.01,16,2239,8.505000114,57,4,15,11,15,10
Reinert_2021_Mim,,-112.108194,44.65696,3045.685746,,,,,,,,mg AFDM m-2 y-1,beaver mimic,,,,2037.311012,358.5370439,0.028371686,1.245000005,22,71.01587302,72.8015873,5,,7121020480,0.15,0,0,0,99.85,0,0,143,428,67,884,172,0.01,16,2239,8.505000114,57,4,15,11,15,10
Reinert_2021_Ref,,-112.101842,44.693957,1488.744676,,,,,,,,mg AFDM m-2 y-1,reference,,,,2120.014764,372.7475364,0.026986208,1.239642876,22.85714286,68.83739837,70.60162602,5,,7121020480,0,0.15,0.2,0,99.65,0,0,143,428,67,884,172,0.01,16,2239,8.505000114,57,4,15,11,15,10
Ringe_1974_Breitenbach,,7.594246839,49.5458468,,,,,,,,5.44,g DM m-2 y-1,Emergence from Table 5 in Fisher and Jackson 1986. Coordinates from google maps,,,Jackson 1986,342.254946,254.5035373,0.033438828,1.251645833,30.89166689,62.91791045,62.92537313,4,,2120438400,38.98,32.21,21.1,0,2.5,5.21,0,168,689,63,290,256,184.2839966,84,316,6.511000156,13,40,203,241,165,206
Ringe_1974_Rohrwiesenbach,,9.397019229,49.90967247,,,,,,,,3.17,g DM m-2 y-1,Emergence from Table 5 in Fisher and Jackson 1986. Coordinates from google maps,,,Jackson 1986,437.0445144,488.7384282,0.032090996,1.223333001,17,52.2173913,52.27536232,6,,2120433550,1.15,93.34,3.67,0,0.58,1.27,0,179,728,84,277,267,124.5130005,89,344,1.320000052,72,8,161,161,132,132
Robinson_Minshall_1998_BirchCreek,89,-112.88,44.11,,45.4,6.671,1.95,6.01,,5.44,,g DM m-2 yr-1,Lists width as 8-12 m. otherSp is only Coleoptera. Only insects were considered in this study.,10,,Table 3,1886.758366,363.2710353,0.030655802,1.44333303,21.33333206,77.0390625,78.5859375,5,,7120442800,1.13,1.38,2.6,0,94.89,0,0,179,269,70,1799,102,0,41,1845,0.36500001,9,2,37,37,37,37
Robinson_Minshall_1998_LittleLostRiver,90,-113.21,44,,74.2,8.77,2.25,3.73,,0.27,,g DM m-2 yr-1,Lists width as 5-10 m. otherSp is only Coleoptera. Only insects were considered in this study.,7.5,,Table 3,1696.677083,375.7128353,0.031769475,1.44333303,21.33333206,78.53543307,80.35433071,5,,7120441820,8.71,0,0,0,91.29,0,0,172,288,124,3488,128,0.026000001,38,1913,6.578000069,35,4,10,13,15,14
Rosas_2020_Gatos,,-65.75,18.316667,,591.5,387.19,,121.75,82.56,,,mg DM m-2 y-1,"1st order tropical streams, NOTE, the taxa included are 70% of overall biomass!",,,"NOTE, the taxa included are 70",364.1447011,10176.75309,0.021155649,1.322416592,38.62708359,50.35294118,50.37647059,11,,7120073120,0,80.7,17.72,0,0.6,0.99,0,256,2295,68,4581,803,448.6730042,241,222,3.811000109,55,6,304,304,298,298
Rosas_2020_Prieta,,-65.75,18.316667,,528.54,275.67,,191.98,60.89,,,mg DM m-2 y-1,,,,,364.1447011,10176.75309,0.021155649,1.322416592,38.62708359,50.35294118,50.37647059,11,,7120073120,0,80.7,17.72,0,0.6,0.99,0,256,2295,68,4581,803,448.6730042,241,222,3.811000109,55,6,304,304,298,298
Rundio_Lindley_2020_BigCreek,,-121.59,36.07505,,,,,,,,7810,mg DM m-2 y-1,California Mediterranean streams.,,,,363.8141447,1511.253622,0.022143699,1.389999986,31.25,61.23611111,61.30555556,8,,7120013090,0,39.36,18.77,0,8.98,0.01,32.88,168,554,149,2003,256,5.919000149,122,543,4.53399992,100,4,33,71,34,72
Rundio_Lindley_2020_DevilsCreek,,-121.59,36.07505,,,,,,,,5340,mg DM m-2 y-1,California Mediterranean streams.,,,,363.8141447,1511.253622,0.022143699,1.389999986,31.25,61.23611111,61.30555556,8,,7120013090,0,39.36,18.77,0,8.98,0.01,32.88,168,554,149,2003,256,5.919000149,122,543,4.53399992,100,4,33,71,34,72
Sanjaya_etal_2015_S1,,80.496222,6.304444,8.43,,,,,,,,g AFDM m-2 yr-1,"Wathurawa agricultural stream site S1, Sri Lanka. Upstream site only.",,,Text page 221,360.2836538,8300.794494,0.016704021,1.329437423,22.88750076,51.84615385,52.13186813,4,,4121159870,0.36,96.43,2.9,0,0,0.31,0,264,3093,109,2051,1316,398.1170044,255,273,5.853000164,58,48,190,190,135,135
Sanjaya_etal_2015_S4,,80.497556,6.302606,3.95,,,,,,,,g AFDM m-2 yr-1,"Wathurawa agricultural stream site S4, Sri Lanka. Upstream site only.",,,Text page 221,356.4501404,8316.187312,0.016470607,1.329437423,22.88750076,51.85393258,52.14606742,4,,4121159870,0.34,96.16,3.13,0,0,0.36,0,264,3093,109,2051,1316,398.1170044,255,273,5.853000164,58,48,190,190,135,135
Shieh_EtAl_2002_CacheLaPoudreRiver_Site1,91,-105.08,40.59,26012,,,,,,,,mg AFDM m-2 yr-1,"Cache la Poudre River, Colorado.",,,Table 4,1530.232955,576.8067647,0.02764968,1.304687291,20.59375,73.54166667,74.75,5,,7120526350,8.07,0,5.94,0,30.44,51.24,4.31,217,370,89,875,57,40.99900055,90,1533,3.770999908,48,22,357,47,360,55
Shieh_EtAl_2002_CacheLaPoudreRiver_Site2,92,-105.05,40.58,61693,,,,,,,,mg AFDM m-2 yr-1,"Cache la Poudre River, Colorado.",,,Table 4,1517.903602,585.0552373,0.026780459,1.303333044,21,73.92957746,75.09859155,5,,7120528280,13.79,0,4.75,0,31.21,47.18,3.06,220,361,76,795,45,39.7519989,92,1514,5.379000187,10,55,245,58,271,69
Shieh_EtAl_2002_CacheLaPoudreRiver_Site3,93,-105.03,40.57,50939,,,,,,,,mg AFDM m-2 yr-1,"Cache la Poudre River, Colorado.",,,Table 4,1509.105932,589.9566395,0.026114788,1.303333044,21,74.54878049,75.6097561,5,,7120528280,17.69,0,3.17,0,38.26,38.39,2.48,220,361,76,795,45,39.7519989,92,1514,5.379000187,10,55,245,58,271,69
Shieh_EtAl_2003_CacheLaPoudreRiver_Site4,97,-105,40.54,48.4,,,,,,,,g AFDM m-2 yr-1,"Cache la Poudre River, Colorado. Total production values here are fine. Specific taxon production is available in Table 3 but only for """"first three dominant taxa"""", and listed only by percentage of total production and thus can't be used. Data also available for Sites 1-3, but these correspond well with data from Shieh et al. 2002 also in this dataset, so not duplicated here.",,,Fig 1,1494.995233,598.7564542,0.026282621,1.303333044,21,75.66666667,76.62222222,5,,7120528360,16.5,0,1.54,0,53.86,22.28,5.81,218,370,16,377,50,421.5740051,91,1535,0.204999998,13,20,307,307,330,330
Shieh_EtAl_2003_CacheLaPoudreRiver_Site5,98,-104.99,40.53,52.2,,,,,,,,g AFDM m-2 yr-1,"Cache la Poudre River, Colorado. Total production values here are fine. Specific taxon production is available in Table 3 but only for """"first three dominant taxa"""", and listed only by percentage of total production and thus can't be used. Data also available for Sites 1-3, but these correspond well with data from Shieh et al. 2002 also in this dataset, so not duplicated here.",,,Fig 1,1490.601366,600.4470696,0.026264751,1.303333044,21,76.14583333,77.09375,5,,7120528360,18.82,0,1.16,0,57.5,15.85,6.66,218,370,16,377,50,421.5740051,91,1535,0.204999998,13,20,307,307,330,330
Shieh_EtAl_2003_CacheLaPoudreRiver_Site6,99,-104.98,40.51,32,,,,,,,,g AFDM m-2 yr-1,"Cache la Poudre River, Colorado. Total production values here are fine. Specific taxon production is available in Table 3 but only for """"first three dominant taxa"""", and listed only by percentage of total production and thus can't be used. Data also available for Sites 1-3, but these correspond well with data from Shieh et al. 2002 also in this dataset, so not duplicated here.",,,Fig 1,1487.72469,602.0910537,0.026646584,1.303333044,21,76.41584158,77.41584158,5,,7120529270,22.99,0,1.1,0,55.5,12.77,7.64,223,355,73,779,36,54.30500031,94,1490,5.419000149,14,47,241,69,317,81
Silina_etal_2023,,44.419671,52.8254,7385,,,,,,,,mg wet mass m-2 yr-1,Wet mass. River - beaver pond,,,,189.0127467,218.895077,0.029568579,1.230000019,44,63.27027027,63.72297297,12,,2120359930,71.59,10.18,11.59,0,6.63,0,0,200,520,10,328,113,16.80999947,48,184,4.008999825,0,75,155,139,158,141
Silina_etal_2023,,44.419671,52.8254,,,,,,,,2215,mg DM m-2 yr-1,,,,,189.0127467,218.895077,0.029568579,1.230000019,44,63.27027027,63.72297297,12,,2120359930,71.59,10.18,11.59,0,6.63,0,0,200,520,10,328,113,16.80999947,48,184,4.008999825,0,75,155,139,158,141
Singer2007_Kleine_Erlauf_ref,,16.016667,48.983333,47862.2,40358.1,11615.2,2643.6,2807.5,11880.3,11411.5,,mg DM m-2 y-1,reference reach,5.9,,,353.3005515,471.4595054,0.032790253,1.33322223,20.68888876,62.84090909,63.90909091,4,,2120457590,63.18,25.1,8.65,0,0.02,3.05,0,184,592,23,999,118,56.42200089,87,293,1.687000036,4,85,174,179,154,151
Singer2007_Kleine_Erlauf_sub,,15.016667,47.983333,85601.7,64068.6,19881,5307.1,4171.9,26612.5,8096.1,,mg DM m-2 y-1,subsidised reach,6.4,,,555.5643382,776.2014815,0.028801608,1.359953668,26.1504631,55.74418605,56.37984496,12,,2120478240,24.14,57.78,8.49,0,6.99,2.59,0,174,866,114,639,677,58.80500031,75,510,3.747999907,91,21,133,133,116,116
Smock_EtAl_1985_CedarCreek_Downstream,154,-80.823,33.941,1962,,,,,,,,mg DM m-2 yr-1,"Blackwater stream, South Carolina. Total production values here are fine. Specific taxon production is available in Table 2 but only for """"major taxa"""" only, which are ~half or less of total production and thus can't be used.",,,Table 5,84.82224771,5299.097607,0.01904764,1.44333303,18,52.35135135,52.4954955,5,,7120686620,2.34,51.53,25.76,0,18.2,1.82,0.35,270,1165,10,837,442,29.26600075,173,64,2.877000093,37,9,201,201,158,158
Smock_EtAl_1985_CedarCreek_Swamp,153,-80.829,33.973,3093,,,,,,,,mg DM m-2 yr-1,"Blackwater stream, South Carolina. Total production values here are fine. Specific taxon production is available in Table 2 but only for """"major taxa"""" only, which are ~half or less of total production and thus can't be used.",,,Table 5,101.9988739,5286.767815,0.018551318,1.44333303,18,51.97087379,52.02912621,5,,7120686620,0.27,51.97,32.88,0,10.29,3.81,0.77,270,1165,10,837,442,29.26600075,173,64,2.877000093,37,9,201,201,158,158
Smock_EtAl_1985_CedarCreek_Upstream,152,-80.833,34.016,4106,,,,,,,,mg DM m-2 yr-1,"Blackwater stream, South Carolina. Total production values here are fine. Specific taxon production is available in Table 2 but only for """"major taxa"""" only, which are ~half or less of total production and thus can't be used.",,,Table,118.978211,5263.292401,0.018303687,1.44333303,18,52.31132075,52.35849057,5,,7120682600,0.07,50.48,36.61,0,11.7,0.69,0.44,267,1165,20,567,413,15.0880003,170,89,2.450000048,77,3,114,114,118,118
Smock_EtAl_1992_BuzzardsBranch,100,-77.09,37.14,5.6,,,,,,,,g DM m-2 yr-1,"Coastal plain stream, Virginia. Total production values here are fine. Specific taxon production is available in Table 1 but broken up by small habitat sub portions in a way that can't be used here. Only used data from in channel, on surface (not floodplain nor hyporheic).",2.5,,Fig 4,36.78871681,4356.522748,0.021845021,1.394749965,23.00982148,49.64912281,49.86842105,5,,7120041930,9.52,77.09,8.98,0,4.03,0.23,0.15,254,1129,11,703,425,37.59500122,144,27,5.711999893,95,18,102,82,108,85
Smock_EtAl_1992_ColliersCreek,101,-77.03,37.11,6.2,,,,,,,,g DM m-2 yr-1,"Coastal plain stream, Virginia. Total production values here are fine. Specific taxon production is available in Table 1 but broken up by small habitat sub portions in a way that can't be used here. Only used data from in channel, on surface (not floodplain nor hyporheic).",3,,Fig 5,35.9298913,4323.121222,0.022149856,1.401249971,23.21875,49.54464286,49.66964286,5,,7120041930,15.91,69.01,10.53,0,4.26,0.29,0,254,1129,11,703,425,37.59500122,144,27,5.711999893,95,18,102,82,108,85
Stagliano_Whiles_2002_KingsCreek,102,-96.58,39.08,19700,16779.6,3065.7,449.4,1585.4,4400,,,mg AFDM m-2 yr-1,"Also includes Coleoptera, Megaloptera, and Odonata data, in addition to many non-insect groups. Chironomidae from summing subfamilies in Tables 4, 5.",1.6,134 ha,"Tables 3, 4, 5",392.8940217,2757.133284,0.03010665,1.269999981,23.33333206,65.00854701,65.99145299,9,,7120560910,26.43,1.55,18.08,0,53.77,0.16,0,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Stead_EtAl_2005_LoneOak,219,0.1,51.075,5220,2450,70,850,460,850,230,,mg DM m-2 yr-1,Dry Weight,3,,,112.5544643,469.0501229,0.034735725,1.425020885,14.98958349,59.84507042,59.82394366,6,,2120400380,24.44,17.14,43.19,0,14.58,0.64,0,170,689,36,226,378,344.7839966,99,88,3.21600008,0,17,295,305,266,270
Stone_Wallace_1998_BigHurricaneBranch_CatchC7,103,-83.43,35.06,4363,,,,,,,,mg AFDM m-2 yr-1,"Coweeta LTER. FFG by habitat and overall as well, but cannot parse species or order information from this. Assuming column names in table are in error (""""Disturbed: Reference"""" should be """"Disturbed: Depositional"""" and """"Habitat-weighted: Depositional"""" should be """"Habitat-weighted: Disturbed"""".",,59.5 ha,Table 4,899.972973,5093.644971,0.020613902,1.399999976,24,49.88181818,50.44545455,4,,7121121760,0.55,94.07,4.91,0,0.19,0.27,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Stone_Wallace_1998_HughWhiteCreek_CatchC14,104,-83.43,35.05,8311,,,,,,,,mg AFDM m-2 yr-1,"Coweeta LTER. FFG by habitat and overall as well, but cannot parse species or order information from this. Assuming column names in table are in error (""""Disturbed: Reference"""" should be """"Disturbed: Depositional"""" and """"Habitat-weighted: Depositional"""" should be """"Habitat-weighted: Disturbed"""".",,61.1 ha,Table 4,922.3255682,5089.150659,0.020326253,1.399999976,24,49.66363636,50.25454545,4,,7121121760,0.54,95,3.96,0,0.19,0.31,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Tod_SchmidAraya_2009_Rover_Lambourn_Gravel,221,-1.35,51.425,22.55,9.95,1.03,0.83,3.04,0.36,,,g DM m-2 yr-1,Lists width as 3-6 m.,4.5,,"Tables 1, 2",109.6821429,376.3227251,0.030531608,1.374510276,21.66354122,64.48412698,63.9047619,12,,2120394450,48.66,7,25.71,0,5.43,13.2,0,161,738,25,631,396,118.7030029,95,125,2.032000065,1,53,285,285,260,260
Tod_SchmidAraya_2009_Rover_Lambourn_Macrophyte,220,-1.35,51.425,64.99,31.86,2.3,0.006,15.42,0.98,,,g DM m-2 yr-1,Lists width as 3-6 m.,4.5,,Table 5,109.6821429,376.3227251,0.030531608,1.374510276,21.66354122,64.48412698,63.9047619,12,,2120394450,48.66,7,25.71,0,5.43,13.2,0,161,738,25,631,396,118.7030029,95,125,2.032000065,1,53,285,285,260,260
Tsuda_etal_1975_Yoshino,,135.976312,34.392526,321.1,321.1,22.45,49.94,239.26,4.19,5.26,,g wet mass m-2 yr-1,"Takami River, Japan. Benthic total secondary production assumed to be same as insect secondary production based on text. Paper sometimes referred to as Gose et al. (1975).",,,Table 8.11,512.0965909,9492.849564,0.026792477,1.120000005,20.33333206,52.27777778,52.58333333,6,,4120635090,0.03,97.61,1.83,0,0.09,0.44,0,257,2090,181,8585,1372,65.8710022,140,328,33.55799866,57,12,237,138,227,127
Vandermyde_Whiles_2015_K02A_Closed,105,-96.57,39.1,11331.1,11089.9,6743.95,57.25,705.6,1433.1,2391.2,,mg AFDM m-2 yr-1,"Konza prairie, Kansas, USA stream, closed canopy treatment. Excluding crayfish. 2-year average.",3.4,0.661,"Table 4, Appendix S3, Appendix S4",383.845339,2773.571395,0.030572013,1.269999981,23.33333206,66.2,67.1826087,12,,7120560910,26.89,2.73,21.03,0,48.91,0.23,0.22,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Vandermyde_Whiles_2015_K02A_Open,106,-96.57,39.1,11194.7,9059.8,4636.3,60.45,348.75,2445.05,3704.15,,mg AFDM m-2 yr-1,"Konza prairie, Kansas, USA stream, open canopy treatment. Excluding crayfish. 2-year average.",2.6,0.661,"Table 4, Appendix S3, Appendix S4",383.845339,2773.571395,0.030572013,1.269999981,23.33333206,66.2,67.1826087,12,,7120560910,26.89,2.73,21.03,0,48.91,0.23,0.22,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Vandermyde_Whiles_2015_K02A_Removal,107,-96.57,39.1,11687.6,11030.15,5921.3,101.5,566.05,2535.25,2563.5,,mg AFDM m-2 yr-1,"Konza prairie, Kansas, USA stream, canopy removal treatment. Excluding crayfish. 2-year average.",3,0.661,"Table 4, Appendix S3, Appendix S4",383.845339,2773.571395,0.030572013,1.269999981,23.33333206,66.2,67.1826087,12,,7120560910,26.89,2.73,21.03,0,48.91,0.23,0.22,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Vandermyde_Whiles_2015_N04D_Closed,108,-96.58,39.08,9982.1,8440,4268.55,36.1,184,1366.95,4126.5,,mg AFDM m-2 yr-1,"Konza prairie, Kansas, USA stream, closed canopy treatment. Excluding crayfish. 2-year average.",1.4,1.355,"Table 4, Appendix S5, Appendix S6",392.8940217,2757.133284,0.03010665,1.269999981,23.33333206,65.00854701,65.99145299,9,,7120560910,26.43,1.55,18.08,0,53.77,0.16,0,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Vandermyde_Whiles_2015_N04D_Open,109,-96.58,39.08,7026.1,5193.9,1643.45,44.75,147.8,2091.35,3098.75,,mg AFDM m-2 yr-1,"Konza prairie, Kansas, USA stream, open canopy treatment. Excluding crayfish. 2-year average.",1.8,1.355,"Table 4, Appendix S5, Appendix S6",392.8940217,2757.133284,0.03010665,1.269999981,23.33333206,65.00854701,65.99145299,9,,7120560910,26.43,1.55,18.08,0,53.77,0.16,0,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Vandermyde_Whiles_2015_N04D_Removal,110,-96.58,39.08,11771.55,7910.35,3334.3,5.65,338.8,1016.35,7076.45,,mg AFDM m-2 yr-1,"Konza prairie, Kansas, USA stream, canopy removal treatment. Excluding crayfish. 2-year average.",1.6,1.355,"Table 4, Appendix S5, Appendix S6",392.8940217,2757.133284,0.03010665,1.269999981,23.33333206,65.00854701,65.99145299,9,,7120560910,26.43,1.55,18.08,0,53.77,0.16,0,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Venarsky_EtAl_2014_Hering,111,-85.98,34.79,150,,,,,,,,mg AFDM m-2 yr-1,Cave System. Added crayfish production (Table 2) to non-crayfish macroinvertebrate production (Table 4).,,,"Tables 2, 4",229.5259009,5317.397338,0.031846141,1.333333015,22.33333206,55.51351351,55.32432432,12,,7120666340,30.03,57.26,10.56,0,1.92,0.23,0,253,1444,43,1521,594,26.24099922,150,239,2.611000061,80,21,109,109,108,108
Venarsky_EtAl_2014_Limrock,112,-85.98,34.79,274,,,,,,,,mg AFDM m-2 yr-1,Cave System. Added crayfish production (Table 2) to non-crayfish macroinvertebrate production (Table 4).,,,"Tables 2, 4",229.5259009,5317.397338,0.031846141,1.333333015,22.33333206,55.51351351,55.32432432,12,,7120666340,30.03,57.26,10.56,0,1.92,0.23,0,253,1444,43,1521,594,26.24099922,150,239,2.611000061,80,21,109,109,108,108
Venarsky_EtAl_2014_TonySinks,113,-85.98,34.79,1832,,,,,,,,mg AFDM m-2 yr-1,Cave System. Added crayfish production (Table 2) to non-crayfish macroinvertebrate production (Table 4).,,,"Tables 2, 4",229.5259009,5317.397338,0.031846141,1.333333015,22.33333206,55.51351351,55.32432432,12,,7120666340,30.03,57.26,10.56,0,1.92,0.23,0,253,1444,43,1521,594,26.24099922,150,239,2.611000061,80,21,109,109,108,108
Wallace_EtAl_1995_DDP,114,-83.45,35.05,4453,,,,,,,,mg AFDM m-2 yr-1,"Coweeta, North Carolina, USA, Debris dam transect before log additions. Insect production not reported; Cambarus (crayfish) production divided equally among the functional feeding groups.",2.2,,Table 7,1040.030134,4947.168357,0.019543858,1.399999976,24,48.97297297,49.62162162,4,,7121121760,0.09,98.92,0.84,0,0.05,0.1,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Wallace_EtAl_1995_DDT,115,-83.45,35.05,11918,,,,,,,,mg AFDM m-2 yr-1,"Coweeta, North Carolina, USA, Debris dam transect after log additions. Insect production not reported; Cambarus (crayfish) production divided equally among the functional feeding groups.",3,,Table 7,1040.030134,4947.168357,0.019543858,1.399999976,24,48.97297297,49.62162162,4,,7121121760,0.09,98.92,0.84,0,0.05,0.1,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Wallace_EtAl_1995_RP,116,-83.45,35.04,5210,,,,,,,,mg AFDM m-2 yr-1,"Coweeta, North Carolina, USA, Reference transect before log additions. Insect production not reported; Cambarus (crayfish) production divided equally among the functional feeding groups.",2.3,,Table 7,1045.471644,4961.599527,0.019511943,1.399999976,24,48.83333333,49.5,4,,7121121760,0.08,98.93,0.77,0,0.09,0.13,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Wallace_EtAl_1995_RT,117,-83.45,35.04,9233,,,,,,,,mg AFDM m-2 yr-1,"Coweeta, North Carolina, USA, Reference transect after log additions. Insect production not reported; Cambarus (crayfish) production divided equally among the functional feeding groups.",2.6,,Table 7,1045.471644,4961.599527,0.019511943,1.399999976,24,48.83333333,49.5,4,,7121121760,0.08,98.93,0.77,0,0.09,0.13,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Wallace_EtAl_1999_C53_Before,118,-83.451,35.062,8538.85,,,,,,,,mg AFDM m-2 yr-1,"Watershed C53 stream in Coweeta, North Carolina, USA. Stream before litter exclusion experiment. Calculated habitat-weighted estimates using habitat proportions from Table 1, using approach described in Methods section.",0.95,0.052,Table 9,1010.414564,4955.486821,0.019934999,1.399999976,24,49.24324324,49.89189189,4,,7121121760,0.09,98.61,1.15,0,0.05,0.1,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Wallace_EtAl_1999_C55_Before,119,-83.432,35.068,5027.13,,,,,,,,mg AFDM m-2 yr-1,"Watershed C55 stream in Coweeta, North Carolina, USA. Stream before litter exclusion experiment. Calculated habitat-weighted estimates using habitat proportions from Table 1, using approach described in Methods section.",1.4,0.075,Table 9,877.3669725,5105.490754,0.020828598,1.399999976,24,49.99107143,50.53571429,4,,7121121760,0.61,93.76,5,0,0.32,0.31,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Walther_Whiles_2011_BC1_Yr1,120,-89.16,37.41,24.9,,,,,,,,g AFDM m-2 yr-1,"Big Creek, Illinois, USA, upstream site, year 1.",6.4,20.72,Table 4,152.1863938,4264.891243,0.04497468,1.360000014,21.33333206,57.09649123,55.94736842,12,,7120605290,12.62,38.91,38.08,0,9.77,0.58,0.04,257,1196,18,7091,491,24.84499931,135,144,1.991000056,2,53,125,125,119,119
Walther_Whiles_2011_BC1_Yr2,121,-89.16,37.41,17.6,,,,,,,,g AFDM m-2 yr-1,"Big Creek, Illinois, USA, downstream site, year 1.",6.4,20.72,Table 4,152.1863938,4264.891243,0.04497468,1.360000014,21.33333206,57.09649123,55.94736842,12,,7120605290,12.62,38.91,38.08,0,9.77,0.58,0.04,257,1196,18,7091,491,24.84499931,135,144,1.991000056,2,53,125,125,119,119
Walther_Whiles_2011_BC2_Yr1,122,-89.15,37.4,26.2,,,,,,,,g AFDM m-2 yr-1,"Big Creek, Illinois, USA, upstream site, year 2.",4.6,41.44,Table 4,147.0533405,4274.283788,0.045108677,1.360000014,21.33333206,57.08108108,56.12612613,12,,7120605290,14.53,40.78,34.81,0,9,0.64,0.25,257,1196,18,7091,491,24.84499931,135,144,1.991000056,2,53,125,125,119,119
Walther_Whiles_2011_BC2_Yr2,123,-89.15,37.4,15.1,,,,,,,,g AFDM m-2 yr-1,"Big Creek, Illinois, USA, downstream site, year 2.",4.6,41.44,Table 4,147.0533405,4274.283788,0.045108677,1.360000014,21.33333206,57.08108108,56.12612613,12,,7120605290,14.53,40.78,34.81,0,9,0.64,0.25,257,1196,18,7091,491,24.84499931,135,144,1.991000056,2,53,125,125,119,119
Whiting_EtAl_2011_KingsCreek_GalleryForest,128,-96.61,39.11,17025,,,,,,,,mg AFDM m-2 yr-1,"Gallery Forest site, Konza Prairie. Only lists coordinates for general study area.",1.6,10.59,Table 4,353.5953664,2793.131563,0.031813377,1.269999981,23.33333206,68.2,68.7826087,5,,7120560580,37.99,3.69,23.46,0,34.37,0.24,0.24,261,863,12,2715,172,3.434999943,121,350,105.8659973,12,29,265,47,270,59
Whiting_EtAl_2011_KingsCreek_Grass,129,-96.58,39.08,31864,,,,,,,,mg AFDM m-2 yr-1,"Grass site, Konza Prairie. Only lists coordinates for general study area.",0.7,0.55,Table 4,392.8940217,2757.133284,0.03010665,1.269999981,23.33333206,65.00854701,65.99145299,9,,7120560910,26.43,1.55,18.08,0,53.77,0.16,0,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Whiting_EtAl_2011_KingsCreek_Shrub,130,-96.58,39.09,9116,,,,,,,,mg AFDM m-2 yr-1,"Shrub site, Konza Prairie. Only lists coordinates for general study area.",0.9,1.34,Table 4,384.8418803,2767.319897,0.030345632,1.269999981,23.33333206,65.77586207,66.68965517,12,,7120560910,30.08,2.05,20.11,0,47.52,0.22,0.01,259,875,26,2289,181,1.927000046,121,387,0.824000001,0,26,114,114,84,84
Wild_et_al_2022_GE,,11.297438,51.757163,36,,,,,,,,g DM m-2 yr-1,"Getel agricultural stream, Germany.",1.2,,Table 3,160.5698785,403.6940797,0.033180676,1.353697881,18.22591114,68.92307692,68.73846154,9,,2120382210,85.82,4.6,2.66,0,0.58,6.27,0.07,178,524,28,324,140,92.31800079,88,124,2.243999958,0,70,214,163,215,160
Wild_et_al_2022_OB,,10.663493,51.734662,26.8,,,,,,,,g DM m-2 yr-1,"Ochsenbach reference stream, Germany.",1,,Table 3,623.4547414,673.9953484,0.025412007,1.282073009,22.3369791,47.89583333,48.14583333,3,,2121114730,1.45,93.82,3.23,0,0.19,1.31,0,164,740,45,413,269,118.4990005,77,327,1.309999943,33,54,175,175,180,180
