SiteID,Index,LON,LAT,ACSP,AISP,EphSP,PleSP,TriSP,ChiSP,otherSP,Emerg,Units,Notes,Stream width (m),Basin size (km2),figure_table,ele_mean,r_mean,k_mean,bd_mean,cf_mean,ph05_mean,ph15_mean,lit_majority,min_mean,HYBAS_ID,crop,forest.c,forest.o,nodata,shrub.grass,urban,water,tmp_dc_smx,pre_mm_syr,slp_dg_uav,ero_kh_uav,run_mm_syr,ppd_pk_uav,tmp_dc_syr,ele_mt_sav,dis_m3_pyr,for_pc_sse,crp_pc_sse,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09
Al-Zankana_2021_Control_2015,,-0.909979,52.476865,3452.4,811,55.6,,,728.7,26.7,,mg DM m-2 y-1,"River Welland, control reach, 2015 sampling. EPT values are combined in paper; entered here in EphSp column. Stream width is the average value of ranges provided (2.7-4.1 m).",3.4,1554,Table 2,104.5941723,374.124363,0.029083215,1.342218673,36.4078125,67.83703704,67.18518519,9,,2121109130,77.67,0.16,5.48,0,6.77,9.92,0,168,631,22,834,319,137.5350037,94,115,2.874000072,0,67,251,281,224,258
Al-Zankana_2021_Control_2016,,-0.909979,52.476865,3056.3,846.4,76.1,,,748.3,22,,mg DM m-2 y-1,"River Welland, control reach, 2016 sampling. EPT values are combined in paper; entered here in EphSp column. Stream width is the average value of ranges provided (2.7-4.1 m).",3.4,1554,Table 2,104.5941723,374.124363,0.029083215,1.342218673,36.4078125,67.83703704,67.18518519,9,,2121109130,77.67,0.16,5.48,0,6.77,9.92,0,168,631,22,834,319,137.5350037,94,115,2.874000072,0,67,251,281,224,258
Al-Zankana_2021_Ref_2015,,-0.972636,52.473637,11234.8,3574.9,2315,,,386.7,873.2,,mg DM m-2 y-1,"River Welland, reference reach, 2015 sampling. EPT values are combined in paper; entered here in EphSp column. Stream width is the average value of ranges provided (2.7-4.1 m).",3.4,1554,Table 2,121.2453231,381.9605637,0.029109607,1.334861093,38.02083333,66.76923077,66.04895105,12,,2121110490,76.49,0.56,5.77,0,10.97,6.22,0,165,644,14,585,336,210.0939941,93,132,2.602999926,0,61,293,293,272,272
Al-Zankana_2021_Ref_2016,,-0.972636,52.473637,11562.1,4155.3,2653.1,,,418.8,1083.4,,mg DM m-2 y-1,"River Welland, reference reach, 2016 sampling. EPT values are combined in paper; entered here in EphSp column. Stream width is the average value of ranges provided (2.7-4.1 m).",3.4,1554,Table 2,121.2453231,381.9605637,0.029109607,1.334861093,38.02083333,66.76923077,66.04895105,12,,2121110490,76.49,0.56,5.77,0,10.97,6.22,0,165,644,14,585,336,210.0939941,93,132,2.602999926,0,61,293,293,272,272
Anderson_Rosemond_2007_MejillonesBeaverPond,,-67.655,-55.076,12589,,,,,,,,mg AFDM m-2 yr-1,Measures beaver impact.,29.6,,"Table 3, Appendix 3",332.0220126,635.8678432,,1.187583339,21.43333321,57.86754967,58.43046358,12,,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0
Anderson_Rosemond_2007_MejillonesDownstream,,-67.655,-55.076,2704,,,,,,,,mg AFDM m-2 yr-1,Measures beaver impact.,6.6,,"Table 3, Appendix 3",332.0220126,635.8678432,,1.187583339,21.43333321,57.86754967,58.43046358,12,,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0
Anderson_Rosemond_2007_MejillonesForested,,-67.655,-55.076,2456,,,,,,,,mg AFDM m-2 yr-1,Forested site.,6.6,,"Table 3, Appendix 3",332.0220126,635.8678432,,1.187583339,21.43333321,57.86754967,58.43046358,12,,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0
Anderson_Rosemond_2007_RobaloBeaverPond,159,-67.655,-55.076,7530,,,,,,,,mg AFDM m-2 yr-1,Measures beaver impact.,29.6,,"Table 3, Appendix 3",332.0220126,635.8678432,,1.187583339,21.43333321,57.86754967,58.43046358,12,,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0
Anderson_Rosemond_2007_RobaloDownstream,160,-67.655,-55.076,5627,,,,,,,,mg AFDM m-2 yr-1,Measures beaver impact.,6.6,,"Table 3, Appendix 3",332.0220126,635.8678432,,1.187583339,21.43333321,57.86754967,58.43046358,12,,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0
Anderson_Rosemond_2007_RobaloForested,158,-67.655,-55.076,2263,,,,,,,,mg AFDM m-2 yr-1,Forested site.,6.6,,"Table 3, Appendix 3",332.0220126,635.8678432,,1.187583339,21.43333321,57.86754967,58.43046358,12,,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0
Baekken_EtAl_1976_Ekso_Station1,,6.235,60.829,3483,,,,,,,,mg DM m-2 yr-1,Downstream of weir basin. Other sites in paper are included with the Fjellheim et al. data.,28,,Table 2,931.2571332,2081.530061,0.027074519,1.302131283,9.078125,51.91160221,52.3480663,4,,2120224160,0,0.94,2.08,0,96.64,0,0.33,97,2566,170,10269,2210,7.967000008,23,856,9.862999916,21,0,52,52,50,50
Baekken_EtAl_1976_Ekso_Station4,,6.242,60.827,2176,,,,,,,,mg DM m-2 yr-1,Within weir basin. Other sites in paper are included with the Fjellheim et al. data.,28,,Table 2,948.2506831,2075.326925,0.027183061,1.309692731,8.856770833,51.91847826,52.33695652,4,,2120224160,0,0.89,1.96,0,96.89,0,0.26,97,2566,170,10269,2210,7.967000008,23,856,9.862999916,21,0,52,52,50,50
Benke_EtAl_1984_SatillaRiver_Lower,1,-81.86,31.13,15660,12766,54,44,1180,9072,,,mg DM m-2 yr-1,"Applied habitat proportions from the text for snag:sand:mud habitat from pp50. Data are also available for Odonata, Coleoptera, and Oligochaeta. Width data probably an underestimate; likely excludes backwater """"mud"""" habitat. Says basin size """"more than double[s]"""" from upper to lower site.",70,,"Tables 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15",19.6875,6308.947588,0.011888112,1.426666975,18,48.7047619,49.26666667,5,,7120740920,0,83,7.56,0,9.42,0.01,0,274,1306,6,169,339,6.03399992,196,12,1.488999963,100,2,56,56,62,62
Benke_EtAl_1984_SatillaRiver_Upper,2,-82.36,31.28,30489,28327,36,60,738,22144,,,mg DM m-2 yr-1,"Applied habitat proportions from the text for snag:sand:mud habitat from pp50. Data are also available for Odonata, Coleoptera, and Oligochaeta. Width data probably an underestimate; likely excludes backwater """"mud"""" habitat. Says basin size """"more than double[s]"""" from upper to lower site.",50,,"Tables 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15",40.91706731,6101.369901,0.010492838,1.426666975,18,50.24761905,50.38095238,5,,7120737060,8.2,43.8,31.94,0,11.96,4.08,0.03,274,1265,5,1497,384,17.28800011,192,38,14.46000004,44,47,152,82,165,81
Benke_Wallace_2015_OgeecheeRiver_1982,3,-81.416667,32.15,67.36,56.44,7.43,1.27,14.2,24.77,8.76,,g DM m-2 y-1,Per m-2 of river bed for snags plus sediments.,,,Figure 4,19.71875,5690.193235,0.015041034,1.426666975,18,48.57281553,48.91262136,5,,7121150160,0.09,64.82,17.58,0,15.71,1.39,0.41,275,1237,7,373,335,49.65000153,189,23,1.77699995,97,3,123,123,143,143
Beracko_Revajová_2019,,19.583028,49.005333,25798.73,,1971.51,522.21,841.82,,,,mg DM m-2 y-1,Karst spring “Vyvieranie”.,2.5,,Table 2,1051.725926,738.0904147,0.029539661,1.349576433,19.01145808,53.98507463,54.07462687,12,0.044976536,2120452680,10.01,72.93,9.47,0,5.94,1.65,0,144,1033,151,1102,483,57.15200043,50,917,22.5170002,61,23,157,121,154,116
Bright_1982_Outcrop,,134.564146,7.375551,7.31,0.11,0,0,0,0.011,0.099,,g DM m-2 y-1,Averaged ranges of production estimates.,12,3.5,Table 3,36.96942935,7041.817041,0.019170897,,,50.33898305,50.71186441,,,5120054940,0,56.07,2.9,0.64,1.58,1.69,37.12,277,3526,35,15,1209,35.89899826,273,52,16.35400009,63,9,97,91,90,88
Bright_1982_Riffle,,134.564146,7.375551,0.62,0.0225,0.007,0,0,0.0115,0.004,,g DM m-2 y-1,Averaged ranges of production estimates.,,3.5,Table 3,36.96942935,7041.817041,0.019170897,,,50.33898305,50.71186441,,,5120054940,0,56.07,2.9,0.64,1.58,1.69,37.12,277,3526,35,15,1209,35.89899826,273,52,16.35400009,63,9,97,91,90,88
Buffagni_2001,,9.453521,45.952369,1853,1853,1057,442,98,,257,,mg DM m-2 y-1,Alpine river Italy. Used riffle values only as the majority of the habitat.,4,,Table 1,1075.667308,2186.390155,0.026487818,1.393298467,14.04861111,59.432,59.728,12,,2121178740,2.28,64.04,20.04,0,8.87,4.77,0,196,1136,248,6987,839,140.5480042,99,693,159.6260071,80,2,310,146,308,161
Böttger_1975_Kalengo,,28.811979,-2.238127,,,,,,,,3.955,g DM m-2 y-1,Small stream in Democratic Republic of the Congo.,,,Text,1768.991573,6127.202283,0.017348064,1.075423717,81.75463104,52.40659341,52.50549451,2,,1121193900,30.51,14.32,41.48,0,11.3,1.95,0.44,176,1592,72,8588,531,160.5039978,172,1708,5.093999863,25,11,79,96,70,79
Carlisle_Clements_2003_HighZinc_Snake,4,-105.86,39.57,39,39,0,11,5,14,9,,mg DM m-2 yr-1,High zinc stream.,,,Table 2,3523.263158,749.3588995,0.020502175,1.311666965,18.5,52.37068966,52.68965517,4,,7120550370,0,28.98,9.13,0,61.88,0,0,107,654,172,4257,154,18.80599976,-9,3347,1.376999974,96,0,110,110,123,123
Carlisle_Clements_2003_IntermediateZinc_Mosquito,5,-106.07,39.27,1716,1716,1127,228,303,2,56,,mg DM m-2 yr-1,Intermediate zinc stream.,,,Table 2,3304.920109,590.1483293,0.022426726,1.311669963,18.49910709,57.87068966,58.59482759,5,1.127713247,7121081370,0,55.12,13.36,0,31.27,0.22,0.02,113,550,119,4607,83,8.593000412,-4,3282,0.660000026,68,3,36,31,51,44
Carlisle_Clements_2003_LowZinc_Buckskin,6,-106.07,39.28,2284,2284,1293,383,321,257,30,,mg DM m-2 yr-1,Low zinc stream.,,,Table 2,3332.172953,602.472983,0.022098724,1.311669963,18.49910709,58.12931034,58.81034483,5,1.123912668,7121081370,0,52.53,12.7,0,34.52,0.22,0.02,113,550,119,4607,83,8.593000412,-4,3282,0.660000026,68,3,36,31,51,44
Carlisle_Clements_2003_Reference1_EastFork,7,-106.21,39.35,4465,4465,1770,1102,973,469,151,,mg DM m-2 yr-1,Reference stream 1.,,,Table 2,3521.829203,713.5283946,0.022391717,1.311666965,18.5,55.20175439,55.62280702,6,1.263332506,7121078540,0,20.91,8.63,0,69.77,0.06,0.63,110,581,138,1551,132,0.150000006,-7,3331,0.603999972,95,1,39,39,48,48
Carlisle_Clements_2003_Reference2_FourMile,8,-106.08,39.2,5196,5196,3002,862,526,767,39,,mg DM m-2 yr-1,Reference stream 2.,,,Table 2,3315.871292,596.0973788,0.024690134,1.311763982,18.47083314,58.23275862,58.97413793,5,,7120564150,0,60.32,11.95,0,27.71,0,0.02,125,452,57,1721,67,3.382999897,6,3067,0.340000004,39,5,22,22,34,34
Chadwick_Huryn_2005_EBB_Yr1,9,-68.13,44.89,1682,1628.4,0.22,515.4,488.7,243.37,,,mg AFDM m-2 yr-1,"East Bear Brook, no N addition, first year.",,,"Results paragraph, first sentence, as well as Table 1.",147.4980469,1745.175206,0.021654334,1.330000043,16,47.325,49.375,9,,7121018530,0.22,88.42,5.59,0,0.2,0,5.57,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Chadwick_Huryn_2005_EBB_Yr2,10,-68.13,44.89,2271,2156.4,1.42,672.6,624.4,236.53,,,mg AFDM m-2 yr-1,"East Bear Brook, no N addition, second year.",,,"Results paragraph, first sentence, as well as Table 1.",147.4980469,1745.175206,0.021654334,1.330000043,16,47.325,49.375,9,,7121018530,0.22,88.42,5.59,0,0.2,0,5.57,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Chadwick_Huryn_2005_WBB_N_Yr1,11,-68.14,44.88,1654,1573.9,0,564.3,766.2,241.37,,,mg AFDM m-2 yr-1,"West Bear Brook, with N addition, first year.",,,"Results paragraph, first sentence, as well as Table 1.",148.4242126,1749.026885,0.021695108,1.330000043,16,47.33057851,49.4214876,3,,7121018530,0.2,87.09,5.91,0,0.1,0,6.69,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Chadwick_Huryn_2005_WBB_N_Yr2,12,-68.14,44.88,2283,2120.7,0.11,705,604.4,222.16,,,mg AFDM m-2 yr-1,"West Bear Brook, with N addition, second year.",,,"Results paragraph, first sentence, as well as Table 1.",148.4242126,1749.026885,0.021695108,1.330000043,16,47.33057851,49.4214876,3,,7121018530,0.2,87.09,5.91,0,0.1,0,6.69,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Chadwick_Huryn_2007_BB,13,-68.12,44.88,2000,,,,,,,,mg AFDM m-2 yr-1,"Taxa-specific results are given in appendix. But it is not clear if the values are habitat-weighted. Hence, they were not entered here.",,,"pg244, 3rd paragraph",139.390873,1751.813745,0.021279734,1.330000043,16,47.28099174,49.33884298,9,,7121018530,0.22,88.51,5.49,0,0.2,0,5.58,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Chadwick_Huryn_2007_ED,14,-68.12,44.88,2190,,,,,,,,mg AFDM m-2 yr-1,"Taxa-specific results are given in appendix. But it is not clear if the values are habitat-weighted. Hence, they were not entered here.",,,"pg244, 3rd paragraph",139.390873,1751.813745,0.021279734,1.330000043,16,47.28099174,49.33884298,9,,7121018530,0.22,88.51,5.49,0,0.2,0,5.58,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Chadwick_Huryn_2007_EU,131,-68.12,44.88,1680,,,,,,,,mg AFDM m-2 yr-1,"Taxa-specific results are given in appendix. But it is not clear if the values are habitat-weighted. Hence, they were not entered here.",,,"pg244, 3rd paragraph",139.390873,1751.813745,0.021279734,1.330000043,16,47.28099174,49.33884298,9,,7121018530,0.22,88.51,5.49,0,0.2,0,5.58,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Chadwick_Huryn_2007_SWP,15,-68.1,44.88,2890,,,,,,,,mg AFDM m-2 yr-1,"Taxa-specific results are given in appendix. But it is not clear if the values are habitat-weighted. Hence, they were not entered here.",,,"pg244, 3rd paragraph",138.5649414,1755.643815,0.02142914,1.330000043,16,47.30578512,49.32231405,6,,7120423920,0.19,90.27,6.18,0,0.28,0,3.08,190,1210,23,229,857,0.855000019,61,75,9.369999886,96,8,43,26,43,26
Chadwick_Huryn_2007_WD,16,-68.12,44.88,2090,,,,,,,,mg AFDM m-2 yr-1,"Taxa-specific results are given in appendix. But it is not clear if the values are habitat-weighted. Hence, they were not entered here.",,,"pg244, 3rd paragraph",139.390873,1751.813745,0.021279734,1.330000043,16,47.28099174,49.33884298,9,,7121018530,0.22,88.51,5.49,0,0.2,0,5.58,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Chadwick_Huryn_2007_WU,17,-68.14,44.88,1650,,,,,,,,mg AFDM m-2 yr-1,"Taxa-specific results are given in appendix. But it is not clear if the values are habitat-weighted. Hence, they were not entered here.",,,"pg244, 3rd paragraph",148.4242126,1749.026885,0.021695108,1.330000043,16,47.33057851,49.4214876,3,,7121018530,0.2,87.09,5.91,0,0.1,0,6.69,189,1179,27,185,819,0.145999998,56,148,4.638999939,97,2,10,10,10,10
Colon-Gaud_EtAl_2009_ElCope_Site1,167,-80.583,8.667,3096.5,2897.9,285.1,21.8,614.6,,,,mg AFDM m-2 yr-1,habitat weighted production (?),3.28,,Web Appendix 1.,645.6630435,13465.72473,0.016237592,1.299999952,24,53.76666667,54.01111111,13,,7120885510,0.47,85.37,12.93,0,1.23,0,0,260,2765,147,25455,843,27.45000076,246,498,2.829999924,19,21,93,93,86,86
Colon-Gaud_EtAl_2009_ElCope_Site2,168,-80.583,8.667,4369.4,4091.4,287.2,4.2,542.2,,,,mg AFDM m-2 yr-1,,3.55,,Web Appendix 1.,645.6630435,13465.72473,0.016237592,1.299999952,24,53.76666667,54.01111111,13,,7120885510,0.47,85.37,12.93,0,1.23,0,0,260,2765,147,25455,843,27.45000076,246,498,2.829999924,19,21,93,93,86,86
Colon-Gaud_EtAl_2009_Fortuna_Site1,169,-80.233,8.7,3643.8,3505.6,574.1,165.8,306.1,,,,mg AFDM m-2 yr-1,,3.37,,Web Appendix 1.,255.140625,8967.005914,0.01888961,1.179999948,49,52.68888889,52.87777778,13,,7120885300,5.45,62.67,31.66,0,0.22,0,0,272,3038,84,6990,866,37.85900116,258,304,4.199999809,96,4,77,77,81,81
Colon-Gaud_EtAl_2009_Fortuna_Site2,170,-80.233,8.7,3858.4,3441.2,403.3,2.5,1150.7,,,,mg AFDM m-2 yr-1,,2.01,,Web Appendix 1.,255.140625,8967.005914,0.01888961,1.179999948,49,52.68888889,52.87777778,13,,7120885300,5.45,62.67,31.66,0,0.22,0,0,272,3038,84,6990,866,37.85900116,258,304,4.199999809,96,4,77,77,81,81
Consoli_2023,,10.183333,46.633333,7770.700084,4538.850042,1307,897,347,1845.850042,142,,mg DM m-2 y-1,"Coordinates of the dam. 5th order river-  Data on pre, -during and after food (Spoel River)- Values are average of after-flood (since 2000)",10--18,,,2189.647978,747.4627727,0.029103352,1.358838499,13.00390637,60.28225806,60.67741935,12,,2120515090,0,26.64,10.95,0,59.3,0,3.11,80,1187,249,12041,928,16.78499985,2,2259,12.77700043,60,0,70,87,102,121
Cross_EtAl_2006_C53_Reference,18,-83.45,35.06,11872.19171,,,,,,,,mg AFDM m-2 yr-1,Just reference sites,,,,1013.703704,4951.958026,0.01977859,1.399999976,24,49.18348624,49.8440367,4,,7121121760,0.09,98.61,1.15,0,0.05,0.1,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Cross_EtAl_2011_Site1_GlenCanyon_Yr1,20,-111.48,36.93,23700,1243,,,,718,,,mg AFDM m-2 yr-1,"Average of three sampled years. Assumed taxa listed in the table are all, or essentially all, taxa present in samples. Width is a riverwide average.",7,,Table 1,1213.998874,117.7264251,0.022864868,1.450000048,21.5,83.48453608,83.77319588,6,,7121103910,0.4,0,0.11,0,87.05,5.91,6.52,275,108,78,1739,29,3.34800005,141,1322,558.8579712,0,0,88,37,90,40
Cross_EtAl_2013_ColoradoRiver_Site2,21,-111.85,36.5,7.9672,7.3317,0,0,0.4504,1.1032,5.7781,,g AFDM m-2 yr-1,Average of three sampled years,,,,1458.188578,263.1826261,0.025442641,1.450000048,21.5,80.9266055,81.44954128,12,,7121108970,0,0,0,0,99.65,0,0.35,230,257,78,1731,48,3.278000116,109,1682,517.1309814,18,1,39,37,42,40
Cross_EtAl_2013_ColoradoRiver_Site3,22,-111.81,36.17,1.312966667,1.005466667,0,0,0.174433333,0.548966667,0.282066667,,g AFDM m-2 yr-1,Average of three sampled years,,,,1336.640909,394.7580755,0.025255971,1.450000048,21.5,80.69026549,81.00884956,6,,7121111670,0,0,0.24,0,98.64,0,1.12,247,244,68,1524,51,3.453000069,125,1518,533.9650269,33,1,40,38,43,41
Cross_EtAl_2013_ColoradoRiver_Site4,23,-112.49,36.28,1.011233333,0.979366667,0,0,0.017866667,0.4378,0.5237,,g AFDM m-2 yr-1,Average of three sampled years,,,,1216.751136,571.2634541,0.026170004,1.450000048,21.5,78.71428571,79.46428571,6,,7120628220,0,0,2.49,0,97.05,0,0.46,241,299,69,1556,32,3.440000057,122,1430,528.1350098,19,0,33,37,33,41
Cross_EtAl_2013_ColoradoRiver_Site5,24,-112.85,36.72,1.520533333,1.267566667,7e-04,0,0.057233333,0.634566667,0.575066667,,g AFDM m-2 yr-1,Average of three sampled years,,,,1503.225,525.5052671,0.02224691,1.354575821,28.28571429,78.62608696,79.76521739,6,,7120617880,0,0,0.01,0,99.99,0,0,252,296,14,649,28,0.001,131,1473,0.252999991,0,2,32,31,32,31
Cross_EtAl_2013_ColoradoRiver_Site6,25,-113.36,35.77,1.407,1.170633333,0,0,0.059333333,0.575666667,0.535633333,,g AFDM m-2 yr-1,Average of three sampled years,,,,879.8863636,655.878605,0.024641762,1.450000048,21.5,79.78761062,80.22123894,6,,7120641220,0,0,0.13,0,99.45,0,0.42,270,243,69,1611,15,3.301000118,152,1090,551.0029907,2,1,40,37,33,40
Crowther_1981_FortMckay,,-111.330954,57.364,,174.3333333,,,,,,,g wet mass m-2 yr-1,Average of 3 sites.,,,,302.6605539,297.0435127,0.024839491,0.817510396,21.703125,65.20238095,64.60119048,9,1.027776778,8120460080,0,65.17,28.32,0,6.32,0,0.2,165,420,8,22,21,0,-7,311,0.122000001,73,0,0,0,1,1
Demi_2018,,-83.75,35.0333333,4505.11418,,,,,,,,mg AFDM m-2 y-1,Mean across streams from pre-treatment date,,,,654.5362723,5054.272862,0.023542505,1.399999976,24,52.76470588,52.94117647,4,,7120658350,4.54,64.47,17.62,0,1.92,1.1,10.35,209,1742,145,1050,958,7.322999954,114,892,3.507999897,100,3,34,34,35,35
Dolph_EtAl_2015_Buffalo Creek_restored,,-93.9990782,44.8540094,10286.53632,10286.53632,1084.155548,123.654914,4917.19864,,,,mg DM m-2 y-1,,,,,294.5043945,1538.766097,0.028118892,1.351312369,22.58125019,66.30645161,66.41935484,12,,7121017610,63.19,9.05,14.69,0,10.64,1.84,0.59,222,735,4,3878,201,19.24500084,65,296,21.09399986,8,72,181,154,159,99
Dolph_EtAl_2015_Buffalo Creek_up,,-93.9990782,44.8540094,4344.508552,4344.507546,864.8065246,51.98874049,2546.392345,,,,mg DM m-2 y-1,"Only non insect was amphipods w low production-Dipetara reported, but not known if Chironomids",,,,294.5043945,1538.766097,0.028118892,1.351312369,22.58125019,66.30645161,66.41935484,12,,7121017610,63.19,9.05,14.69,0,10.64,1.84,0.59,222,735,4,3878,201,19.24500084,65,296,21.09399986,8,72,181,154,159,99
Dolph_EtAl_2015_Elm Creek_restored,,-94.2669195,43.7546623,6306.868263,6306.867085,686.9651606,151.8338214,2967.93997,,,,mg DM m-2 y-1,,,,,333.952621,1701.369877,0.026645373,1.304999948,22.5,68.89344262,69.31967213,12,,7120441960,96.3,1.3,1.16,0,0.82,0.42,0,224,752,3,4539,191,2.302000046,72,323,1.286000013,1,87,107,107,39,39
Dolph_EtAl_2015_Elm Creek_up,,-94.2669195,43.7546623,2304.213274,2304.212771,634.4004084,216.0588571,661.790159,,,,mg DM m-2 y-1,,,,,333.952621,1701.369877,0.026645373,1.304999948,22.5,68.89344262,69.31967213,12,,7120441960,96.3,1.3,1.16,0,0.82,0.42,0,224,752,3,4539,191,2.302000046,72,323,1.286000013,1,87,107,107,39,39
Dolph_EtAl_2015_Rush River_restored,,-93.9337169,44.5015449,1590.588479,1590.588479,348.5622559,23.15639189,153.1475225,,,,mg DM m-2 y-1,,,,,263.6443452,1574.230515,0.029714238,1.304999948,22.5,65.66129032,65.61290323,12,,7120424790,39.86,29.91,20.42,0,5.16,3.85,0.8,221,735,6,3428,208,10.26599979,66,266,218.5859985,35,70,204,117,180,73
Dolph_EtAl_2015_Rush River_up,,-93.9337169,44.5015449,946.0237231,946.0216596,230.0139675,12.60533706,120.0379222,,,,mg DM m-2 y-1,,,,,263.6443452,1574.230515,0.029714238,1.304999948,22.5,65.66129032,65.61290323,12,,7120424790,39.86,29.91,20.42,0,5.16,3.85,0.8,221,735,6,3428,208,10.26599979,66,266,218.5859985,35,70,204,117,180,73
Dudgeon_1999,,114.179415,22.422582,,6468.1,,,,,,,mg DM m-2 y-1,Third order tropical forest stream (Tai Po Kau) - Exact coordinates not given. Mean of 2 years,Third order,,,168.9179293,15274.73455,0.021027815,1.385267837,27.25892857,52.14545455,52.34545455,6,,4120012600,0.82,56.56,5.93,0,0.17,10.9,25.62,279,2162,69,2067,1149,763.0230103,221,133,17.68600082,54,26,187,177,203,197
Dunkle_EtAl_2024_Alaska_glacierfed,,-134.794059,58.52488,,560,,,,,,,mg DM m-2 yr-1,,,,,194.9709052,1535.481751,0.025544477,0.800000012,19.33333206,50.19083969,51.33587786,9,,7120020580,0,65.28,3.72,0,6.09,0.02,24.9,130,1452,72,183,1745,90.20999908,42,189,4.824999809,65,0,138,159,128,159
Dunkle_EtAl_2024_Alaska_rainfed,,-134.769393,58.47918,,1660,,,,,,,mg DM m-2 yr-1,,,,,101.1647059,1646.679254,0.024278571,0.800000012,19.33333206,49.70247934,50.96694215,9,,7120020580,0,69.37,1.05,0,0.06,0.02,29.49,130,1452,72,183,1745,90.20999908,42,189,4.824999809,65,0,138,159,128,159
Dunkle_EtAl_2024_Alaska_snowmelt,,-134.562906,58.41676,,2900,,,,,,,mg DM m-2 yr-1,Glacier streams in Alaska,,,Figure 6B,322.243608,1747.907067,0.025477767,0.859090919,18.34848387,50.56643357,51.25874126,9,,7120020550,0,47.27,6.38,0,19.1,6.62,20.63,112,1656,148,1868,2083,68.8789978,23,549,26.12400055,6,0,85,136,70,128
Dunkle_EtAl_2024_Alaska_transition,,-134.602561,58.37503,,1220,,,,,,,mg DM m-2 yr-1,,,,,118.4230491,1870.824805,0.025994665,0.800000012,19.33333206,49.98529412,50.75,9,,7120020560,0,63.45,4.67,0,2.6,7.18,22.1,121,1668,113,745,1938,93.27100372,35,325,13.83300018,60,0,127,130,125,127
Edwards_EtAl_1989_Detroit_MainChannel,134,-83.084,42.307,5.4,,,,,,,,g AFDM m-2 yr-1,"Width is probably an upper bound. Text states """"The width of the SCDRS ranges from 250 m in the Upper St. Clair River to 3 000 m in the lower Detroit River.""""",3000,598000,Table 3,182.3098958,1637.528736,0.027527667,1.343179549,30.88191441,66.4,66.55,12,,7120486770,0.65,4.63,7.41,0,15.95,62.3,9.06,224,840,1,1897,184,314.0069885,95,182,1.534999967,16,21,373,326,376,326
Edwards_EtAl_1989_StClaire_MainChannel,133,-82.508,42.674,7.4,,,,,,,,g AFDM m-2 yr-1,"Width is probably a lower bound. Text states """"The width of the SCDRS ranges from 250 m in the Upper St. Clair River to 3 000 m in the lower Detroit River.""""",250,579000,Table 3,179.2130208,1454.67359,0.022699537,1.24000001,55,64.5,64.73958333,6,,7120479090,31.07,29.44,18.68,0,2.24,7.14,11.44,224,800,3,658,158,200.7230072,92,175,2.700999975,19,20,107,179,104,189
Edwards_EtAl_1989_StLawrence_MainChannel,135,-75.889,44.366,13.4,,,,,,,,g AFDM m-2 yr-1,,,766000,Table 3,82.1620935,1391.419638,0.026149521,1.339341436,21.84000696,61.24590164,61.8852459,3,,7120428740,4.1,29.3,21.51,0,2.74,1.28,41.07,206,918,12,627,508,51.30400085,69,87,7737.151855,66,18,77,71,80,74
Ely_Wallace_2010_BigHurricaneBranch_Disturbed,26,-83.43,35.06,10111,,,,,,,,mg AFDM m-2 yr-1,Only lists total production and production by FFG. Coweeta LTER.,,59 ha,Table 2,899.972973,5093.644971,0.020613902,1.399999976,24,49.88181818,50.44545455,4,,7121121760,0.55,94.07,4.91,0,0.19,0.27,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
