pub_number,pub_name,chemical,chemical_category,organisms,study_type,water_units,water_conc,water_conc_measure_type,water_conc_error_lower_limit,water_conc_upper_limit,water_conc_error_measure,water_conc_sample_size,sediment_units,sediment_conc,sediment_conc_measure_type,sediment_conc_error_lower_limit,sediment_conc_upper_limit,sediment_conc_error_measure,sediment_conc_sample_size,adult_units,adult_conc,adult_conc_measure_type,adult_conc_error_lower_limit,adult_conc_upper_limit,adult_conc_error_measure,adult_conc_sample_size,emergence_mgdm_m2_y,contaminant_flux_mg_m2_y,comments,coordinates,coord,latitude,longitude,comments_from_ralf,,,,,,,,,,,,,,,,,,
,"Cid, N., Ibanez, C., Palanques, A., Prat, N. (2010) Patterns of metal bioaccumulation in two filter-feeding macroinvertebrates: exposure distribution, inter-species differences and variability across developmental stages. Science of the Total Environment 408, 2795-2806, https://doi.org/10.1016/j.scitotenv.2010.03.030, issn 1879-1026 (Electronic)",Cu,Cu,Ephoron virgo,field,,,,1,32,range,80,,,,,,,,ng_mg_dm,35,arithmetic mean,16,,standard error,3,,,,"40,810,780",0.520748,,,,,,,,,,,,,,,,,,,,,
,"Cid, N., Ibanez, C., Palanques, A., Prat, N. (2010) Patterns of metal bioaccumulation in two filter-feeding macroinvertebrates: exposure distribution, inter-species differences and variability across developmental stages. Science of the Total Environment 408, 2795-2806, https://doi.org/10.1016/j.scitotenv.2010.03.030, issn 1879-1026 (Electronic)",Zn,Zn,Ephoron virgo,field,,,,1,217,range,80,,,,,,,,ng_mg_dm,82,arithmetic mean,23,,standard error,3,,,,"40,810,781",0.520749,,,,,,,,,,,,,,,,,,,,,
,"Cid, N., Ibanez, C., Palanques, A., Prat, N. (2010) Patterns of metal bioaccumulation in two filter-feeding macroinvertebrates: exposure distribution, inter-species differences and variability across developmental stages. Science of the Total Environment 408, 2795-2806, https://doi.org/10.1016/j.scitotenv.2010.03.030, issn 1879-1026 (Electronic)",Mn,other metals,Ephoron virgo,field,,,,3.5,41,range,80,,,,,,,,ng_mg_dm,15,arithmetic mean,9,,standard error,3,,,,"40,810,782",0.520750,,,,,,,,,,,,,,,,,,,,,
,"Clarke, R.G., Klapstein, S.J., Hillier, N.K., O'Driscoll, N.J. (2022) Methylmercury in caddisflies and mayflies: Influences of water and sediment chemistry. Chemosphere 286, 131785, https://doi.org/10.1016/j.chemosphere.2021.131785, issn 1879-1298 (Electronic)",MeHg,Hg,Mayflies,field,ugl,0.00006,median,0.00005,0.00006,IQR,15,ugg,0.00065,median,0.00038,0.00064,IQR,5,ng_mg_dm,0.03335,median,0.03108,0.04761,IQR,8,,,site BDE,44.40539° N,65.24924° W,,,"Kejimkujik National Park, Canada",,,,,,,,,,,,,,,,,,
,"Clarke, R.G., Klapstein, S.J., Hillier, N.K., O'Driscoll, N.J. (2022) Methylmercury in caddisflies and mayflies: Influences of water and sediment chemistry. Chemosphere 286, 131785, https://doi.org/10.1016/j.chemosphere.2021.131785, issn 1879-1298 (Electronic)",MeHg,Hg,Mayflies,field,ugl,0.00017,median,0.00015,0.00018,IQR,15,ugg,0.00033,median,0.00024,0.00043,IQR,9,ng_mg_dm,0.0561,median,0.04297,0.0629,IQR,9,,,site BDW,44.40539° N,65.24924° W,,,"Kejimkujik National Park, Canada",,,,,,,,,,,,,,,,,,
,"Clarke, R.G., Klapstein, S.J., Hillier, N.K., O'Driscoll, N.J. (2022) Methylmercury in caddisflies and mayflies: Influences of water and sediment chemistry. Chemosphere 286, 131785, https://doi.org/10.1016/j.chemosphere.2021.131785, issn 1879-1298 (Electronic)",MeHg,Hg,Mayflies,field,ugl,0.00042,median,0.0003,0.00045,IQR,15,ugg,0.00295,median,0.0021,0.00566,IQR,8,ng_mg_dm,0.06039,median,0.0493,0.08435,IQR,12,,,site TMB,44.40539° N,65.24924° W,,,"Kejimkujik National Park, Canada",,,,,,,,,,,,,,,,,,
,"Clarke, R.G., Klapstein, S.J., Hillier, N.K., O'Driscoll, N.J. (2022) Methylmercury in caddisflies and mayflies: Influences of water and sediment chemistry. Chemosphere 286, 131785, https://doi.org/10.1016/j.chemosphere.2021.131785, issn 1879-1298 (Electronic)",MeHg,Hg,Caddisfleis,field,ugl,0.00006,median,0.00005,0.00006,IQR,15,ugg,0.00065,median,0.00038,0.00064,IQR,5,ng_mg_dm,0.04618,median,0.03305,0.06218,IQR,7,,,site BDE,44.40539° N,65.24924° W,,,"Kejimkujik National Park, Canada",,,,,,,,,,,,,,,,,,
,"Clarke, R.G., Klapstein, S.J., Hillier, N.K., O'Driscoll, N.J. (2022) Methylmercury in caddisflies and mayflies: Influences of water and sediment chemistry. Chemosphere 286, 131785, https://doi.org/10.1016/j.chemosphere.2021.131785, issn 1879-1298 (Electronic)",MeHg,Hg,Caddisfleis,field,ugl,0.00017,median,0.00015,0.00018,IQR,15,ugg,0.00033,median,0.00024,0.00043,IQR,9,ng_mg_dm,0.05029,median,0.04572,0.07536,IQR,15,,,site BDW,44.40539° N,65.24924° W,,,"Kejimkujik National Park, Canada",,,,,,,,,,,,,,,,,,
,"Clarke, R.G., Klapstein, S.J., Hillier, N.K., O'Driscoll, N.J. (2022) Methylmercury in caddisflies and mayflies: Influences of water and sediment chemistry. Chemosphere 286, 131785, https://doi.org/10.1016/j.chemosphere.2021.131785, issn 1879-1298 (Electronic)",MeHg,Hg,Caddisfleis,field,ugl,0.00042,median,0.0003,0.00045,IQR,15,ugg,0.00295,median,0.0021,0.00566,IQR,8,ng_mg_dm,0.07351,median,0.02321,0.07629,IQR,7,,,site TMB,44.40539° N,65.24924° W,,,"Kejimkujik National Park, Canada",,,,,,,,,,,,,,,,,,
,"Dukerschein, T.J., Wiener, J.G., Rada, R.G., Steingraeber, M.T. (1992) Cadmium and Mercury in Emergent Mayflies (Hexageniabilineata)from the Upper Mississippi River. Archives of Environmental Contamination and Toxicology 23, 109-116.",Hg,Hg,Hexagenia bileneata,field,,,,,,,,ugg,0.12,,,,,,ng_mg_dm,0.0964,,,,,,,,,41.45543° N,90.50651° W,,,"Mississippi pool 2, Contaminants data from Meade 1987-1992",,,,,,,,,,,,,,,,,,
,"Dukerschein, T.J., Wiener, J.G., Rada, R.G., Steingraeber, M.T. (1992) Cadmium and Mercury in Emergent Mayflies (Hexageniabilineata)from the Upper Mississippi River. Archives of Environmental Contamination and Toxicology 23, 109-116.",Hg,Hg,Hexagenia bileneata,field,,,,,,,,ugg,0.05,,,,,,ng_mg_dm,0.0544,,,,,,,,,41.45543° N,90.50651° W,,,Mississippi pool 5a,,,,,,,,,,,,,,,,,,
,"Dukerschein, T.J., Wiener, J.G., Rada, R.G., Steingraeber, M.T. (1992) Cadmium and Mercury in Emergent Mayflies (Hexageniabilineata)from the Upper Mississippi River. Archives of Environmental Contamination and Toxicology 23, 109-116.",Hg,Hg,Hexagenia bileneata,field,,,,,,,,ugg,0.07,,,,,,ng_mg_dm,0.0782,,,,,,,,,41.45543° N,90.50651° W,,,Mississippi pool 10,,,,,,,,,,,,,,,,,,
,"Dukerschein, T.J., Wiener, J.G., Rada, R.G., Steingraeber, M.T. (1992) Cadmium and Mercury in Emergent Mayflies (Hexageniabilineata)from the Upper Mississippi River. Archives of Environmental Contamination and Toxicology 23, 109-116.",Hg,Hg,Hexagenia bileneata,field,,,,,,,,ugg,0.06,,,,,,ng_mg_dm,0.0733,,,,,,,,,41.45543° N,90.50651° W,,,Mississippi pool 18,,,,,,,,,,,,,,,,,,
,"Dukerschein, T.J., Wiener, J.G., Rada, R.G., Steingraeber, M.T. (1992) Cadmium and Mercury in Emergent Mayflies (Hexageniabilineata)from the Upper Mississippi River. Archives of Environmental Contamination and Toxicology 23, 109-116.",Hg,Hg,Hexagenia bileneata,field,,,,,,,,ugg,0.07,,,,,,ng_mg_dm,0.1,,,,,,,,,41.45543° N,90.50651° W,,,Mississippi pool 26,,,,,,,,,,,,,,,,,,
,"Larsson, P. (1984) Transport of PCBs from aquatic to terrestrial environments by emerging chironomids. Environmental Pollution 34, 283-289.",PCB,PCB,Chironominae,experimental,,,,,,,,ugg,0.292,arithmetic mean,0.213,,SD,4,ng_mg_dm,0.251,arithmetic mean,0.019,,,5,,,,55.48319,13.35832,,,"Lake Havgardssjön , Sweden",,,,,,,,,,,,,,,,,,
,"Sweeney, B.W., Funk, D.H., Standley, L.J. (2009) Use of the stream mayfly Cloeon triangulifer as a bioassay organism Life history response and body burden following exposure to technical chlordane. Environmental Toxicology and Chemistry 12, 115-125.",Chlordane,legacy insecticide,Cloeon triangulifer,experimental,ugl,4.3,,,,,,,,,,,,,ng_mg_dm,0.061,arithmetic mean,29,,SD,3,,,,39.85990° N,75.78259° W,,,experimental study,,,,,,,,,,,,,,,,,,
JK3,Neff 2021,Cu,Cu,Culicidae male,experimental,ugl,0,nominal concentration, , ,,3,,,,,,,,ng_mg_dm,12.88249552,arithmetic mean,2.2,,standard error (positive),3,,,water is nominal because impossible to extract from fig S1. adult extracted from fig 2 (log 10 scale),33.94256,-83.37238,,,,,,,,,,,,,,,,,,,,,
JK3,Neff 2021,Cu,Cu,Culicidae male,experimental,ugl,300,nominal concentration, , ,,3,,,,,,,,ng_mg_dm,19.5,arithmetic mean,4.0,,standard error (positive),3,,,water is nominal because impossible to extract from fig S1. adult extracted from fig 2 (log 10 scale),33.94256,-83.37238,,,,,,,,,,,,,,,,,,,,,
JK3,Neff 2021,Cu,Cu,Culicidae male,experimental,ugl,600,nominal concentration, , ,,3,,,,,,,,ng_mg_dm,23.7,arithmetic mean,5.2,,standard error (positive),3,,,water is nominal because impossible to extract from fig S1. adult extracted from fig 2 (log 10 scale),33.94256,-83.37238,,,,,,,,,,,,,,,,,,,,,
JK3,Neff 2021,Cu,Cu,Culicidae female,experimental,ugl,0,nominal concentration,,,,3,,,,,,,,ng_mg_dm,12.7,arithmetic mean,2.4,,standard error (positive),3,,,water is nominal because impossible to extract from fig S1. adult extracted from fig 2 (log 10 scale),33.94256,-83.37238,,,,,,,,,,,,,,,,,,,,,
JK3,Neff 2021,Cu,Cu,Culicidae female,experimental,ugl,300,nominal concentration,,,,3,,,,,,,,ng_mg_dm,27.7,arithmetic mean,4.9,,standard error (positive),3,,,water is nominal because impossible to extract from fig S1. adult extracted from fig 2 (log 10 scale),33.94256,-83.37238,,,,,,,,,,,,,,,,,,,,,
JK3,Neff 2021,Cu,Cu,Culicidae female,experimental,ugl,600,nominal concentration,,,,3,,,,,,,,ng_mg_dm,52.0,arithmetic mean,9.0,,standard error (positive),3,,,water is nominal because impossible to extract from fig S1. adult extracted from fig 2 (log 10 scale),33.94256,-83.37238,,,,,,,,,,,,,,,,,,,,,
JK4,Raikow et al. 2011,PCB,PCB,Hexagenia mayflies,field,,,,,,,,ugg,3.8,mean,2.4,,standard deviation,not given,ng_mg_dm,6482,arithmetic mean,386,,standard deviation,3,,,,34.82612,-82.78186,,,,,,,,,,,,,,,,,,,,,
JK4,Raikow et al. 2011,PCB,PCB,Chironomidae,field,,,,,,,,ugg,3.8,mean,2.4,,standard deviation,not given,ng_mg_dm,1477,arithmetic mean,364,,standard deviation,8,,41 +/- 24 g PCB/year,,34.82612,-82.78186,,,,,,,,,,,,,,,,,,,,,
JK4,Raikow et al. 2011,PCB,PCB,Chironomidae,field,,,,,,,,ugg,1.5,singular,, , ,1,ng_mg_dm,1951,arithmetic mean,309,,standard deviation,8,,41 +/- 24 g PCB/year,,34.82612,-82.78186,,,,,,,,,,,,,,,,,,,,,
JK4,Raikow et al. 2011,PCB,PCB,Chironomidae,field,,,,,,,,ugg,0.93,singular,, , ,1,ng_mg_dm,1599,arithmetic mean,309,,standard deviation,8,,41 +/- 24 g PCB/year,,34.82612,-82.78186,,,,,,,,,,,,,,,,,,,,,
JK5,Ryan et al. 2019,Pb,Pb,Leptocerus americanus,field,,,,0,200,range,3,,,,,,,,ng_mg_dm,0.38,singular composite of >200 individuals,,, ,,,0.00043 (median),this paper makes a lot of mistakes in its interpretation of its data,43.82841,-91.22581,,,,,,,,,,,,,,,,,,,,,
JK5,Ryan et al. 2019,Pb,Pb,Leptocerus americanus,field,,,,200,700,range,3,,,,,,,,ng_mg_dm,0.79,singular composite of >200 individuals,,, ,,,0.00043 (median),this paper makes a lot of mistakes in its interpretation of its data,43.82841,-91.22581,,,,,,,,,,,,,,,,,,,,,
JK5,Ryan et al. 2019,Pb,Pb,Leptocerus americanus,field,,,,700,4000,range,3,,,,,,,,ng_mg_dm,2.35,singular composite of >200 individuals,,, ,,,0.00043 (median),this paper makes a lot of mistakes in its interpretation of its data,43.82841,-91.22581,,,,,,,,,,,,,,,,,,,,,
JK5,Ryan et al. 2019,Pb,Pb,Leptocerus americanus,field,,,,4000,10000,range,3,,,,,,,,ng_mg_dm,0.76,singular composite of >200 individuals,,, ,,,0.00043 (median),this paper makes a lot of mistakes in its interpretation of its data,43.82841,-91.22581,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.296,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.29,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.0004 - 0.0015,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.09,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.003 - 0.005,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.124,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.0004 - 0.0016,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.09,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Lake 136",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.411,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.407,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.047 - 0.086,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.266,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.205,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"A. straminea, Trichoptera",field,,,,,,,,ugg,0.053 - 0.077,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.155,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Lake 136",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"P. smithae, Trichoptera",field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.3,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"P. smithae, Trichoptera",field,,,,,,,,ugg,0.0004 - 0.0015,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.279,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"P. smithae, Trichoptera",field,,,,,,,,ugg,0.003 - 0.005,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.8,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"P. smithae, Trichoptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,1.759,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"P. smithae, Trichoptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.818,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"P. smithae, Trichoptera",field,,,,,,,,ugg,0.047 - 0.086,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.427,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"P. smithae, Trichoptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,1.5,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.117,mean,0.041,,standard error,,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.079,mean,0.058,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.0004 - 0.0015,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.077,mean,0.042,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.003 - 0.005,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.113,mean,0.011,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.0004 - 0.0016,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.029,mean,0.002,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Lake 136",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.225,mean,0.038,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.192,mean,0.084,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.047 - 0.086,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.17,mean,0.08,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.197,mean,0.012,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Chiromini, Diptera",field,,,,,,,,ugg,0.053 - 0.077,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.057,mean,0.006,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Lake 136",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"C. decorus, Diptera",field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.094,mean,0.01,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"C. decorus, Diptera",field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.134,mean,0.033,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"C. decorus, Diptera",field,,,,,,,,ugg,0.003 - 0.005,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.233,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"C. decorus, Diptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.265,mean,0.049,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"C. decorus, Diptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.24,mean,0.065,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"C. decorus, Diptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.409,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"C. riparius, Diptera",field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.108,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"C. riparius, Diptera",field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.076,mean,0.021,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"C. riparius, Diptera",field,,,,,,,,ugg,0.0004 - 0.0015,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.119,mean,0.069,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"C. riparius, Diptera",field,,,,,,,,ugg,0.003 - 0.005,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.082,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"C. riparius, Diptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.23,mean,0.003,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"C. riparius, Diptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.172,mean,0.006,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
