pub_number,pub_name,chemical,chemical_category,organisms,study_type,water_units,water_conc,water_conc_measure_type,water_conc_error_lower_limit,water_conc_upper_limit,water_conc_error_measure,water_conc_sample_size,sediment_units,sediment_conc,sediment_conc_measure_type,sediment_conc_error_lower_limit,sediment_conc_upper_limit,sediment_conc_error_measure,sediment_conc_sample_size,adult_units,adult_conc,adult_conc_measure_type,adult_conc_error_lower_limit,adult_conc_upper_limit,adult_conc_error_measure,adult_conc_sample_size,emergence_mgdm_m2_y,contaminant_flux_mg_m2_y,comments,coordinates,coord,latitude,longitude,comments_from_ralf,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,0.2,single,,,,1,,,,,,,,ng_mg_dm,47.5,arithmetic mean,NA,,SD,1,,,site_id_505,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.51,single,,,,1,,,,,,,,ng_mg_dm,24.1,arithmetic mean,NA,,SD,1,,,site_id_506,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Ephemeroptera,field,ugl,0.51,single,,,,1,,,,,,,,ng_mg_dm,15.1,arithmetic mean,NA,,SD,1,,,site_id_506,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,0.51,single,,,,1,,,,,,,,ng_mg_dm,36.2,arithmetic mean,NA,,SD,1,,,site_id_506,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.65,single,,,,1,,,,,,,,ng_mg_dm,36.8,arithmetic mean,NA,,SD,1,,,site_id_601,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Ephemeroptera,field,ugl,0.65,single,,,,1,,,,,,,,ng_mg_dm,31.4,arithmetic mean,NA,,SD,1,,,site_id_601,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,0.65,single,,,,1,,,,,,,,ng_mg_dm,28,arithmetic mean,NA,,SD,1,,,site_id_601,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Trichoptera,field,ugl,0.65,single,,,,1,,,,,,,,ng_mg_dm,21.5,arithmetic mean,NA,,SD,1,,,site_id_601,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.42,single,,,,1,,,,,,,,ng_mg_dm,23.01,arithmetic mean,7.34,,SD,7,,,site_id_602,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Ephemeroptera,field,ugl,0.42,single,,,,1,,,,,,,,ng_mg_dm,20.02,arithmetic mean,3.98,,SD,4,,,site_id_602,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Trichoptera,field,ugl,0.42,single,,,,1,,,,,,,,ng_mg_dm,15.63,arithmetic mean,2,,SD,3,,,site_id_602,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,51.5,single,,,,1,,,,,,,,ng_mg_dm,68.7,arithmetic mean,53.77,,SD,4,,,site_id_603,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Ephemeroptera,field,ugl,51.5,single,,,,1,,,,,,,,ng_mg_dm,26.75,arithmetic mean,6.72,,SD,2,,,site_id_603,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Trichoptera,field,ugl,51.5,single,,,,1,,,,,,,,ng_mg_dm,20.55,arithmetic mean,7.42,,SD,2,,,site_id_603,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,270,single,,,,1,,,,,,,,ng_mg_dm,30,arithmetic mean,3,,SD,3,,,site_id_701,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,270,single,,,,1,,,,,,,,ng_mg_dm,35.6,arithmetic mean,NA,,SD,1,,,site_id_701,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,247,single,,,,1,,,,,,,,ng_mg_dm,27,arithmetic mean,NA,,SD,1,,,site_id_702,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.37,single,,,,1,,,,,,,,ng_mg_dm,21.9,arithmetic mean,NA,,SD,1,,,site_id_703,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,0.37,single,,,,1,,,,,,,,ng_mg_dm,30.5,arithmetic mean,NA,,SD,1,,,site_id_703,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,429,single,,,,1,,,,,,,,ng_mg_dm,27.9,arithmetic mean,NA,,SD,1,,,site_id_704,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,4890,single,,,,1,,,,,,,,ng_mg_dm,36.23,arithmetic mean,6.28,,SD,3,,,site_id_705,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,1.58,single,,,,1,,,,,,,,ng_mg_dm,25.44,arithmetic mean,11.58,,SD,5,,,site_id_706,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Ephemeroptera,field,ugl,1.58,single,,,,1,,,,,,,,ng_mg_dm,19.47,arithmetic mean,3.83,,SD,3,,,site_id_706,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,1.58,single,,,,1,,,,,,,,ng_mg_dm,46.5,arithmetic mean,13.01,,SD,2,,,site_id_706,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Trichoptera,field,ugl,1.58,single,,,,1,,,,,,,,ng_mg_dm,25.65,arithmetic mean,10.25,,SD,2,,,site_id_706,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.38,single,,,,1,,,,,,,,ng_mg_dm,25.2,arithmetic mean,6.52,,SD,9,,,site_id_707,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Ephemeroptera,field,ugl,0.38,single,,,,1,,,,,,,,ng_mg_dm,23.49,arithmetic mean,6.84,,SD,11,,,site_id_707,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,0.38,single,,,,1,,,,,,,,ng_mg_dm,58.77,arithmetic mean,22.98,,SD,3,,,site_id_707,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Trichoptera,field,ugl,0.38,single,,,,1,,,,,,,,ng_mg_dm,32.95,arithmetic mean,11.68,,SD,6,,,site_id_707,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.71,single,,,,1,,,,,,,,ng_mg_dm,21.7,arithmetic mean,NA,,SD,1,,,site_id_801,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Trichoptera,field,ugl,0.71,single,,,,1,,,,,,,,ng_mg_dm,23.3,arithmetic mean,NA,,SD,1,,,site_id_801,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.93,single,,,,1,,,,,,,,ng_mg_dm,27.85,arithmetic mean,1.77,,SD,2,,,site_id_802,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Ephemeroptera,field,ugl,0.93,single,,,,1,,,,,,,,ng_mg_dm,21,arithmetic mean,0.85,,SD,2,,,site_id_802,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,0.93,single,,,,1,,,,,,,,ng_mg_dm,35.6,arithmetic mean,NA,,SD,1,,,site_id_802,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.51,single,,,,1,,,,,,,,ng_mg_dm,25.8,arithmetic mean,NA,,SD,1,,,site_id_901,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Plecoptera,field,ugl,0.51,single,,,,1,,,,,,,,ng_mg_dm,39.3,arithmetic mean,NA,,SD,1,,,site_id_901,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Diptera,field,ugl,0.37,single,,,,1,,,,,,,,ng_mg_dm,18.5,arithmetic mean,NA,,SD,1,,,site_id_902,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cu,Cu,Ephemeroptera,field,ugl,0.37,single,,,,1,,,,,,,,ng_mg_dm,28.5,arithmetic mean,NA,,SD,1,,,site_id_902,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,0.06,single,,,,1,,,,,,,,ng_mg_dm,0.92,arithmetic mean,NA,,SD,1,,,site_id_101,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Plecoptera,field,ugl,0.06,single,,,,1,,,,,,,,ng_mg_dm,2.09,arithmetic mean,NA,,SD,1,,,site_id_101,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Plecoptera,field,ugl,0.06,single,,,,1,,,,,,,,ng_mg_dm,0.9,arithmetic mean,NA,,SD,1,,,site_id_102,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,0.03,single,,,,1,,,,,,,,ng_mg_dm,0.2,arithmetic mean,NA,,SD,1,,,site_id_103,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Ephemeroptera,field,ugl,0.03,single,,,,1,,,,,,,,ng_mg_dm,0.03,arithmetic mean,NA,,SD,1,,,site_id_103,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Plecoptera,field,ugl,0.03,single,,,,1,,,,,,,,ng_mg_dm,0.23,arithmetic mean,NA,,SD,1,,,site_id_103,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,0.27,single,,,,1,,,,,,,,ng_mg_dm,0.4,arithmetic mean,NA,,SD,1,,,site_id_201,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,0.02,single,,,,1,,,,,,,,ng_mg_dm,0.34,arithmetic mean,0.27,,SD,9,,,site_id_202,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Ephemeroptera,field,ugl,0.02,single,,,,1,,,,,,,,ng_mg_dm,0.15,arithmetic mean,0.1,,SD,6,,,site_id_202,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Plecoptera,field,ugl,0.02,single,,,,1,,,,,,,,ng_mg_dm,0.32,arithmetic mean,0.19,,SD,7,,,site_id_202,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Trichoptera,field,ugl,0.02,single,,,,1,,,,,,,,ng_mg_dm,0.61,arithmetic mean,0.29,,SD,11,,,site_id_202,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,5.23,single,,,,1,,,,,,,,ng_mg_dm,0.86,arithmetic mean,0.59,,SD,5,,,site_id_203,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Trichoptera,field,ugl,5.23,single,,,,1,,,,,,,,ng_mg_dm,13.5,arithmetic mean,NA,,SD,1,,,site_id_203,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,0.04,single,,,,1,,,,,,,,ng_mg_dm,0.28,arithmetic mean,0.21,,SD,8,,,site_id_204,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Ephemeroptera,field,ugl,0.04,single,,,,1,,,,,,,,ng_mg_dm,0.11,arithmetic mean,0.04,,SD,8,,,site_id_204,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Plecoptera,field,ugl,0.04,single,,,,1,,,,,,,,ng_mg_dm,0.9,arithmetic mean,0.7,,SD,7,,,site_id_204,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Trichoptera,field,ugl,0.04,single,,,,1,,,,,,,,ng_mg_dm,2.31,arithmetic mean,0.17,,SD,2,,,site_id_204,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,1.11,single,,,,1,,,,,,,,ng_mg_dm,2.07,arithmetic mean,0.64,,SD,6,,,site_id_205,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Ephemeroptera,field,ugl,1.11,single,,,,1,,,,,,,,ng_mg_dm,1.23,arithmetic mean,0.07,,SD,5,,,site_id_205,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Plecoptera,field,ugl,1.11,single,,,,1,,,,,,,,ng_mg_dm,6.8,arithmetic mean,1.45,,SD,3,,,site_id_205,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Trichoptera,field,ugl,1.11,single,,,,1,,,,,,,,ng_mg_dm,67.62,arithmetic mean,92.51,,SD,6,,,site_id_205,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,0.25,single,,,,1,,,,,,,,ng_mg_dm,0.4,arithmetic mean,0.21,,SD,7,,,site_id_301,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Trichoptera,field,ugl,0.25,single,,,,1,,,,,,,,ng_mg_dm,1.62,arithmetic mean,NA,,SD,1,,,site_id_301,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Pb,Pb,Diptera,field,ugl,0.64,single,,,,1,,,,,,,,ng_mg_dm,0.91,arithmetic mean,0.52,,SD,5,,,site_id_302,39.478916,-105.931376,,,,,,,,,,,,,,,,,,,,,
