id,mean_emergence_mgdmm2y,sd_emergence,mean_emergence_kgdmm2y,sd_emergence_kg,obs_id,log_mean_emergence_mgdmm2y,log_mean_emergence_mgdmm2y_s,empirical_emergence,acsp,aisp,aisp_sd,mass_type,mass_units,eph_sp,ple_sp,tri_sp,chi_sp,other_sp,emerg,site_id,index,lon,lat,notes,stream_width_m,basin_size_km2,figure_table,ele_mean,r_mean,k_mean,bd_mean,cf_mean,ph05_mean,ph15_mean,lit_majority,min_mean,hybas_id,crop,forest_c,forest_o,nodata,shrub_grass,urban,water,tmp_dc_smx,pre_mm_syr,slp_dg_uav,ero_kh_uav,run_mm_syr,ppd_pk_uav,tmp_dc_syr,ele_mt_sav,dis_m3_pyr,for_pc_sse,crp_pc_sse,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,author,year,author_year,tmp_dc_syr10,pre_cm_syr1000,stream_temp,HYBAS_ID,aisp_mean,log_aisp_mean_s,log_aisp_sd,log_aisp_sd_s,aisp_sd_01,sd_estimate,emerge_1,sd_emergence_1,mean_emergence,acsp_1,stream_temp20,precip_s,log10_precip_s,ele_mt_sav_s,logdis_m3_pyr_s,for_pc_sse_s,crp_pc_sse_s,hft_ix_s93_s,hft_ix_u93_s,hft_ix_s09_s,hft_ix_u09_s,stream_temp_s
1,173.69329639182737,103.30937628505227,1.7369329639182736e-4,1.0330937628505227e-4,1,2.239783057386544,-1.390323088064213,no,3452.4,811,1.011445069720688,DM,mg_m2_y,55.6,NA,NA,728.7,26.7,NA,Al-Zankana_2021_Control_2015,NA,-0.9099790000000001,52.476865,"River Welland, control reach, 2015 sampling. EPT values are combined in paper; entered here in EphSp column. Stream width is the average value of ranges provided (2.7-4.1 m).",3.4,1554,Table 2,104.5941723,374.124363,0.029083215,1.342218673,36.4078125,67.83703704,67.18518519,9,NA,2121109130,77.67,0.16,5.48,0,6.77,9.92,0,168,631,22,834,319,137.5350037,94,115,2.874000072,0,67,251,281,224,258,Al-Zankana (2021),2021,Al-Zankana (2021),9.4,0.631,9.481866525117894,2121109130,NA,NA,NA,NA,NA,from posterior of brm_mean_sd_fi model,0.055540342479803786,0.0033790130477822215,3127.3357101639717,0.014828410669033744,0.47409332625589473,-0.7607669309429269,-0.6676771282363856,-0.8155309031690238,-0.43729870971320806,-1.292474508672022,2.367057624075702,1.5712006695095635,2.2422083654412206,1.3316594708527747,2.0617735095471756,-0.16464558282170066
2,181.2746652628599,107.817441576045,1.8127466526285992e-4,1.07817441576045e-4,2,2.258337111843057,-1.3610839040840754,no,3056.3,846.4,1.0119062798556282,DM,mg_m2_y,76.1,NA,NA,748.3,22,NA,Al-Zankana_2021_Control_2016,NA,-0.9099790000000001,52.476865,"River Welland, control reach, 2016 sampling. EPT values are combined in paper; entered here in EphSp column. Stream width is the average value of ranges provided (2.7-4.1 m).",3.4,1554,Table 2,104.5941723,374.124363,0.029083215,1.342218673,36.4078125,67.83703704,67.18518519,9,NA,2121109130,77.67,0.16,5.48,0,6.77,9.92,0,168,631,22,834,319,137.5350037,94,115,2.874000072,0,67,251,281,224,258,Al-Zankana (2021),2021,Al-Zankana (2021),9.4,0.631,9.481866525117894,2121109130,NA,NA,NA,NA,NA,from posterior of brm_mean_sd_fi model,0.05796456858587637,0.0035264615368379303,3127.3357101639717,0.013127120706687473,0.47409332625589473,-0.7607669309429269,-0.6676771282363856,-0.8155309031690238,-0.43729870971320806,-1.292474508672022,2.367057624075702,1.5712006695095635,2.2422083654412206,1.3316594708527747,2.0617735095471756,-0.16464558282170066
3,765.6540799894267,455.42384964931085,7.656540799894267e-4,4.5542384964931086e-4,3,2.8840326011161106,-0.3750554557319176,no,11234.8,3574.9,1.0522718085779115,DM,mg_m2_y,2315,NA,NA,386.7,873.2,NA,Al-Zankana_2021_Ref_2015,NA,-0.972636,52.473637,"River Welland, reference reach, 2015 sampling. EPT values are combined in paper; entered here in EphSp column. Stream width is the average value of ranges provided (2.7-4.1 m).",3.4,1554,Table 2,121.2453231,381.9605637,0.029109607,1.334861093,38.02083333,66.76923077,66.04895105,12,NA,2121110490,76.49,0.56,5.77,0,10.97,6.22,0,165,644,14,585,336,210.0939941,93,132,2.602999926,0,61,293,293,272,272,Al-Zankana (2021),2021,Al-Zankana (2021),9.3,0.644,9.377696152824678,2121110490,NA,NA,NA,NA,NA,from posterior of brm_mean_sd_fi model,0.24482631573611333,0.014895870883879198,3127.3357101639717,0.04825461365556143,0.46888480764123386,-0.740805692626707,-0.6343676159816386,-0.7933065664274243,-0.4925975710470482,-1.292474508672022,2.0908325287185145,2.0366901287152137,2.390535809163371,1.878413143440719,2.2416481208936396,-0.18288880793943693
4,889.9373690372994,529.3307458701408,8.899373690372995e-4,5.293307458701409e-4,4,2.949359443455464,-0.2721074145650289,no,11562.1,4155.3,1.061150541269221,DM,mg_m2_y,2653.1,NA,NA,418.8,1083.4,NA,Al-Zankana_2021_Ref_2016,NA,-0.972636,52.473637,"River Welland, reference reach, 2016 sampling. EPT values are combined in paper; entered here in EphSp column. Stream width is the average value of ranges provided (2.7-4.1 m).",3.4,1554,Table 2,121.2453231,381.9605637,0.029109607,1.334861093,38.02083333,66.76923077,66.04895105,12,NA,2121110490,76.49,0.56,5.77,0,10.97,6.22,0,165,644,14,585,336,210.0939941,93,132,2.602999926,0,61,293,293,272,272,Al-Zankana (2021),2021,Al-Zankana (2021),9.3,0.644,9.377696152824678,2121110490,NA,NA,NA,NA,NA,from posterior of brm_mean_sd_fi model,0.28456726476309074,0.017313196160940274,3127.3357101639717,0.04966040058986069,0.46888480764123386,-0.740805692626707,-0.6343676159816386,-0.7933065664274243,-0.4925975710470482,-1.292474508672022,2.0908325287185145,2.0366901287152137,2.390535809163371,1.878413143440719,2.2416481208936396,-0.18288880793943693
5,2123.1665726339465,1531.78754628722,0.0021231665726339465,0.0015317875462872203,5,3.326984067994502,0.3229881694328616,no,13987.77777777778,9809.170381798707,3547.6058167116053,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,Anderson_Rosemond_2007_MejillonesBeaverPond,NA,-67.65499999999999,-55.076,Measures beaver impact.,29.6,NA,"Table 3, Appendix 3",332.0220126,635.8678432,NA,1.187583339,21.43333321,57.86754967,58.43046358,12,NA,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0,Anderson and Rosemond (2007),2007,Anderson and Rosemond (2007),4.8,0.559,5.463434567599657,6120036110,9809.170381798707,0.29851251037170623,3.549935358302468,0.40442317814137824,0.06727830718799424,from posterior of brm_prop_insects_beta model,0.6789058704933936,0.05010126177756946,3127.3357101639717,0.06007893443287948,0.2731717283799829,-0.8713214816173753,-0.8655728393758478,-0.7187896726467674,-0.4534710812759637,-0.1992746661968353,-0.7174559407462267,-1.2106530033622984,-1.231125941719136,-1.219857667890966,-1.253058613837661,-0.8683884725462552
6,445.8395281088013,321.7509353443631,4.4583952810880133e-4,3.217509353443631e-4,6,2.6491785703768445,-0.7451600185570945,no,3004.444444444445,2111.8198360624183,763.0908549477269,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,Anderson_Rosemond_2007_MejillonesDownstream,NA,-67.65499999999999,-55.076,Measures beaver impact.,6.6,NA,"Table 3, Appendix 3",332.0220126,635.8678432,NA,1.187583339,21.43333321,57.86754967,58.43046358,12,NA,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0,Anderson and Rosemond (2007),2007,Anderson and Rosemond (2007),4.8,0.559,5.463434567599657,6120036110,2111.8198360624183,-0.9055581610070927,2.8825762489029803,-0.679802108436934,0.01447157987780914,from posterior of brm_prop_insects_beta model,0.14256209420044166,0.010523736061138555,3127.3357101639717,0.012904395798435627,0.2731717283799829,-0.8713214816173753,-0.8655728393758478,-0.7187896726467674,-0.4534710812759637,-0.1992746661968353,-0.7174559407462267,-1.2106530033622984,-1.231125941719136,-1.219857667890966,-1.253058613837661,-0.8683884725462552
7,411.7869030847023,293.7092309285941,4.117869030847023e-4,2.937092309285941e-4,7,2.614672529731029,-0.7995378082328674,no,2728.888888888889,1914.859467974676,695.9232174937872,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,Anderson_Rosemond_2007_MejillonesForested,NA,-67.65499999999999,-55.076,Forested site.,6.6,NA,"Table 3, Appendix 3",332.0220126,635.8678432,NA,1.187583339,21.43333321,57.86754967,58.43046358,12,NA,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0,Anderson and Rosemond (2007),2007,Anderson and Rosemond (2007),4.8,0.559,5.463434567599657,6120036110,1914.859467974676,-0.9823181641054988,2.8425613257337483,-0.7448123719210259,0.01319778420286949,from posterior of brm_prop_insects_beta model,0.13167339270497175,0.009606556144753312,3127.3357101639717,0.011720856538815792,0.2731717283799829,-0.8713214816173753,-0.8655728393758478,-0.7187896726467674,-0.4534710812759637,-0.1992746661968353,-0.7174559407462267,-1.2106530033622984,-1.231125941719136,-1.219857667890966,-1.253058613837661,-0.8683884725462552
8,1258.280862785194,928.3606077597133,0.0012582808627851938,9.283606077597133e-4,8,3.0997775914617263,-0.03506467472533912,no,8366.666666666668,5876.0085831115575,2124.6803882256577,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,Anderson_Rosemond_2007_RobaloBeaverPond,159,-67.65499999999999,-55.076,Measures beaver impact.,29.6,NA,"Table 3, Appendix 3",332.0220126,635.8678432,NA,1.187583339,21.43333321,57.86754967,58.43046358,12,NA,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0,Anderson and Rosemond (2007),2007,Anderson and Rosemond (2007),4.8,0.559,5.463434567599657,6120036110,5876.0085831115575,-0.10325005832511697,3.3272936091771244,0.04270815717322682,0.04029334351691109,from posterior of brm_prop_insects_beta model,0.4023491493720129,0.030364548886749842,3127.3357101639717,0.03593568800377969,0.2731717283799829,-0.8713214816173753,-0.8655728393758478,-0.7187896726467674,-0.4534710812759637,-0.1992746661968353,-0.7174559407462267,-1.2106530033622984,-1.231125941719136,-1.219857667890966,-1.253058613837661,-0.8683884725462552
9,936.1476873804899,660.9318640860132,9.361476873804899e-4,6.609318640860132e-4,9,2.971344368775236,-0.2374615490092803,no,6252.222222222223,4387.594198983976,1588.8974360873056,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,Anderson_Rosemond_2007_RobaloDownstream,160,-67.65499999999999,-55.076,Measures beaver impact.,6.6,NA,"Table 3, Appendix 3",332.0220126,635.8678432,NA,1.187583339,21.43333321,57.86754967,58.43046358,12,NA,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0,Anderson and Rosemond (2007),2007,Anderson and Rosemond (2007),4.8,0.559,5.463434567599657,6120036110,4387.594198983976,-0.33225932518719775,3.2010958642439267,-0.16231906765757578,0.030132527489873672,from posterior of brm_prop_insects_beta model,0.29934352245522305,0.021617567279464817,3127.3357101639717,0.02685393312048716,0.2731717283799829,-0.8713214816173753,-0.8655728393758478,-0.7187896726467674,-0.4534710812759637,-0.1992746661968353,-0.7174559407462267,-1.2106530033622984,-1.231125941719136,-1.219857667890966,-1.253058613837661,-0.8683884725462552
10,376.7452122271063,273.54218474124235,3.7674521222710633e-4,2.7354218474124237e-4,10,2.5760477418982544,-0.86040629820541,no,2514.4444444444443,1764.90818340187,641.3279405799099,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,Anderson_Rosemond_2007_RobaloForested,158,-67.65499999999999,-55.076,Forested site.,6.6,NA,"Table 3, Appendix 3",332.0220126,635.8678432,NA,1.187583339,21.43333321,57.86754967,58.43046358,12,NA,6120036110,0,28.96,0.17,0,67.74,0,3.13,84,559,96,2505,416,0.180000007,48,189,2.792000055,43,0,0,0,0,0,Anderson and Rosemond (2007),2007,Anderson and Rosemond (2007),4.8,0.559,5.463434567599657,6120036110,1764.90818340187,-1.0462514197072332,2.807080161132494,-0.8024568624450908,0.012162416126201336,from posterior of brm_prop_insects_beta model,0.12046842652762497,0.008946938260561827,3127.3357101639717,0.010799795744031,0.2731717283799829,-0.8713214816173753,-0.8655728393758478,-0.7187896726467674,-0.4534710812759637,-0.1992746661968353,-0.7174559407462267,-1.2106530033622984,-1.231125941719136,-1.219857667890966,-1.253058613837661,-0.8683884725462552
