A1,A1PRIME,A2,A3,A4,A5,ACCO11,ALDS16,ALEX16,ALINOR,ALKA11,ALOR16,ALTL16,ANDEF,ANSUM,A_WS,CA16,CATSUM,CL16,CO316,COLVAL,COND11,CONIS,CONVAL,COUNTY1,COUNTY2,COUNTY3,COUNTY4,DATSMP,DICE11,DICI11,DICVAL,DOC11,DO_IS,DRPCDE,ELEV,FE16,FTL16,GRADE,H16,HCO316,K16,L2,LABNAM,LAT_STD,LON_STD,MAP1,MAP2,MAP3,MAP4,MAP5,MAP6,MG16,MN16,NA16,NH416,NO316,NODE,NOTSAM,OH16,ORGION,PHAC11,PHAL11,PHEQ11,PHSTVL,PH_CLO,PH_R,PTD16,PTL16,QUAD,RCH_HW,RCH_ID,RCH_LN,SAMCOD,SAMRN,SHRE75,SIO216,SIT_CLS,SO416,SOBC,STATE1,STATE2,STRA250,STRA75,STRATUM,STRMDP,STRMNAM,STRMWD,STRM_ID,SUB_ID,TIMSMP,TMPSTR,TURVAL,W,WC 
0.49,0.49,0,0.20996139,1.01,0.5697,42.2,0.618931139,0.878363353,0,45.3,0.826476911,1.6270106,-3.101404801,318.2025903,0.5438,142.5144,315.1011855,41.86364,0.007975264,20,34.6,28,39.4,MORRIS, , , ,9-Apr-86,0.486,0.805,1.169,2.6,9.2,0,269.7348,1.074498567,4.348064,1.686384392,0.52480746,44.64021939,9.02621,1.1748,GLOBAL,40.98888889,-74.42277778,"BOONTON, NJ 1981", , , , , ,95.66838,0.891914522,65.5545,1.812888,1.530737,U, ,0.019054607,24.60842591,6.35,6.41,6.69,6.28,.,6.34,0.122683541,.,NEWARK 1969,1,1D037003,1.3196,R,2,1,38.54603555, ,225.7929,312.76349,NJ, ,1,1,3,0.1,NO NAME,2.2,1D037003U,1D,9:45,12,0.88,130.6122449,1
11.8,11.8,0,0.16,30.818,0.8546,48.2,0.952486843,0.444740938,0.189014899,66.4,0.763471944,2.81669261,-0.490059515,352.7000767,30.562,161.676,352.2100172,134.5617,0.01805903,20,42.7,32,41.6,CARBON,SCHUYLKILL, , ,28-Apr-86,0.972,1.37,1.1,1.7,10,0,341.3593,0.358166189,1.73712,0.921547692,0.28840315,55.54892395,10.56041,14.3869,NYSDOH,40.90972222,-75.86666667,"WEATHERLY, PA 1976","HAZLETON, PA 1980","CONYNGHAM, PA 1976","TAMAQUA, PA 1983", , ,72.63558,0.291237395,105.27,1.779624,41.2928,L, ,0.034673685,16.28265176,6.53,6.46,6.97,6.54,.,6.63,0.164654226,.,NEWARK 1969,1,1D037004,14.4673,R,1,8,82.38466147, ,119.5068,350.14199,PA, ,1,2,2,0.6,QUAKAKE CREEK,7,1D037004L,1D,14:50,12.9,1.2,5.423728814,1
11.8,11.8,0,0.16,30.818,0.8546,72,0.689348455,0.170484026,0.03335557,121.2,0.655992884,2.8908161,-11.29607672,389.35796,30.559,184.131,378.0618833,166.439,0.036777347,20,43.6,32,43,CARBON,SCHUYLKILL, , ,12-May-86,1.17,1.34,1.74,1.12,10.2,0,341.3593,0.787965616,1.78976,0.921547692,0.239883292,94.09393573,10.33028,14.3869,NYSDOH,40.90972222,-75.86666667,"WEATHERLY, PA 1976","HAZLETON, PA 1980","CONYNGHAM, PA 1976","TAMAQUA, PA 1983", , ,78.80508,0.200225709,103.53,1.02564,40.9702,L, ,0.041686938,10.72100614,6.52,6.48,7.28,6.62,.,6.82,0.203396397,.,NEWARK 1969,1,1D037004,14.4673,R,2,8,84.04899807, ,85.9866,376.79636,PA, ,1,2,2,0.6,QUAKAKE CREEK,7,1D037004L,1D,9:45,11.2,1.5,5.423728814,1
11.8,11.8,0,0.16,30.818,0.8546,101.5,0.618931139,0.222370469,0,131.1,0.841301609,1.890148988,-406.8832919,2112.482507,0.4144,412.673,1705.599215,1777.23,0.0240355,5,211.1,155,207.4,CARBON,SCHUYLKILL, , ,28-Apr-86,1.3,1.54,2.246,1.02,10,0,473.9409,1.414756447,1.8424,0.921547692,0.389045145,99.73196759,22.73173,14.3869,NYSDOH,40.88444444,-75.99833333,"WEATHERLY, PA 1976","HAZLETON, PA 1980","CONYNGHAM, PA 1976","TAMAQUA, PA 1983", , ,233.6184,0.564272453,1035.3,0.88704,40.0024,U, ,0.025703958,9.844273222,6.67,6.62,6.9,6.41,.,6.43,0.032285142,.,NEWARK 1969,1,1D037004,14.4673,R,1,1,57.08674522, ,193.626,1704.32313,PA, ,1,1,2,0.1,QUAKAKE CREEK,0.8,1D037004U,1D,12:50,12.8,0.6,5.423728814,1
11.8,11.8,0,0.16,30.818,0.8546,68.1,0.378029798,0.059298792,0.118597584,102.5,0.259432214,1.482469795,-30.36887456,1509.848458,0.4144,406.685,1479.479583,1218.672,0.023566916,10,181.3,131,179.5,CARBON,SCHUYLKILL, , ,12-May-86,1.36,1.48,2.278,0.827,10.5,0,473.9409,1.665472779,1.78976,0.921547692,0.398107171,100.065412,18.87066,14.3869,NYSDOH,40.88444444,-75.99833333,"WEATHERLY, PA 1976","HAZLETON, PA 1980","CONYNGHAM, PA 1976","TAMAQUA, PA 1983", , ,230.328,2.111471113,822.15,1.047816,36.4538,U, ,0.025118864,7.916314357,6.52,6.44,7.27,6.4,.,6.46,0.061341771,.,NEWARK 1969,1,1D037004,14.4673,R,2,1,54.25737301, ,152.8188,1478.03366,PA, ,1,1,2,0.1,QUAKAKE CREEK,0.8,1D037004U,1D,11:34,11.9,1,5.423728814,1
4.21,4.21,0,0.01,9.7116,1.1395,39.6,1.504706842,1.334222815,0.051886443,2.2,1.452820399,2.853754355,-3.483223297,134.3949804,10.9039,34.93,130.9117571,65.7293,0.000198191,10,18.2,12,17.6,CARBON, , , ,29-Apr-86,0.274,0.165,0.343,1.22,10.5,0,182.8711,0.179083095,1.21072,6.846334971,2.238721139,4.732215409,7.72214,4.7634,NYSDOH,40.87277778,-75.77333333,"WEATHERLY, PA 1976","NESQUEHONING, PA 1976", , , , ,33.56208,0.218428046,50.025,2.433816,0.25808,L, ,0.004466836,10.63992033,5.62,5.56,5.82,5.65,.,5.65,0.041970685,.,NEWARK 1969,1,1D037005,5.2945,R,1,2,59.41681646, ,62.46,126.23922,PA, ,1,2,2,0.4,JEANS RUN,5,1D037005L,1D,10:35,11.1,0.27,15.20190024,1
4.21,4.21,0,0.01,9.7116,1.1395,37.1,1.078496776,0.68564228,0.144540805,6,0.933955971,2.075457713,-8.862183427,125.145911,10.9028,28.942,116.2837276,70.2429,0.000563681,20,16,10,16.5,CARBON, , , ,13-May-86,0.189,0.524,0.309,0.863,10.7,0,182.8711,0.143266476,1.00016,6.846334971,1.174897555,7.06341592,5.80439,4.7634,NYSDOH,40.87277778,-75.77333333,"WEATHERLY, PA 1976","NESQUEHONING, PA 1976", , , , ,30.10716,0.054607012,49.59,0.66528,0.19356,L, ,0.00851138,7.705564034,5.78,5.78,6.07,5.93,.,5.95,0.006457029,.,NEWARK 1969,1,1D037005,5.2945,R,2,2,61.91332135, ,46.6368,114.44355,PA, ,1,2,2,0.4,JEANS RUN,5,1D037005L,1D,11:25,11,0.27,15.20190024,1
4.21,4.21,0,0.01,9.7116,1.1395,176.2,3.695055963,3.557927507,1.267511674,36.6,2.427544289,7.375287229,10.36077332,58.17297758,0.0259,9.4311,68.5337509,21.32676,1.58382E-05,50,16.2,12,14.2,CARBON, , , ,29-Apr-86,0.121,0.764,2.129,4.29,6.7,0,508.9912,1.253581662,1.10544,6.846334971,21.3796209,3.611484007,4.78159,4.7634,NYSDOH,40.90833333,-75.785,"WEATHERLY, PA 1976","NESQUEHONING, PA 1976", , , , ,8.55504,0.236630383,22.446,1.9404,0.27421,U, ,0.000467735,36.79792273,5.52,5.51,4.8,4.67,.,4.64,0.064570285,.,NEWARK 1969,1,1D037005,5.2945,R,1,1,68.90353505, ,31.8546,45.21373,PA, ,1,1,2,0.1,JEANS RUN,2.5,1D037005U,1D,12:40,14.2,0.31,15.20190024,1
4.21,4.21,0,0.01,9.7116,1.1395,241.9,7.345637833,6.559928841,2.497961604,-19.9,4.847676229,10.56259729,18.38303882,50.2849697,0.0259,9.9301,68.66800853,26.09425,2.84894E-05,65,15.5,11,14.2,CARBON, , , ,13-May-86,0.205,0.851,4.391,7.96,6.2,0,508.9912,2.381805158,1.0528,6.846334971,22.90867653,6.960884698,5.01172,4.7634,NYSDOH,40.90833333,-75.785,"WEATHERLY, PA 1976","NESQUEHONING, PA 1976", , , , ,8.06148,0.218428046,22.185,0.571032,0.14517,U, ,0.000436516,56.0345404,4.71,4.7,4.76,4.64,.,4.61,0.513333764,.,NEWARK 1969,1,1D037005,5.2945,R,2,1,79.88815658, ,16.0314,45.1883,PA, ,1,1,2,0.1,JEANS RUN,2.5,1D037005U,1D,9:10,11.9,0.29,15.20190024,1
1.67,1.67,0,0.02,4.0659,0.9323,70.1,0.511452079,0.111185235,0,963.8,0.79312134,2.297828182,54.24846935,2113.117767,4.3253,1327.34,2167.366236,490.854,2.674684036,10,220,130,232,WARREN, , , ,25-Mar-86,11.5,12.2,12.51,5.14,12.5,0,83.8159,0.143266476,2.42144,2.624933546,0.033884416,966.6154221,29.6612,4.5864,NYSDOH,40.88333333,-75.06083333,"PORTLAND, PA-NJ 1984", , , , , ,403.8966,0,405.42,1.014552,117.2651,L, ,0.295120923,50.88007128,7.51,7.41,8.24,7.47,.,7.52,0.219538968,.,NEWARK 1969,1,1D037010,5.5681,R,1,1,101.5245323, ,532.992,2166.3178,NJ, ,1,1,1,0.1,NO NAME,3,1D037010L,1D,10:00,6,0.3,59.73895265,1.558813296
1.67,1.67,0,0.02,4.0659,0.9323,34.1,0.589281743,0.515158254,0,1252.1,0.722704025,0.426210066,38.22377668,2414.388568,4.3249,1476.4412,2452.612344,521.06691,5.885551142,10,239.2,169,249.8,WARREN, , , ,9-Apr-86,14.895,15.298,15.38,1.68,11.6,0,83.8159,0.411891118,2.637264,2.624933546,0.019498446,1223.963233,31.37439,4.5864,GLOBAL,40.88333333,-75.06083333,"PORTLAND, PA-NJ 1984", , , , , ,495.2052,0.091011686,448.746,0.826056,85.482548,L, ,0.512861384,16.70443635,7.87,7.88,8.29,7.71,.,7.79,0.264738168,.,NEWARK 1969,1,1D037010,5.5681,R,2,1,39.17848346, ,574.8402,2451.76679,NJ, ,1,1,1,0.1,NO NAME,3,1D037010L,1D,12:45,9.8,0.31,59.73895265,1.558813296
1.67,1.67,0,0.02,4.0659,0.9323,48.9,0.492921207,0.07412349,0,1041.4,0.681936106,6.041064413,91.06808207,2388.149606,0.0518,1417.16,2479.217688,682.682,2.668458142,20,270.3,138,275.7,WARREN, , , ,25-Mar-86,12.4,12.6,13.44,4.35,13.1,0,204.206,0.608882522,2.84256,2.624933546,0.036307806,1033.336165,44.2361,4.5864,NYSDOH,40.91416667,-75.03333333,"PORTLAND, PA-NJ 1984", , , , , ,537.9804,0.309439732,474.15,5.65488,150.009,U, ,0.27542287,43.15273586,7.66,7.59,8.21,7.44,.,7.48,0.219538968,.,NEWARK 1969,1,1D037010,5.5681,R,1,1,69.06996871, ,516.336,2473.5265,NJ, ,1,1,1,0.05,NO NAME,3,1D037010U,1D,9:00,2.2,1.2,59.73895265,1.558813296
1.67,1.67,0,0.02,4.0659,0.9323,52.5,0.722704025,0.155659328,0,1683.3,0.878363353,0.811652213,87.58204236,2941.336306,0.0518,1691.4603,3028.918349,739.60978,7.733926577,35,289.8,188,304.9,WARREN, , , ,9-Apr-86,20.067,20.384,20.7,4.27,10.8,0,204.206,1.253581662,3.29,2.624933546,0.019952623,1645.815997,34.57064,4.5864,GLOBAL,40.91416667,-75.03333333,"PORTLAND, PA-NJ 1984", , , , , ,780.56514,0.236630383,519.8685,2.433816,45.538216,U, ,0.501187234,42.4407398,7.83,7.82,8.48,7.7,.,7.74,0.400335766,.,NEWARK 1969,1,1D037010,5.5681,R,2,1,69.18647227, ,498.8472,3026.46458,NJ, ,1,1,1,0.05,NO NAME,3,1D037010U,1D,14:10,9,1,59.73895265,1.558813296
1.41,1.41,0,0,2.8228,0.2072,127.5,0.815358387,0.14824698,0.196427248,3905.5,0.618931139,4.669779853,-52.34402968,5231.553079,3.6519,2929.13,5179.209049,352.625,30.06282302,20,481.4,317,496.8,WARREN, , , ,25-Mar-86,45.5,46.4,46.62,8.83,12.2,2,155.4404,1.128223496,4.68496,0.244379277,0.011748976,3767.133358,38.6107,2.4944,NYSDOH,40.88805556,-74.89888889,"BLAIRSTOWN, NJ 1971","TRANQUILITY, NJ 1971", , , , ,1990.692,2.238887473,219.24,1.5246,62.2618,L, ,0.851138038,87.83724714,7.92,7.89,8.63,7.93,.,8.04,0.429392394,.,NEWARK 1969,1,1D037011,3.1059,R,1,1,82.88396245,C3,1013.934,5177.6727,NJ, ,1,1,1,0.2,NO NAME,1,1D037011L,1D,11:15,9.5,1.2,59.73895265,1.316123801
1.41,1.41,0,0,2.8228,0.2072,69.8,0.952486843,0.537395301,0,4527.7,1.034022682,0.674523757,236.1177394,5273.180919,3.6515,2889.9086,5509.298659,289.51923,29.19611398,40,496.1,321,488.1,WARREN, , , ,9-Apr-86,49.568,50.208,49.75,5.84,9.4,2,155.4404,1.629656161,5.732496,0.244379277,0.012882496,4011.495273,41.52568,2.4944,GLOBAL,40.88805556,-74.89888889,"BLAIRSTOWN, NJ 1971","TRANQUILITY, NJ 1971", , , , ,2364.39918,2.111471113,211.0185,2.433816,42.200919,L, ,0.776247117,58.16920985,8.09,8.12,8.81,7.89,.,7.98,0.481048621,.,NEWARK 1969,1,1D037011,3.1059,R,2,1,74.49570601,C3,894.26064,5506.85196,NJ, ,1,1,1,0.2,NO NAME,1,1D037011L,1D,8:30,9.8,1.13,59.73895265,1.316123801
1.41,1.41,0,0,2.8228,0.2072,75.4,0.83388926,0.296493959,0.3632051,3890.1,0.47068416,8.857757023,-1.965683812,5868.810266,0,2874.24,5866.844582,1526.161,56.70672197,20,561,360,581.1,WARREN, , , ,25-Mar-86,44.4,45.5,45.75,3.51,12.6,2,161.5361,0.250716332,4.42176,0.244379277,0.00616595,3729.200874,34.7752,2.4944,NYSDOH,40.89777778,-74.87472222,"BLAIRSTOWN, NJ 1971","TRANQUILITY, NJ 1971", , , , ,2081.178,0.527867778,874.35,2.295216,80.1661,U, ,1.621810097,34.95656417,8.07,8.03,8.63,8.21,.,8.33,0.574675534,.,NEWARK 1969,1,1D037011,3.1059,R,1,1,79.72172292,C3,470.532,5864.5432,NJ, ,1,1,1,0.4,NO NAME,1,1D037011U,1D,9:30,7.8,1.7,59.73895265,1.316123801
1.41,1.41,0,0,2.8228,0.2072,11,1.334222815,2.264472611,0.492921207,4286.5,0.841301609,2.34600845,154.0277378,5839.720375,0,2761.4161,5993.748113,1216.86656,57.79453059,20,571.9,382,518,WARREN, , , ,9-Apr-86,49.762,51.142,48.84,2.87,11.9,2,161.5361,0.841690544,4.806032,0.244379277,0.006456542,3979.86165,32.9853,2.4944,GLOBAL,40.89777778,-74.87472222,"BLAIRSTOWN, NJ 1971","TRANQUILITY, NJ 1971", , , , ,2498.07168,0.618879464,699.306,1.962576,73.749586,U, ,1.548816619,28.62192519,8.31,8.3,8.82,8.19,.,8.34,0.448763479,.,NEWARK 1969,1,1D037011,3.1059,R,2,1,55.98828307,C3,505.0932,5991.77908,NJ, ,1,1,1,0.4,NO NAME,1,1D037011U,1D,9:55,10.1,3.1,59.73895265,1.316123801
1.42,1.42,24.14,0,3.2372,66.5306,46.7,0.741234897,0.14824698,0,147.9,0.819064562,2.964939589,14.6481308,496.1871836,66.2004,212.574,510.8353144,126.0987,0.194204445,10,58.6,47,57.8,CARBON,SCHUYLKILL, , ,28-Apr-86,1.95,2.1,1.66,1.32,10.6,0,160.0122,0.590974212,1.316,0.298258172,0.058884366,121.9664548,17.87343,2.0438,NYSDOH,40.80138889,-75.7775,"NESQUEHONING, PA 1976","TAMAQUA, PA 1983","NEW RINGGOLD, PA 1980", , , ,155.4714,0.182023372,115.71,9.1476,134.8468,L, ,0.169824365,12.8571508,6.88,6.92,7.16,7.23,.,7.23,0.500419707,.,NEWARK 1969,3,1D037016,2.1242,R,1,36,70.06857067, ,111.5952,501.62883,PA, ,2,3,1,0.4,MAHONING CREEK,6.5,1D037016L,1D,13:07,15.1,1.6,59.73895265,1.325458012
1.42,1.42,24.14,0,3.2372,66.5306,59.3,0.444740938,0.081535839,0,193.9,0.630049663,1.964272478,19.65340699,498.277039,66.194,216.067,517.930446,122.9956,0.258937255,15,58.3,41,58,CARBON,SCHUYLKILL, , ,13-May-86,1.68,1.74,2.271,0.958,10.3,0,160.0122,0.465616046,1.10544,0.298258172,0.060255959,166.408603,15.82783,2.0438,NYSDOH,40.80138889,-75.7775,"NESQUEHONING, PA 1976","TAMAQUA, PA 1983","NEW RINGGOLD, PA 1980", , , ,170.2782,0.163821035,113.535,2.16216,118.2329,L, ,0.165958691,9.276805005,6.74,6.71,7.31,7.22,.,7.2,0.203396397,.,NEWARK 1969,3,1D037016,2.1242,R,2,36,74.89514679, ,89.1096,515.70803,PA, ,2,3,1,0.4,MAHONING CREEK,6.5,1D037016L,1D,10:00,12.2,1.95,59.73895265,1.325458012
1.42,1.42,24.14,0,3.2372,66.5306,66.5,0.604106441,0.111185235,0.10747906,151.8,0.496627381,1.816025499,-2.123881221,521.4626619,62.5165,221.556,519.3387807,126.0987,0.165764746,10,59.5,42,58.3,CARBON,SCHUYLKILL, , ,28-Apr-86,1.93,2.28,1.937,1.05,10.6,0,166.1079,0.680515759,1.15808,0.298258172,0.077624712,137.2376922,17.33646,2.0438,NYSDOH,40.79388889,-75.78972222,"NESQUEHONING, PA 1976","TAMAQUA, PA 1983","NEW RINGGOLD, PA 1980", , , ,162.0522,0.200225709,113.97,4.346496,139.0406,U, ,0.128824955,10.16768816,6.74,6.74,7.27,7.11,.,7.29,0.271195196,.,NEWARK 1969,3,1D037016,2.1242,R,1,33,83.05039611, ,117.633,514.91466,PA, ,2,3,1,1,MAHONING CREEK,6,1D037016U,1D,11:15,11.9,1.8,59.73895265,1.325458012
1.42,1.42,24.14,0,3.2372,66.5306,76.9,0.474390334,0.081535839,0,177.7,0.678229931,2.631383886,13.59636469,505.7091557,62.5165,215.069,519.3055204,131.7407,0.246967219,20,58.2,43,58.2,CARBON,SCHUYLKILL, , ,13-May-86,1.53,1.78,2.111,1.92,10.7,0,166.1079,0.501432665,1.10544,0.298258172,0.058884366,155.1031241,16.82506,2.0438,NYSDOH,40.79388889,-75.78972222,"NESQUEHONING, PA 1976","TAMAQUA, PA 1983","NEW RINGGOLD, PA 1980", , , ,168.633,0.12741636,117.45,1.269576,128.2335,U, ,0.169824365,18.53957108,6.68,6.65,7.15,7.23,.,7.25,0.458449022,.,NEWARK 1969,3,1D037016,2.1242,R,2,33,72.89794288, ,89.1096,517.97706,PA, ,2,3,1,1,MAHONING CREEK,6,1D037016U,1D,11:50,13.6,1.83,59.73895265,1.325458012
0.95,0.95,37.85,0,2.4862,93.2827,56.4,0.819064562,0.852420132,0.418797717,630.7,0.400266845,4.410347639,74.94322736,2077.839605,100.492,1357.28,2152.782832,304.668,3.446556474,10,235,140,231.5,NORTHAMPTON,MONROE, , ,25-Mar-86,7.86,7.76,7.621,1.77,12.2,0,57.9092,0.376074499,2.3688,0.835561497,0.016595869,610.0516885,39.6335,1.6415,NYSDOH,40.77666667,-75.17583333,"BANGOR, PA-NJ 1973","STROUDSBURG, PA-NJ 1973","WIND GAP, PA 1983","SAYLORSBURG, PA-NJ 1983", , ,508.3668,0.109214023,244.47,3.015936,167.752,L, ,0.602559586,17.51237981,7.48,7.52,7.94,7.78,.,7.87,1.911280429,.,NEWARK 1969,3,1D037020,1.6897,R,1,43,76.39304973, ,988.95,2149.7503,PA, ,2,4,3,0.4,MARTINS CREEK,8,1D037020L,1D,12:47,8,0.6,67.36842105,1
0.95,0.95,37.85,0,2.4862,93.2827,19.8,0.674523757,0.68564228,0,733.6,0.756059595,1.071084427,-0.642357447,2318.818105,100.4822,1367.5095,2318.175748,292.48128,10.05938948,20,245.6,162,239.8,NORTHAMPTON,MONROE, , ,9-Apr-86,8.662,8.898,8.306,2.3,12.4,0,57.9092,0.393982808,2.574096,0.835561497,0.006309573,676.9441784,39.65907,1.6415,GLOBAL,40.77666667,-75.17583333,"BANGOR, PA-NJ 1973","STROUDSBURG, PA-NJ 1973","WIND GAP, PA 1983","SAYLORSBURG, PA-NJ 1983", , ,640.88766,0,268.134,1.979208,139.356748,L, ,1.584893193,22.87338112,7.89,7.91,7.73,8.2,.,8.5,2.68935236,.,NEWARK 1969,3,1D037020,1.6897,R,2,43,57.03681513, ,1195.81752,2316.19023,PA, ,2,4,3,0.4,MARTINS CREEK,8,1D037020L,1D,10:35,9,0.66,67.36842105,1
0.95,0.95,37.85,0,2.4862,93.2827,78.4,0.277963087,0.481802683,0,566,0.696760804,3.891483211,-45.84562563,2176.623065,98.022,1317.36,2130.777439,279.5611,4.729958501,10,227.5,137,235.4,NORTHAMPTON,MONROE, , ,25-Mar-86,7.07,7.35,6.677,2.96,12.3,0,71.6245,0.66260745,2.3688,0.835561497,0.010715193,540.553352,36.5651,1.6415,NYSDOH,40.78666667,-75.1825,"BANGOR, PA-NJ 1973","STROUDSBURG, PA-NJ 1973","WIND GAP, PA 1983","SAYLORSBURG, PA-NJ 1983", , ,523.1736,0.145618697,249.255,4.413024,132.5886,U, ,0.933254301,29.14678502,7.24,7.07,8.02,7.97,.,8.03,2.366500936,.,NEWARK 1969,3,1D037020,1.6897,R,1,43,73.2308102, ,1215.888,2126.3537,PA, ,2,4,3,0.25,MARTINS CREEK,8,1D037020U,1D,14:17,10,0.6,67.36842105,1
0.95,0.95,37.85,0,2.4862,93.2827,18.2,0.726410199,0.770884293,0,719.1,0.75976577,0.908012749,79.22902056,2204.851357,98.022,1373.5973,2284.080378,278.46091,7.439336266,15,232.6,150,239.9,NORTHAMPTON,MONROE, , ,9-Apr-86,7.825,8.214,8.507,1.78,12.6,0,71.6245,0.483524355,2.458288,0.835561497,0.008709636,691.0594722,46.48626,1.6415,GLOBAL,40.78666667,-75.1825,"BANGOR, PA-NJ 1973","STROUDSBURG, PA-NJ 1973","WIND GAP, PA 1983","SAYLORSBURG, PA-NJ 1983", , ,632.90844,0.163821035,230.6805,0.399168,218.221157,U, ,1.148153622,17.70823771,7.93,7.95,8.09,8.06,.,8.34,2.014592884,.,NEWARK 1969,3,1D037020,1.6897,R,2,43,72.21556488, ,1006.06404,2283.6725,PA, ,2,4,3,0.25,MARTINS CREEK,8,1D037020U,1D,9:25,13.5,0.7,67.36842105,1
4.04,4.04,0,0.53996139,9.2195,2.1754,60.8,0.681936106,0.111185235,0,562.1,0.952486843,5.114520792,-79.36762931,1770.906699,10.4636,828.34,1691.539069,567.021,2.572719723,5,197,131,203.2,WARREN, , , ,25-Mar-86,7.13,7.49,7.053,2.1,11.2,0,143.249,0.590974212,5.68512,1.362546327,0.020417379,560.2394802,27.8713,4.4738,NYSDOH,40.80583333,-74.99361111,"WASHINGTON, NJ-PA 1971","BELVIDERE, NJ-PA 1984", , , , ,389.0898,0.618879464,430.65,15.567552,51.9386,L, ,0.489778819,20.72793138,7.35,7.31,7.98,7.69,.,7.77,0.109769484,.,NEWARK 1969,1,1D037021,5.2784,R,1,3,188.9022036, ,582.96,1675.9511,NJ, ,1,2,1,0.1,OXFORD BROOK,3,1D037021L,1D,14:45,8,1.3,59.73895265,3.771021386
4.04,4.04,0,0.53996139,9.2195,2.1754,22.2,0.448447113,1.011785635,0,599.7,0.681936106,1.760432881,-46.74673355,1748.85219,10.4626,786.7733,1702.105457,552.916,2.632523993,20,179.4,122,189.1,WARREN, , , ,9-Apr-86,6.995,7.24,7.046,1.56,11.1,0,143.249,0.698424069,5.748288,1.362546327,0.019952623,560.213503,35.74686,4.4738,GLOBAL,40.80583333,-74.99361111,"WASHINGTON, NJ-PA 1971","BELVIDERE, NJ-PA 1984", , , , ,460.49148,0.618879464,418.209,0.864864,46.899588,L, ,0.501187234,15.48685752,7.72,7.76,7.98,7.7,.,7.78,0.245367082,.,NEWARK 1969,1,1D037021,5.2784,R,2,3,200.3861261, ,579.9411,1701.22064,NJ, ,1,2,1,0.1,OXFORD BROOK,3,1D037021L,1D,8:50,10,1.15,59.73895265,3.771021386
4.04,4.04,0,0.53996139,9.2195,2.1754,47.3,0.437328589,0.296493959,0.337261878,332.5,0.100066711,5.744570454,22.61572585,813.0831245,1.3985,369.759,835.6988504,185.3397,0.487382962,15,93.4,62,95.9,WARREN, , , ,25-Mar-86,3.85,4.17,4.166,1.58,11.2,0,204.206,0.519340974,2.3688,1.362546327,0.058884366,306.0917172,16.13467,4.4738,NYSDOH,40.78361111,-75.02277778,"WASHINGTON, NJ-PA 1971","BELVIDERE, NJ-PA 1984", , , , ,229.5054,0.12741636,218.805,1.435896,56.2937,U, ,0.169824365,15.57908162,7.3,7.23,7.66,7.23,.,7.19,0.326079938,.,NEWARK 1969,1,1D037021,5.2784,R,1,2,227.1819453, ,262.332,834.20407,NJ, ,1,2,1,0.2,OXFORD BROOK,3,1D037021U,1D,13:30,9.2,0.7,59.73895265,3.771021386
4.04,4.04,0,0.53996139,9.2195,2.1754,36.2,0.422503892,0.403973019,0,384.7,0.782002817,1.419464828,-28.37228519,882.4778684,1.3985,360.8269,854.1055832,187.5965,0.653969466,15,88.8,63,97,WARREN, , , ,9-Apr-86,4.538,4.17,5.046,1.27,11,0,204.206,0.519340974,2.05296,1.362546327,0.05370318,374.5749292,15.54656,4.4738,GLOBAL,40.78361111,-75.02277778,"WASHINGTON, NJ-PA 1971","BELVIDERE, NJ-PA 1984", , , , ,252.5382,0.254832721,225.1125,0.02772,56.288861,U, ,0.186208714,12.54286063,7.38,7.32,7.73,7.27,.,7.26,0.351908052,.,NEWARK 1969,1,1D037021,5.2784,R,2,2,271.0705013, ,261.12444,854.02416,NJ, ,1,2,1,0.2,OXFORD BROOK,3,1D037021U,1D,11:15,9.3,0.56,59.73895265,3.771021386
5.65,5.65,41.35,0,13.389,110.634,67.1,1.015491809,0.222370469,0.159365503,3043.3,0.856126306,8.079460381,-166.6716682,5414.321888,121.73,3108.77,5247.65022,569.842,39.50246628,5,511.6,335,529,NORTHAMPTON,LEHIGH, , ,25-Mar-86,36.2,37.2,36.63,1.18,12.6,2,73.1484,0.107449857,3.47424,0.230266188,0.007079458,2982.671644,107.6497,5.2945,NYSDOH,40.62555556,-75.38555556,"KUNKLETOWN, PA 1970","ALLENTOWN EAST, PA 1983","CATASAUQUA, PA 1983","NAZARETH, PA 1983","HELLERTOWN, PA 1972","WIND GAP, PA 1983",1595.844,0.254832721,429.78,5.59944,337.117,L, ,1.412537545,11.75177941,8.07,8.13,8.48,8.15,.,8.19,0.46490605,.,NEWARK 1969,4,1D037028,7.5475,R,1,36,107.3497104,C3,1480.302,5242.0437,PA, ,2,4,1,0.7,MONOCACY CREEK,13,1D037028L,1D,10:29,8.2,1.1,59.73895265,5.273829414
