A1,A1PRIME,A2,A3,A4,A5,ACCO11,ALDS16,ALEX16,ALINOR,ALKA11,ALOR16,ALTL16,ANDEF,ANSUM,A_WS,CA16,CATSUM,CL16,CO316,COLVAL,COND11,CONIS,CONVAL,COUNTY1,COUNTY2,COUNTY3,COUNTY4,DATSMP,DICE11,DICI11,DICVAL,DOC11,DO_IS,DRPCDE,ELEV,FE16,FTL16,GRADE,H16,HCO316,K16,L2,LABNAM,LAT_STD,LON_STD,MAP1,MAP2,MAP3,MAP4,MAP5,MAP6,MG16,MN16,NA16,NH416,NO316,NODE,NOTSAM,OH16,ORGION,PHAC11,PHAL11,PHEQ11,PHSTVL,PH_CLO,PH_R,PTD16,PTL16,QUAD,RCH_HW,RCH_ID,RCH_LN,SAMCOD,SAMRN,SHRE75,SIO216,SIT_CLS,SO416,SOBC,STATE1,STATE2,STRA250,STRA75,STRATUM,STRMDP,STRMNAM,STRMWD,STRM_ID,SUB_ID,TIMSMP,TMPSTR,TURVAL,W,WC 
0.98,0.98,21.25,0,2.5639,54.9027,43.9,0.618931139,0.185308724,0.011118524,740.4,0.607812616,1.593655029,13.67916566,1176.559126,57.5757,848.3,1190.238291,166.1569,5.373496761,5,125,87,125.2,CHAUTAUQUA, , , ,23-Apr-86,9.22,9.37,8.943,1.87,11.2,0,410.5456,0.179083095,2.31616,0.60721721,0.012589254,721.5031406,18.48711,2.1081,NYSDOH,42.215,-79.09916667,"KENNEDY, NY 1979","CHERRY CREEK, NY 1954","HAMLET, NY 1954","GERRY, NY 1979", , ,205.65,0.054607012,116.58,1.208592,43.0671,L, ,0.794328235,18.53053177,7.58,7.56,7.75,7.9,.,8.24,0.08394137,.,BUFFALO 1962,4,1D022009,2.1725,R,1,19,56.08814327, ,237.348,1189.01711,NY, ,2,4,3,0.25,CLEAR CREEK,7,1D022009L,1D,12:25,10.5,1.2,65.30612245,1
0.98,0.98,21.25,0,2.5639,54.9027,36.2,0.333555704,0.088948188,0,1324.2,0.552219999,0.518864428,8.473526646,1789.925089,57.5701,1312.37,1798.398616,237.5282,8.315579285,10,186,118,187.6,CHAUTAUQUA, , , ,8-May-86,14.4,14.9,15.21,0.843,10.6,0,410.5456,0.125358166,2.42144,0.60721721,0.013803843,1224.260234,22.96186,2.1081,NYSDOH,42.215,-79.09916667,"KENNEDY, NY 1979","CHERRY CREEK, NY 1954","HAMLET, NY 1954","GERRY, NY 1979", , ,315.8784,0.054607012,146.16,1.014552,52.2612,L, ,0.72443596,8.369833642,7.73,7.73,8.29,7.86,.,7.98,0.132369084,.,BUFFALO 1962,4,1D022009,2.1725,R,2,19,27.79442114, ,264.414,1797.37026,NY, ,2,4,3,0.25,CLEAR CREEK,7,1D022009L,1D,7:05,8.7,0.37,65.30612245,1
0.98,0.98,21.25,0,2.5639,54.9027,42,0.678229931,0.222370469,0,763.1,0.778296642,1.37128456,38.3759689,1183.386392,55.0321,878.24,1221.762361,162.7717,3.705548335,10,126.4,89,121.4,CHAUTAUQUA, , , ,23-Apr-86,9.1,9.05,9.231,1.61,10.9,0,423.3465,0.214899714,2.42144,0.60721721,0.018620871,735.9252718,18.76838,2.1081,NYSDOH,42.22638889,-79.11555556,"KENNEDY, NY 1979","CHERRY CREEK, NY 1954","HAMLET, NY 1954","GERRY, NY 1979", , ,213.0534,0.091011686,110.49,1.19196,44.8414,U, ,0.537031796,15.96519219,7.63,7.65,7.84,7.73,.,7.92,0.10654097,.,BUFFALO 1962,4,1D022009,2.1725,R,1,19,51.26156714, ,233.184,1220.55178,NY, ,2,4,3,0.2,CLEAR CREEK,6,1D022009U,1D,13:25,10.5,0.8,65.30612245,1
0.98,0.98,21.25,0,2.5639,54.9027,54.1,0.359498925,0.170484026,0,1277,0.567044697,0.852420132,49.3959257,1770.053653,55.0321,1347.3,1819.449579,226.8084,4.35579794,10,180.2,113,182.2,CHAUTAUQUA, , , ,8-May-86,15.2,15.7,15.57,2.42,9.8,0,423.3465,0.089541547,2.31616,0.60721721,0.02630268,1221.937406,22.96186,2.1081,NYSDOH,42.22638889,-79.11555556,"KENNEDY, NY 1979","CHERRY CREEK, NY 1954","HAMLET, NY 1954","GERRY, NY 1979", , ,306.0072,0.036404674,142.245,0.909216,49.8417,U, ,0.380189396,24.03003558,7.74,7.73,8.23,7.58,.,7.69,0.041970685,.,BUFFALO 1962,4,1D022009,2.1725,R,2,19,36.6154051, ,264.414,1818.51406,NY, ,2,4,3,0.2,CLEAR CREEK,6,1D022009U,1D,6:15,9.8,0.35,65.30612245,1
18.47,18.47,0,0.90992278,45.2429,2.5639,91.5,0.574457045,0.111185235,0,1020.9,0.948780669,3.372618783,29.26138306,1537.181814,47.8373,1087.82,1566.443197,210.1645,4.606730178,15,162,97,142.4,CATTARAUGUS, , , ,23-Apr-86,12.5,12.9,12.33,3.07,11.8,0,386.4675,0.608882522,2.78992,1.061753903,0.019952623,980.3338762,25.8257,13.8075,NYSDOH,42.15611111,-78.96555556,"RANDOLPH, NY 1979","NEW ALBION, NY 1963", , , , ,282.1518,0.254832721,169.65,0.975744,53.5516,L, ,0.501187234,30.28361591,7.32,7.36,8.05,7.7,.,7.92,0.158197198,.,BUFFALO 1962,1,1D022010,14.4191,R,1,28,56.42101059, ,285.234,1565.4475,NY, ,1,4,1,0.2,ELM CREEK,7,1D022010L,1D,9:30,6.5,1.3,59.73895265,17.24028837
18.47,18.47,0,0.90992278,45.2429,2.5639,97.2,0.366911274,0.111185235,0,1449.6,0.607812616,0.815358387,51.63272294,2005.247629,47.8326,1427.14,2056.880352,249.6585,11.32801211,15,201.6,140,205,CATTARAUGUS, , , ,8-May-86,16.8,17.2,16.76,2.55,11.1,0,386.4675,0.393982808,3.05312,1.061753903,0.011220185,1355.610546,25.8257,13.8075,NYSDOH,42.15611111,-78.96555556,"RANDOLPH, NY 1979","NEW ALBION, NY 1963", , , , ,394.848,0.163821035,207.93,1.125432,47.4222,L, ,0.891250938,25.23799782,7.5,7.53,8.28,7.95,.,8.16,0.119455027,.,BUFFALO 1962,1,1D022010,14.4191,R,2,28,35.61680314, ,337.284,2055.7437,NY, ,1,4,1,0.2,ELM CREEK,7,1D022010L,1D,9:35,11.2,0.73,59.73895265,17.24028837
18.47,18.47,0,0.90992278,45.2429,2.5639,49.2,0.567044697,0.07412349,0,409.3,1.019197984,1.778963754,35.9691366,750.4646224,2.3567,588.82,786.433759,85.1942,0.77166662,10,84.4,53,83.8,CATTARAUGUS, , , ,23-Apr-86,4.79,4.56,5.245,2.27,11.2,0,533.0692,0.393982808,2.21088,1.061753903,0.047863009,393.9226462,10.33028,13.8075,NYSDOH,42.24472222,-78.91027778,"RANDOLPH, NY 1979","NEW ALBION, NY 1963", , , , ,123.39,0.145618697,63.075,0.770616,30.8083,U, ,0.208929613,22.36276771,7.26,7.29,7.82,7.32,.,7.37,0.071027313,.,BUFFALO 1962,1,1D022010,14.4191,R,1,1,37.11470608, ,237.348,785.61528,NY, ,1,1,1,0.15,ELM CREEK,2.5,1D022010U,1D,11:05,8,0.5,59.73895265,17.24028837
18.47,18.47,0,0.90992278,45.2429,2.5639,70.1,0.385442147,0.111185235,0,818.8,0.615224965,1.44540805,31.29841222,1123.718601,2.3567,898.2,1155.017014,80.1164,2.429213397,10,117.6,79,117.6,CATTARAUGUS, , , ,8-May-86,9.89,10.2,10.05,1.78,9.7,0,533.0692,0.537249284,2.52672,1.061753903,0.030199517,782.4325368,12.55487,13.8075,NYSDOH,42.24472222,-78.91027778,"RANDOLPH, NY 1979","NEW ALBION, NY 1963", , , , ,176.859,0.109214023,66.12,1.252944,16.4526,U, ,0.331131122,17.58969844,7.41,7.4,8.06,7.52,.,7.59,0.061341771,.,BUFFALO 1962,1,1D022010,14.4191,R,2,1,12.81539179, ,239.43,1153.73387,NY, ,1,1,1,0.15,ELM CREEK,2.5,1D022010U,1D,8:20,10.5,1.34,59.73895265,17.24028837
38.28,38.28,0,4.60953668,84.633,11.9646,70.2,0.366911274,0.259432214,0,410.6,0.807946038,8.30183085,15.98465528,838.6538541,99.1452,418.661,854.6385094,163.0538,1.02364102,15,92.1,52,90.6,ALLEGANY,CATTARAUGUS, , ,22-Apr-86,4.44,4.61,4.558,1.78,11.6,0,444.9863,1.432664756,3.10576,0.325550755,0.032359366,353.2880235,20.63499,15.9157,NYSDOH,42.05833333,-78.31472222,"PORTVILLE, NY 1961","BOLIVAR, NY 1965","CUBA, NY 1979","FRIENDSHIP, NY 1978", , ,211.4082,0.83730751,202.71,1.19196,18.0656,L, ,0.309029543,17.46414082,7.1,7.12,7.59,7.49,.,7.68,0.203396397,.,BUFFALO 1962,1,1D022022,16.0927,R,1,71,59.91611744, ,299.808,853.41419,NY, ,1,4,1,0.4,DODGE CREEK,16,1D022022L,1D,12:40,7,4,59.73895265,35.73136105
38.28,38.28,0,4.60953668,84.633,11.9646,90.2,0.71899785,0.407679194,0.100066711,706,0.618931139,6.078126158,45.10485194,1239.724371,99.1356,648.7,1284.829223,276.1759,2.113863287,5,133.6,102,131.8,ALLEGANY,CATTARAUGUS, , ,6-May-86,7.32,6.64,8.962,1.99,9.3,0,444.9863,3.241404012,3.79008,0.325550755,0.030902954,696.7197641,30.1726,15.9157,NYSDOH,42.05833333,-78.31472222,"PORTVILLE, NY 1961","BOLIVAR, NY 1965","CUBA, NY 1979","FRIENDSHIP, NY 1978", , ,304.362,2.166078124,300.15,1.41372,6.59717,L, ,0.323593657,19.60880228,7.27,7.22,8.14,7.51,.,7.57,0.21308194,.,BUFFALO 1962,1,1D022022,16.0927,R,2,71,23.467146, ,254.004,1283.3846,NY, ,1,4,1,0.4,DODGE CREEK,16,1D022022L,1D,11:30,14.8,5.2,59.73895265,35.73136105
38.28,38.28,0,4.60953668,84.633,11.9646,50.05,0.472537247,0.07412349,0,330.65,0.835742347,6.300496627,54.26258533,705.6503995,11.9387,390.218,759.9129848,158.96335,0.578759092,12.5,82.65,49,79,ALLEGANY,CATTARAUGUS, , ,22-Apr-86,3.245,3.625,3.7405,1.83,12,0,496.7998,0.635744986,2.57936,0.325550755,0.045708819,282.1493542,16.82506,15.9157,NYSDOH,42.13611111,-78.23666667,"PORTVILLE, NY 1961","BOLIVAR, NY 1965","CUBA, NY 1979","FRIENDSHIP, NY 1978", , ,176.0364,0.391350249,175.74,1.047816,15.4848,U, ,0.218776162,17.98878908,7.17,7.16,7.52,7.34,.,7.46,0.16788274,.,BUFFALO 1962,1,1D022022,16.0927,DA,1,12,63.82730844, ,245.676,758.81946,NY, ,1,3,1,0.15,DODGE CREEK,5,1D022022U,1D,11:00,6,3.95,59.73895265,35.73136105
38.28,38.28,0,4.60953668,84.633,11.9646,49.7,0.752353421,0.237195167,0,518.3,0.770884293,2.520198651,13.62965017,985.0365777,11.9387,508.98,998.6662278,229.0652,3.455803857,5,108.6,80,108.9,ALLEGANY,CATTARAUGUS, , ,6-May-86,5.69,5.23,6.321,1.76,10.4,0,496.7998,1.3252149,3.21104,0.325550755,0.013803843,508.7803379,23.72896,15.9157,NYSDOH,42.13611111,-78.23666667,"PORTVILLE, NY 1961","BOLIVAR, NY 1965","CUBA, NY 1979","FRIENDSHIP, NY 1978", , ,237.7314,0.109214023,227.07,1.142064,2.45176,U, ,0.72443596,17.3612912,7.32,7.36,7.97,7.86,.,7.94,0.116226513,.,BUFFALO 1962,1,1D022022,16.0927,R,2,12,37.94687438, ,237.348,997.51036,NY, ,1,3,1,0.15,DODGE CREEK,5,1D022022U,1D,10:30,13.2,1.9,59.73895265,35.73136105
10.13,10.13,0,0.17,26.4931,0.7251,71.3,1.193388185,0.111185235,0.830183085,161.4,0.3632051,1.778963754,25.90867117,327.9753687,26.2367,237.025,353.8840399,23.44251,0.248892188,10,39.9,29,39,GREENE, , , ,1-May-86,1.61,2.18,1.735,1.6,10.2,0,539.4697,0.161174785,1.42128,3.050239234,0.048977882,130.0147127,9.07735,7.644,NYSDOH,42.19361111,-74.47805556,"WEST KILL, NY 1960","PRATTSVILLE, NY 1945","FLEISCHMANNS, NY 1982", , , ,71.31942,0.109214023,34.2345,2.178792,17.743,L, ,0.204173795,15.46465919,6.7,6.69,7.51,7.31,.,7.2,0.280880739,.,BINGHAMTON 1948,1,1D024010,7.7245,R,1,10,38.94547633, ,154.9008,351.65627,NY, ,1,3,1,0.4,VLY CREEK,6,1D024010L,1D,12:45,10,0.75,59.73895265,9.455556099
10.13,10.13,0,0.17,26.4931,0.7251,108.4,0.492921207,0.088948188,0,246,0.711585501,1.964272478,16.67165722,417.0314076,26.2341,280.937,433.7030648,26.34814,0.42828637,10,46.7,31,46.1,GREENE, , , ,15-May-86,3.26,3.22,2.768,1.23,10.4,0,539.4697,0.179083095,1.47392,3.050239234,0.045708819,208.7927851,9.4609,7.644,NYSDOH,42.19361111,-74.47805556,"WEST KILL, NY 1960","PRATTSVILLE, NY 1945","FLEISCHMANNS, NY 1982", , , ,92.1312,0.12741636,50.025,1.103256,17.5817,L, ,0.218776162,11.88271963,6.69,6.7,7.59,7.34,.,7.21,0.329308452,.,BINGHAMTON 1948,1,1D024010,7.7245,R,2,10,47.26715931, ,162.1878,432.5541,NY, ,1,3,1,0.4,VLY CREEK,6,1D024010L,1D,9:00,10.4,0.61,59.73895265,9.455556099
10.13,10.13,0,0.17,26.4931,0.7251,63.8,0.859832481,0.111185235,0.678229931,49.5,0.18160255,1.44540805,16.49214802,253.5668689,0.4403,186.626,270.0590169,13.87932,0.011480531,5,32.8,20,33.2,GREENE, , , ,1-May-86,0.613,0.851,0.656,1.75,10.7,0,772.6303,0.01790831,1.10544,3.050239234,0.27542287,33.72432051,6.67377,7.644,NYSDOH,42.25361111,-74.47333333,"WEST KILL, NY 1960","PRATTSVILLE, NY 1945","FLEISCHMANNS, NY 1982", , , ,56.43036,0,18.357,1.696464,50.3256,U, ,0.036307806,16.35125609,6.19,6.17,7.15,6.56,.,6.56,0.306708853,.,BINGHAMTON 1948,1,1D024010,7.7245,R,1,1,33.78603289, ,154.4844,268.08713,NY, ,1,1,1,0.2,VLY CREEK,1,1D024010U,1D,15:00,8,0.19,59.73895265,9.455556099
10.13,10.13,0,0.17,26.4931,0.7251,84.9,0.263138389,0.066711141,0,65.9,0.874657179,0.815358387,18.05260458,275.8155603,0.4403,199.101,293.8681649,13.5408,0.021410124,5,34.5,23,34.2,GREENE, , , ,15-May-86,1.1,1.12,0.982,0.741,11,0,772.6303,0.01790831,1.0528,3.050239234,0.234422882,53.53039223,6.21351,7.644,NYSDOH,42.25361111,-74.47333333,"WEST KILL, NY 1960","PRATTSVILLE, NY 1945","FLEISCHMANNS, NY 1982", , , ,67.94676,0,19.053,1.319472,45.6479,U, ,0.042657952,6.935661896,6.21,6.18,7.45,6.63,.,6.55,0.306708853,.,BINGHAMTON 1948,1,1D024010,7.7245,R,2,1,47.26715931, ,161.9796,292.31427,NY, ,1,1,1,0.2,VLY CREEK,1,1D024010U,1D,11:00,7.3,0.18,59.73895265,9.455556099
3.31,3.31,26.2,0,8.1318,69.0945,50,0.65228671,0.185308724,0.337261878,101.1,0.315024831,1.890148988,15.52145549,286.8996024,76.4309,178.143,302.4210579,49.9317,0.071716455,5,36,23,35.5,ULSTER, , , ,1-May-86,1.09,1.32,1.222,1.15,11,0,371.8379,0.161174785,1.47392,0.831485588,0.107151931,81.95964055,8.20797,0.6598,NYSDOH,42.10138889,-74.45027778,"SHANDAKEN, NY 1960","SEAGER, NY 1981", , , , ,74.60982,0.018202337,39.8895,1.463616,18.8721,L, ,0.09332543,11.10985982,6.69,6.65,7.25,6.97,.,6.88,0.109769484,.,BINGHAMTON 1948,2,1D024021,1.6415,R,1,33,28.46015578, ,134.4972,300.85029,NY, ,2,4,2,0.6,ESOPUS CREEK,24,1D024021L,1D,11:10,13.9,0.78,19.33534743,1
3.31,3.31,26.2,0,8.1318,69.0945,57.9,0.407679194,0.048180268,0,144.5,0.667111408,0.630049663,24.14521485,311.1638209,76.4235,188.123,335.3090357,50.4959,0.166754367,10,38.6,28,37.9,ULSTER, , , ,15-May-86,1.25,1.31,1.54,1.11,10.4,0,371.8379,0.035816619,1.52656,0.831485588,0.063095734,112.2169472,8.4381,0.6598,NYSDOH,42.10138889,-74.45027778,"SHANDAKEN, NY 1960","SEAGER, NY 1981", , , , ,84.7278,0,53.07,0.88704,12.72657,L, ,0.158489319,10.73877553,6.72,6.77,7.51,7.2,.,7.09,0.119455027,.,BINGHAMTON 1948,2,1D024021,1.6415,R,2,33,35.28393582, ,133.8726,334.3589,NY, ,2,4,2,0.6,ESOPUS CREEK,24,1D024021L,1D,14:20,11.9,0.65,19.33534743,1
3.31,3.31,26.2,0,8.1318,69.0945,46.2,0.529982952,0.111185235,0.185308724,94,0.344674227,1.223037581,16.14420046,299.0542212,67.8514,182.135,315.1984217,52.7527,0.061191054,5,36,22,35.8,ULSTER, , , ,1-May-86,1.11,1.15,1.34,1.66,11.2,0,377.324,0.035816619,1.52656,0.831485588,0.131825674,86.0338124,7.671,0.6598,NYSDOH,42.09611111,-74.45027778,"SHANDAKEN, NY 1960","SEAGER, NY 1981", , , , ,77.90022,1.037533219,45.675,1.685376,23.0659,U, ,0.075857758,16.16884116,6.88,6.84,7.05,6.88,.,6.83,0.032285142,.,BINGHAMTON 1948,2,1D024021,1.6415,R,1,29,28.12728846, ,135.5382,313.38122,NY, ,2,4,2,0.6,ESOPUS CREEK,7,1D024021U,1D,8:45,8.2,0.64,19.33534743,1
3.31,3.31,26.2,0,8.1318,69.0945,50.2,0.318731006,0.048180268,0,128.1,0.555926173,1.111852346,12.15670724,324.0401365,67.8514,189.121,336.1968437,56.7021,0.104483487,5,38.3,27,37.1,ULSTER, , , ,15-May-86,1.07,1.22,1.596,0.698,10.3,0,377.324,0.035816619,1.47392,0.831485588,0.097723722,108.9002537,8.1824,0.6598,NYSDOH,42.09611111,-74.45027778,"SHANDAKEN, NY 1960","SEAGER, NY 1981", , , , ,84.7278,0,53.07,0.99792,13.30725,U, ,0.102329299,6.755990753,6.73,6.72,7.36,7.01,.,6.9,0.103312456,.,BINGHAMTON 1948,2,1D024021,1.6415,R,2,29,35.28393582, ,143.4498,335.1012,NY, ,2,4,2,0.6,ESOPUS CREEK,7,1D024021U,1D,12:55,11.9,0.46,19.33534743,1
1.43,1.43,0,0.12,3.5739,0.4144,138.7,1.034022682,0.111185235,0.122303758,4532.6,0.911718924,10.37728856,277.9689626,4763.008754,3.7037,2599.79,5040.977716,163.3359,66.05467772,25,440.2,303,432.7,COLUMBIA, , , ,1-May-86,45.3,41.5,50.88,2.37,10.8,0,152.3926,0.286532951,2.42144,4.127816628,0.005888437,4148.439992,37.5879,2.5105,NYSDOH,42.04777778,-73.56333333,"COPAKE, NY-MA 1953", , , , , ,2286.828,0.309439732,116.145,0.620928,75.0045,L, ,1.698243653,23.58178322,7.95,7.96,8.37,8.23,.,8.3,0.203396397,.,ALBANY 1974,1,1D025003,2.7679,R,1,3,62.24618867, ,306.054,5040.3509,NY, ,1,2,1,0.5,NO NAME,1.5,1D025003L,1D,8:50,10.9,6.8,59.73895265,1.334792223
1.43,1.43,0,0.12,3.5739,0.4144,124.7,1.074790601,0.088948188,0.630049663,5210.3,0.444740938,3.039063079,432.8678081,5307.104804,3.7033,2984.02,5739.972612,164.1822,73.70133754,10,491.5,352,484.5,COLUMBIA, , , ,15-May-86,55.6,52.1,56.77,4.08,10.3,0,152.3926,0.143266476,2.52672,4.127816628,0.005888437,4628.674103,28.3827,2.5105,NYSDOH,42.04777778,-73.56333333,"COPAKE, NY-MA 1953", , , , , ,2615.868,0.12741636,110.055,1.641024,99.0382,L, ,1.698243653,40.60951364,7.99,8.01,8.52,8.23,.,8.34,0.132369084,.,ALBANY 1974,1,1D025003,2.7679,R,2,3,74.0629785, ,337.284,5738.3257,NY, ,1,2,1,0.5,NO NAME,1.5,1D025003L,1D,8:30,11.9,2.5,59.73895265,1.334792223
1.43,1.43,0,0.12,3.5739,0.4144,243.8,0.904306575,0.14824698,0,4120.9,0.985842414,15.49180935,240.2761767,4432.902515,0.3108,2135.72,4673.178692,245.427,21.57206978,70,422.7,339,417.9,COLUMBIA, , , ,1-May-86,42.9,40.5,47.7,9.86,6.4,0,256.0195,0.967048711,2.47408,4.127816628,0.016595869,3818.326406,202.5144,2.5105,NYSDOH,42.05194444,-73.53916667,"COPAKE, NY-MA 1953", , , , , ,2237.472,2.366303833,93.525,3.930696,23.8724,U, ,0.602559586,97.63336359,7.53,7.55,8.49,7.78,.,7.94,1.985536256,.,ALBANY 1974,1,1D025003,2.7679,R,1,1,17.47553425, ,320.628,4669.2314,NY, ,1,1,1,0.4,NO NAME,0.5,1D025003U,1D,10:05,16.1,18.3,59.73895265,1.334792223
1.43,1.43,0,0.12,3.5739,0.4144,428.6,0.433622415,0.029649396,0,5040.8,0.607812616,1.37128456,441.1491721,5190.435721,0.3108,2739.51,5631.584893,220.3201,20.8437481,40,493.9,388,467.5,COLUMBIA, , , ,15-May-86,54.9,52.5,58.53,18.4,4.9,0,256.0195,0.483524355,2.47408,4.127816628,0.020892961,4644.693393,210.1854,2.5105,NYSDOH,42.05194444,-73.53916667,"COPAKE, NY-MA 1953", , , , , ,2550.06,5.952164258,100.485,31.3236,10.14577,U, ,0.478630092,181.5044081,7.32,7.35,8.23,7.68,.,7.7,3.021889327,.,ALBANY 1974,1,1D025003,2.7679,R,2,1,52.42660276, ,291.48,5600.2404,NY, ,1,1,1,0.4,NO NAME,0.5,1D025003U,1D,9:45,15,2.7,59.73895265,1.334792223
5.06,5.06,0,0.02,12.7157,2.5897,48.6,0.693054629,0.07412349,0,179.8,0.774590468,3.150248314,0.861580606,518.5088471,13.1054,224.051,519.3704277,107.7622,0.15358287,15,59.2,46,57.7,SUSQUEHANNA, , , ,28-Apr-86,2.41,2.39,2.346,1.88,10.5,0,306.3091,0.590974212,2.57936,1.227059326,0.097723722,160.075185,19.22864,5.7129,NYSDOH,41.89138889,-76.08694444,"FRIENDSHIP, PA 1978", , , , , ,134.0838,0,137.025,4.884264,4.24219,L, ,0.102329299,18.34547491,6.93,6.99,7.15,7.01,.,7.07,0.335765481,.,WILLIAMSPORT 1974,1,1D029004,7.0808,R,1,9,66.73989748, ,243.594,514.38844,PA, ,1,2,1,1,NORTH BRANCH WYALUSING CREEK,4,1D029004L,1D,12:00,12.9,1.8,59.73895265,4.723110944
5.06,5.06,0,0.02,12.7157,2.5897,89,0.515158254,0.037061745,0.025943221,281.5,0.489215032,4.039730191,12.9916946,595.8106932,13.1041,264.47,608.8023878,120.7388,0.318607669,20,67.4,51,65.7,SUSQUEHANNA, , , ,12-May-86,2.63,2.97,3.626,1.67,10.4,0,306.3091,2.865329513,3.00048,1.227059326,0.075857758,257.7730198,20.37929,5.7129,NYSDOH,41.89138889,-76.08694444,"FRIENDSHIP, PA 1978", , , , , ,157.1166,0.70989115,165.735,1.02564,1.48396,L, ,0.131825674,16.25369905,6.86,6.9,7.58,7.12,.,7.14,0.309937367,.,WILLIAMSPORT 1974,1,1D029004,7.0808,R,2,9,61.41402037, ,212.364,607.70089,PA, ,1,2,1,1,NORTH BRANCH WYALUSING CREEK,4,1D029004L,1D,10:30,11.5,2.7,59.73895265,4.723110944
5.06,5.06,0,0.02,12.7157,2.5897,125.3,0.61151879,0.07412349,0,203.2,0.800533689,2.557260396,-18.26119713,565.6734799,0.0518,253.991,547.4122828,98.735,0.063930635,10,62.9,49,61.8,SUSQUEHANNA, , , ,28-Apr-86,2.21,2.74,2.843,1.36,10.2,0,376.4096,0.286532951,2.47408,1.227059326,0.229086765,156.2033177,17.33646,5.7129,NYSDOH,41.93555556,-76.09027778,"FRIENDSHIP, PA 1978", , , , , ,145.6002,0.054607012,125.715,4.540536,25.0015,U, ,0.043651583,13.09890964,6.63,6.58,7.13,6.64,.,6.67,0.529476335,.,WILLIAMSPORT 1974,1,1D029004,7.0808,R,1,1,72.23220824, ,283.152,542.64266,PA, ,1,1,1,0.1,NORTH BRANCH WYALUSING CREEK,0.75,1D029004U,1D,14:00,14.1,1.2,59.73895265,4.723110944
5.06,5.06,0,0.02,12.7157,2.5897,133.9,0.441034764,0.059298792,0.077829664,212.3,0.3632051,9.339559707,13.04945141,537.8372968,0.0518,260.478,550.8867482,67.4219,0.080990135,15,61,47,59.5,SUSQUEHANNA, , , ,12-May-86,2.53,3.78,3.285,1.41,9.2,0,376.4096,0.483524355,2.632,1.227059326,0.213796209,184.6772332,17.08076,5.7129,NYSDOH,41.93555556,-76.09027778,"FRIENDSHIP, PA 1978", , , , , ,160.407,0.163821035,111.36,1.347192,20.6464,U, ,0.046773514,13.52083026,6.55,6.56,7.45,6.67,.,6.74,0.374507652,.,WILLIAMSPORT 1974,1,1D029004,7.0808,R,2,1,86.54550296, ,262.332,549.32576,PA, ,1,1,1,0.1,NORTH BRANCH WYALUSING CREEK,0.75,1D029004U,1D,12:45,11.8,4.5,59.73895265,4.723110944
15.26,15.26,8.41,0,37.7585,20.5367,77.5,0.633755837,0.111185235,0.129716107,940,0.50403973,3.632050997,6.760557208,1594.428622,61.3053,1007.98,1601.189179,233.8609,2.653745516,15,170.3,120,169.1,TIOGA, , , ,25-Apr-86,11.5,11.8,11.53,2.99,10.1,0,340.7498,0.590974212,3.47424,0.926254735,0.031622777,895.0360083,49.8615,10.2993,NYSDOH,41.81083333,-77.08444444,"MANSFIELD, PA 1969","ROSEVILLE, PA 1953","GLEASON, PA 1970", , , ,297.7812,2.566529542,243.6,1.934856,57.2615,L, ,0.316227766,29.51851271,7.36,7.36,7.79,7.5,.,7.62,0.196939369,.,WILLIAMSPORT 1974,2,1D029010,10.3476,R,1,19,43.27275148, ,401.826,1599.2227,PA, ,2,4,1,0.5,COREY CREEK,20,1D029010L,1D,10:10,9.2,1.74,59.73895265,14.24400652
15.26,15.26,8.41,0,37.7585,20.5367,13.2,1.886442814,0.678229931,1.160032614,1326.7,0.726410199,4.855088578,105.6927789,1960.367369,61.2993,1337.32,2066.060147,335.699,170.527217,25,204.9,163,206.6,TIOGA, , , ,9-May-86,14.9,14.2,13.61,3.4,13.3,0,340.7498,2.722063037,3.89536,0.926254735,0.00057544,1046.586043,56.5097,10.2993,NYSDOH,41.81083333,-77.08444444,"MANSFIELD, PA 1969","ROSEVILLE, PA 1953","GLEASON, PA 1970", , , ,345.492,6.643853071,326.25,0.487872,3.19374,L, ,17.37800829,33.88839312,8.2,8.18,8.8,9.24,.,9.4,0.290566281,.,WILLIAMSPORT 1974,2,1D029010,10.3476,R,2,19,22.6349777, ,383.088,2065.5717,PA, ,2,4,1,0.5,COREY CREEK,20,1D029010L,1D,10:35,18.2,4.8,59.73895265,14.24400652
15.26,15.26,8.41,0,37.7585,20.5367,113.5,0.626343488,1.778963754,0,572.5,0.65228671,4.892150322,13.74649128,995.9919514,21.7798,698.6,1009.738443,106.6338,1.138051969,10,107.6,68,106.7,TIOGA, , , ,25-Apr-86,6.31,7.01,6.33,2.3,10.9,0,436.1475,0.519340974,2.57936,0.926254735,0.039810717,483.2182508,35.2866,10.2993,NYSDOH,41.77694444,-76.99027778,"MANSFIELD, PA 1969","ROSEVILLE, PA 1953","GLEASON, PA 1970", , , ,177.6816,0.800902836,97.005,1.125432,71.1333,U, ,0.251188643,22.55303311,7.08,7.08,7.49,7.4,.,7.47,0.703816104,.,WILLIAMSPORT 1974,2,1D029010,10.3476,R,1,7,60.41541841, ,331.038,1008.5732,PA, ,2,3,1,0.15,COREY CREEK,5,1D029010U,1D,9:00,7.5,2,59.73895265,14.24400652
