"","BAS_ID","BAS_Class","BA_km2","mnRSSA_pc","sdRSSA_pc"
"30982",4000017490,"C",2213.26,0.68049991169801,0.114815053700903
"30983",4000017510,"C",269.226,0.73872988587419,0.1649121576849
"30984",4000017520,"C",171.749,0.84826960808654,0.199853766459396
"30985",4000017530,"C",283.525,0.82904824869453,0.184507065006886
"30986",4000017540,"C",16.6361,0.90960561713811,0.269590262415739
"30987",4000017550,"C",2036.77,1.03516318644233,0.180596652427204
"30988",4000017560,"C",258.136,1.52760725081663,0.353471110931105
"30989",4000017570,"C",399.399,1.3691155071735,0.299741781207275
"30990",4000017580,"C",177.541,1.56269192085379,0.376722376434435
"30991",4000017590,"C",280.104,1.58609588649551,0.364649889321401
"30992",4000017600,"C",354.576,1.6614877426928,0.373454538811642
"30993",4000017610,"C",155.524,1.37864174807956,0.334653951904116
"30994",4000017620,"C",260.684,1.2698813307397,0.290406563007641
"30995",4000017630,"C",85.4755,1.13886972388027,0.291406619072669
"30996",4000017640,"C",2559.24,1.09771786357609,0.186107237200709
"30997",4000017650,"C",178.586,1.15635657087086,0.27431209872433
"30998",4000017660,"C",151.78,1.15223878324841,0.278065227554983
"30999",4000017670,"C",42.3076,1.13754279129108,0.311563244759601
"31000",4000017680,"C",1136.58,1.35622197318753,0.261433823534618
"31001",4000017810,"C",2087.21,1.35530403934527,0.240986540892129
"31002",4000017830,"C",1550.59,1.28666213620783,0.237102264487179
"31003",4000017840,"C",363.154,1.86439742266821,0.421540235211506
"31004",4000017860,"C",2656.58,1.28423467457344,0.21961793192052
"31005",4000017880,"C",987.144,1.37657985305999,0.270474319271545
"31006",4000017900,"C",256.114,1.18711931465747,0.271075384519738
"31007",4000017910,"C",0.715893,0,0
"31008",4000017920,"C",3.13897,1.07995688560214,0.368023208636403
"31009",4000017930,"C",1676,1.04363993702503,0.187277428742693
"31010",4000017940,"C",388.887,1.48473279361007,0.327757818198679
"31011",4000017950,"C",300.144,1.53117901614324,0.348588327016405
"31012",4000017970,"C",465.418,1.03088649168528,0.218213419728021
"31013",4000017980,"C",313.267,1.24767663987759,0.279272760408984
"31014",4000017990,"C",130.097,1.16068068795364,0.284749792780661
"31015",4000018000,"C",62.598,1.12021990664318,0.295402502145347
"31016",4000018010,"C",1377.23,0.87299662583717,0.159342337591333
"31017",4000018020,"C",136.495,1.06223352843357,0.258388454050347
"31018",4000018030,"C",1795.16,0.72764381923592,0.126919715002431
"31019",4000018040,"C",145.823,0.85171718587686,0.20427907631439
"31020",4000018050,"C",223.101,0.71420259632135,0.162794182662941
"31021",4000018060,"C",29.4252,0.62546122961463,0.175200984790871
"31022",4000018070,"C",2131.78,0.60423977934285,0.102271105448175
"31023",4000018080,"C",188.664,0.56421497238227,0.130723923875821
"31024",4000018090,"C",198.289,0.48495243727309,0.111753924523112
"31025",4000018100,"C",100.502,0.43142270736101,0.107125000705193
"31026",4000018110,"C",1694.92,0.46700436373462,0.08180207516927
"31027",4000018120,"C",249.449,0.38007290156172,0.085618445169523
"31028",4000018130,"C",180.72,0.36438694024658,0.085194243730713
"31029",4000018170,"C",303.76,0.40329384529901,0.088690464206422
"31030",4000018190,"C",134.575,0.38876454832497,0.093734898547421
"31031",4000018230,"C",21922,0.62950454417981,0.069630681786645
"31032",4000018250,"C",95.6643,0.39517449568903,0.098746028959403
"31033",4000018260,"C",130.773,0.40887970246814,0.098806955257578
"31034",4000018270,"C",258.553,0.43053398868697,0.096370449697923
"31035",4000018280,"B",143835,0.42626799789667,0.058693578283366
"31036",4000018290,"C",105.388,0.39272401360093,0.097158506512892
"31037",4000018300,"C",339.138,0.39789976518706,0.08639626340498
"31038",4000018310,"C",4.79832,0.29440404813666,0.09688935207401
"31039",4000018320,"C",15.1887,0.31668288787119,0.094592931285848
"31040",4000018330,"C",12883.6,0.40007979346285,0.049844625502353
"31041",4000018360,"C",28546.8,0.6908983885183,0.072377890626409
"31042",4000018370,"C",4.77587,0.23585393329183,0.078010514984042
"31043",4000018380,"C",55.0684,0.27369492553187,0.072907189563923
"31044",4000018390,"C",2.05713,0.22209252728561,0.078425485373578
"31045",4000018400,"C",822.975,0.31015400165847,0.06081154724655
"31046",4000018410,"C",4605.85,0.4109995472605,0.06173170776057
"31047",4000018430,"C",168.882,0.27400992622308,0.065107234624673
"31048",4000018440,"C",203.872,0.27611880926288,0.064259233235763
"31049",4000018450,"C",125.067,0.26864076447966,0.065945414868416
"31050",4000018460,"C",2867.37,0.42911407970703,0.069523137528426
"31051",4000018470,"C",125.307,0.28433410655634,0.069642891445339
"31052",4000018480,"C",612.519,0.32973069708268,0.0669636864585
"31053",4000018490,"C",0.94679,0.20839532874786,0.077909032146114
"31054",4000018500,"C",24.2553,0.25959837342706,0.074749484408257
"31055",4000018510,"C",659.998,0.41220109016276,0.082368004036696
"31056",4000018520,"C",217.017,0.33556750802714,0.077038242748064
"31057",4000018530,"C",227.726,0.40002311162802,0.090960752210429
"31058",4000018540,"C",9.84879,0.25158839104251,0.078367066052878
"31059",4000018550,"C",174.127,0.35246062346522,0.082808872645786
"31060",4000018560,"C",435.301,0.43477838822719,0.091456282236819
"31061",4000018570,"C",177.497,0.52422432971561,0.122276845969103
