acsp,aisp_original,aisp,aisp_sd,id,mass_type,mass_units,eph_sp,ple_sp,tri_sp,chi_sp,other_sp,emerg,index,site_id,lon,lat,notes,stream_width_m,basin_size_km2,figure_table,objectid,hybas_id,next_down,next_sink,main_bas,dist_sink,dist_main,sub_area,up_area,pfaf_id,endo,coast,order,sort,dis_m3_pyr,dis_m3_pmn,dis_m3_pmx,run_mm_syr,inu_pc_smn,inu_pc_umn,inu_pc_smx,inu_pc_umx,inu_pc_slt,inu_pc_ult,lka_pc_sse,lka_pc_use,lkv_mc_usu,rev_mc_usu,dor_pc_pva,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,gwt_cm_sav,ele_mt_sav,ele_mt_uav,ele_mt_smn,ele_mt_smx,slp_dg_sav,slp_dg_uav,sgr_dk_sav,clz_cl_smj,cls_cl_smj,tmp_dc_syr,tmp_dc_uyr,tmp_dc_smn,tmp_dc_smx,tmp_dc_s01,tmp_dc_s02,tmp_dc_s03,tmp_dc_s04,tmp_dc_s05,tmp_dc_s06,tmp_dc_s07,tmp_dc_s08,tmp_dc_s09,tmp_dc_s10,tmp_dc_s11,tmp_dc_s12,pre_mm_syr,pre_mm_uyr,pre_mm_s01,pre_mm_s02,pre_mm_s03,pre_mm_s04,pre_mm_s05,pre_mm_s06,pre_mm_s07,pre_mm_s08,pre_mm_s09,pre_mm_s10,pre_mm_s11,pre_mm_s12,pet_mm_syr,pet_mm_uyr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,aet_mm_syr,aet_mm_uyr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,ari_ix_sav,ari_ix_uav,cmi_ix_syr,cmi_ix_uyr,cmi_ix_s01,cmi_ix_s02,cmi_ix_s03,cmi_ix_s04,cmi_ix_s05,cmi_ix_s06,cmi_ix_s07,cmi_ix_s08,cmi_ix_s09,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,snw_pc_syr,snw_pc_uyr,snw_pc_smx,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,snw_pc_s07,snw_pc_s08,snw_pc_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,glc_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,pnv_cl_smj,pnv_pc_s01,pnv_pc_s02,pnv_pc_s03,pnv_pc_s04,pnv_pc_s05,pnv_pc_s06,pnv_pc_s07,pnv_pc_s08,pnv_pc_s09,pnv_pc_s10,pnv_pc_s11,pnv_pc_s12,pnv_pc_s13,pnv_pc_s14,pnv_pc_s15,pnv_pc_u01,pnv_pc_u02,pnv_pc_u03,pnv_pc_u04,pnv_pc_u05,pnv_pc_u06,pnv_pc_u07,pnv_pc_u08,pnv_pc_u09,pnv_pc_u10,pnv_pc_u11,pnv_pc_u12,pnv_pc_u13,pnv_pc_u14,pnv_pc_u15,wet_cl_smj,wet_pc_sg1,wet_pc_ug1,wet_pc_sg2,wet_pc_ug2,wet_pc_s01,wet_pc_s02,wet_pc_s03,wet_pc_s04,wet_pc_s05,wet_pc_s06,wet_pc_s07,wet_pc_s08,wet_pc_s09,wet_pc_u01,wet_pc_u02,wet_pc_u03,wet_pc_u04,wet_pc_u05,wet_pc_u06,wet_pc_u07,wet_pc_u08,wet_pc_u09,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,lit_cl_smj,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,pop_ct_ssu,pop_ct_usu,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gad_id_smj,gdp_ud_sav,gdp_ud_ssu,gdp_ud_usu,hdi_ix_sav,shape_leng,shape_area,aisp_mean,mean_emergence_mgdmm2y,sd_emergence,mean_emergence_kgdmm2y,sd_emergence_kg,empirical_emergence
960.1111111111112,NA,648.1515462471351,12.584020875227683,1,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,159,Anderson_Rosemond_2007_BeaverPond,-67.65499999999999,-55.076,Measures beaver impact.,NA,NA,NA,836098,6121361770,6120036110,6120036110,6120036110,15,15,147.9,148,661003244199.999,0,0,1,836097.999999999,1.74600005149841,0.968999981880188,2.59100008010864,406,0,0,0,0,0,0,16,16,12,0,0,15.8610000610351,15.8610000610351,31.0440006256103,31.0440006256103,460,426,426,87,968,133,133,219,7,42,35,35,-3,72,72,68,59,38,15,0,-3,-2,18,39,50,70,601,601,58,51,59,59,54,48,47,47,36,36,53,52,521,521,91,67,49,24,10,5,7,14,30,56,76,93,428,428,67,48,35,19,9,5,7,14,29,53,67,75,116,116,13,13,-36,-23,16,59,81,89,86,71,17,-35,-29,-44,33,33,82,3,8,18,32,41,60,54,51,71,46,8,5,13,6,13,18,0,0,3,0,0,0,0,0,5,20,19,0,1,0,0,6,8,0,0,6,13,18,0,0,3,0,0,0,0,0,5,20,19,0,0,0,0,6,8,0,0,13,0,0,0,0,0,0,0,12,0,0,0,0,88,0,0,0,0,0,0,0,0,0,12,0,0,0,0,88,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,4,561,5,348,20,20,20,20,61,60,118,118,88,87,75,71,73,79,89,97,100,100,100,96,89,82,1,0,0,4023,4026,0.027000000700355,0.027000000700355,0.187999993562698,0.187999993562698,0,0,0,0,0,0,0,0,0,0,47,21439,582701.5,582701.4375,866,0.684687763989376,0.020889129224985,648.1515462471351,138.9256631172372,20.582111153098207,1.389256631172372e-4,2.0582111153098207e-05,no
492.5555555555556,NA,332.5142697041488,6.455845913654012,2,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,160,Anderson_Rosemond_2007_Downstream,-67.65499999999999,-55.076,Measures beaver impact.,NA,NA,NA,836098,6121361770,6120036110,6120036110,6120036110,15,15,147.9,148,661003244199.999,0,0,1,836097.999999999,1.74600005149841,0.968999981880188,2.59100008010864,406,0,0,0,0,0,0,16,16,12,0,0,15.8610000610351,15.8610000610351,31.0440006256103,31.0440006256103,460,426,426,87,968,133,133,219,7,42,35,35,-3,72,72,68,59,38,15,0,-3,-2,18,39,50,70,601,601,58,51,59,59,54,48,47,47,36,36,53,52,521,521,91,67,49,24,10,5,7,14,30,56,76,93,428,428,67,48,35,19,9,5,7,14,29,53,67,75,116,116,13,13,-36,-23,16,59,81,89,86,71,17,-35,-29,-44,33,33,82,3,8,18,32,41,60,54,51,71,46,8,5,13,6,13,18,0,0,3,0,0,0,0,0,5,20,19,0,1,0,0,6,8,0,0,6,13,18,0,0,3,0,0,0,0,0,5,20,19,0,0,0,0,6,8,0,0,13,0,0,0,0,0,0,0,12,0,0,0,0,88,0,0,0,0,0,0,0,0,0,12,0,0,0,0,88,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,4,561,5,348,20,20,20,20,61,60,118,118,88,87,75,71,73,79,89,97,100,100,100,96,89,82,1,0,0,4023,4026,0.027000000700355,0.027000000700355,0.187999993562698,0.187999993562698,0,0,0,0,0,0,0,0,0,0,47,21439,582701.5,582701.4375,866,0.684687763989376,0.020889129224985,332.5142697041488,71.27155012136471,10.559020801028161,7.127155012136471e-5,1.0559020801028162e-5,no
286.55555555555554,NA,193.44784605616954,3.7558372685119994,3,DM,mg_m2_y,NA,NA,NA,NA,NA,NA,158,Anderson_Rosemond_2007_Forested,-67.65499999999999,-55.076,NA,NA,NA,NA,836098,6121361770,6120036110,6120036110,6120036110,15,15,147.9,148,661003244199.999,0,0,1,836097.999999999,1.74600005149841,0.968999981880188,2.59100008010864,406,0,0,0,0,0,0,16,16,12,0,0,15.8610000610351,15.8610000610351,31.0440006256103,31.0440006256103,460,426,426,87,968,133,133,219,7,42,35,35,-3,72,72,68,59,38,15,0,-3,-2,18,39,50,70,601,601,58,51,59,59,54,48,47,47,36,36,53,52,521,521,91,67,49,24,10,5,7,14,30,56,76,93,428,428,67,48,35,19,9,5,7,14,29,53,67,75,116,116,13,13,-36,-23,16,59,81,89,86,71,17,-35,-29,-44,33,33,82,3,8,18,32,41,60,54,51,71,46,8,5,13,6,13,18,0,0,3,0,0,0,0,0,5,20,19,0,1,0,0,6,8,0,0,6,13,18,0,0,3,0,0,0,0,0,5,20,19,0,0,0,0,6,8,0,0,13,0,0,0,0,0,0,0,12,0,0,0,0,88,0,0,0,0,0,0,0,0,0,12,0,0,0,0,88,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,4,561,5,348,20,20,20,20,61,60,118,118,88,87,75,71,73,79,89,97,100,100,100,96,89,82,1,0,0,4023,4026,0.027000000700355,0.027000000700355,0.187999993562698,0.187999993562698,0,0,0,0,0,0,0,0,0,0,47,21439,582701.5,582701.4375,866,0.684687763989376,0.020889129224985,193.44784605616954,41.46386820730872,6.14295390161327,4.146386820730872e-5,6.1429539016132695e-6,no
15660,12766,12766,0,4,DM,mg_m2_y,54,44,1180,9072,NA,NA,1,Benke_EtAl_1984_SatillaRiver_Lower,-81.86,31.130000000000003,"Applied habitat proportions from the text for snag:sand:mud habitat from pp50. Data are also available for Odonata, Coleoptera, and Oligochaeta. Width data probably an underestimate; likely excludes backwater ""mud"" habitat. Says basin size ""more than double[s]"" from upper to lower site.",70,NA,"Tables 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15",915008,7120740120,7120742950,7120043740,7120043740,84.7999999999999,84.7999999999999,207.699999999999,7384.19999999999,732550417000,0,0,1,915008,80.954002380371,56.1510009765624,134.162002563476,349,0,0,7,1,40,13,0,1,12,0,0,137.800994873046,1433.64196777343,2338.85888671875,10633.1015625,38,21,57,9,34,5,5,11,14,90,194,189,105,272,105,121,156,191,228,258,272,269,249,202,155,118,1309,1244,95,100,106,75,101,148,171,178,121,69,63,83,1460,1479,61,72,113,145,175,177,182,164,131,106,74,60,1107,1052,51,66,103,116,119,117,128,126,103,79,53,46,90,84,-10,-16,35,28,-6,-48,-42,-16,-6,8,-7,-35,-14,27,1,0,3,2,1,0,1,0,0,0,0,0,0,0,3,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,1,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,11,38,36,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,54,3,26,0,3,0,5,0,0,0,0,0,2,8,399,8,156,16,18,29,32,55,51,43,28,77,73,84,91,91,82,69,66,69,75,79,76,73,76,1,100,100,191,1605,3.2279999256134,149.779006958007,16.0279998779296,20.875,0,1,501,800,188,300,59,92,66,88,240,45580,170975040,7346721280,921,0.767286800263567,0.01963545646131,NA,2736.281392250847,405.38548816524263,0.002736281392250847,4.053854881652426e-4,no
30489,28327,28327,0,5,DM,mg_m2_y,36,60,738,22144,NA,NA,2,Benke_EtAl_1984_SatillaRiver_Upper,-82.36,31.279999999999998,"Applied habitat proportions from the text for snag:sand:mud habitat from pp50. Data are also available for Odonata, Coleoptera, and Oligochaeta. Width data probably an underestimate; likely excludes backwater ""mud"" habitat. Says basin size ""more than double[s]"" from upper to lower site.",50,NA,"Tables 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15",915029,7121156920,7120737830,7120043740,7120043740,165.9,165.9,147.699999999999,3218.9,732550453200,0,0,1,915029,34.1839981079101,21.9409999847412,58.2509994506835,370,0,0,0,0,22,7,2,1,6,0,0,36.2729988098144,531.914978027343,349.264007568359,2943.03491210937,24,44,67,26,53,5,6,16,14,90,193,189,102,275,102,120,155,190,229,261,275,271,249,198,152,113,1261,1242,112,99,114,69,83,135,159,167,104,67,67,83,1499,1470,61,72,114,148,180,184,190,171,137,109,75,60,1067,1050,50,66,104,118,117,112,121,118,96,72,49,42,84,85,-16,-15,46,27,1,-53,-54,-27,-16,-2,-24,-38,-10,28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,34,0,0,0,0,0,0,0,0,26,0,0,12,0,0,0,0,0,28,0,1,0,56,0,0,0,0,0,0,0,0,4,0,0,38,0,0,0,0,0,1,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,11,38,31,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,56,22,27,5,4,3,6,0,0,0,0,0,1,8,399,8,156,18,18,30,32,52,50,27,26,73,73,82,90,92,82,67,61,63,68,70,67,66,71,1,100,100,809,1801,27.6900005340576,84.1920013427734,188.386001586914,26.8700008392333,23,2,4627,900,2982,397,308,103,291,96,240,45580,1238273407.99999,3911022848,921,0.535683777819648,0.013965136351877,NA,6071.6467960433765,899.5264549002685,0.006071646796043376,8.995264549002686e-4,no
39,39,39,0,6,DM,mg_m2_y,0,11,5,14,9,NA,4,Carlisle_Clements_2003_HighZinc_Snake,-105.86,39.57,NA,NA,NA,NA,859146,7120550370,7121076000,7120008710,7120008710,2140.69999999999,2140.69999999999,241.8,241.8,772809042000,0,0,5,859145.999999999,1.37699997425079,0.372999995946884,5.06599998474121,154,0,0,0,0,3,3,11,11,0,0,0,26.4449996948242,26.4449996948242,71.1989974975585,71.1989974975585,744,3347,3347,2751,4265,172,172,312,6,20,-9,-9,-108,107,-108,-98,-76,-33,21,73,107,97,59,7,-60,-99,654,654,52,48,63,66,58,45,65,64,46,40,51,56,697,697,11,16,30,52,84,113,130,111,76,45,19,11,484,484,8,13,26,46,71,83,84,66,43,25,12,7,99,99,-5,-5,76,63,46,17,-28,-58,-48,-40,-37,-9,57,77,52,52,98,96,98,94,85,43,5,1,1,5,29,75,91,4,0,0,0,96,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96,96,0,0,5,5,0,0,0,0,20,20,8,8,5,353,4,130,11,11,35,35,54,54,71,71,75,75,84,88,90,91,87,77,67,61,59,60,65,75,8,51,51,4257,4257,4.30000019073486,4.30000019073486,18.8059997558593,18.8059997558593,0,0,1796,1800,298,297,110,110,123,123,240,55481,305537856,305537856,951,0.852503887412082,0.025380566532268,NA,8.359311788953708,1.2384485381830224,8.359311788953707e-6,1.2384485381830224e-6,no
1716,1716,1716,0,7,DM,mg_m2_y,1127,228,303,2,56,NA,5,Carlisle_Clements_2003_IntermediateZinc_Mosquito,-106.07,39.27,NA,NA,NA,NA,938145,7121080490,7121081370,7120047060,7120047060,4117.3,4117.3,152.199999999999,152.199999999999,742946999330,0,0,3,938145,0.388999998569489,0.093000002205372,1.52100002765655,97,1,1,1,1,16,16,2,2,2,0,0,11.6739997863769,11.6739997863769,20.0400009155273,20.0400009155273,692,3569,3569,3093,4314,152,152,273,6,27,-19,-19,-115,98,-115,-108,-89,-46,10,63,98,87,51,-1,-67,-106,668,668,53,49,64,63,54,44,70,70,49,41,52,58,644,644,10,14,26,46,77,105,122,104,71,42,18,10,480,480,8,12,24,43,68,82,84,67,45,26,12,7,108,108,2,2,79,69,55,22,-27,-57,-41,-31,-30,-1,62,81,47,47,99,97,99,85,73,28,3,0,1,6,19,60,95,4,0,0,0,82,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,1,1,11,11,1,1,0,0,27,27,5,5,5,353,7,143,11,11,35,35,55,55,60,60,80,80,87,91,94,94,91,81,71,66,64,65,71,79,9,100,100,6774,6773,1.0770000219345,1.0770000219345,7.09200000762939,7.09299993515014,0,0,436,400,72,71,26,26,36,36,240,55481,56131691.9999999,56131691.9999999,951,0.572676366162505,0.015913162772604,NA,367.80971871396315,54.49173568005298,3.6780971871396316e-4,5.449173568005298e-5,no
2284,2284,2284,0,8,DM,mg_m2_y,1293,383,321,257,30,NA,6,Carlisle_Clements_2003_LowZinc_Buckskin,-106.07,39.28,NA,NA,NA,NA,938145,7121080490,7121081370,7120047060,7120047060,4117.3,4117.3,152.199999999999,152.199999999999,742946999330,0,0,3,938145,0.388999998569489,0.093000002205372,1.52100002765655,97,1,1,1,1,16,16,2,2,2,0,0,11.6739997863769,11.6739997863769,20.0400009155273,20.0400009155273,692,3569,3569,3093,4314,152,152,273,6,27,-19,-19,-115,98,-115,-108,-89,-46,10,63,98,87,51,-1,-67,-106,668,668,53,49,64,63,54,44,70,70,49,41,52,58,644,644,10,14,26,46,77,105,122,104,71,42,18,10,480,480,8,12,24,43,68,82,84,67,45,26,12,7,108,108,2,2,79,69,55,22,-27,-57,-41,-31,-30,-1,62,81,47,47,99,97,99,85,73,28,3,0,1,6,19,60,95,4,0,0,0,82,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,1,1,11,11,1,1,0,0,27,27,5,5,5,353,7,143,11,11,35,35,55,55,60,60,80,80,87,91,94,94,91,81,71,66,64,65,71,79,9,100,100,6774,6773,1.0770000219345,1.0770000219345,7.09200000762939,7.09299993515014,0,0,436,400,72,71,26,26,36,36,240,55481,56131691.9999999,56131691.9999999,951,0.572676366162505,0.015913162772604,NA,489.5555929735966,72.5286272105134,4.895555929735966e-4,7.25286272105134e-5,no
4465,4465,4465,0,9,DM,mg_m2_y,1770,1102,973,469,151,NA,7,Carlisle_Clements_2003_Reference1_EastFork,-106.21000000000001,39.349999999999994,NA,NA,NA,NA,933409,7120558930,7120560100,7120047060,7120047060,3197.8,3197.8,146.099999999999,146.3,742499999300,0,0,2,933409,0.388000011444092,0.082000002264977,1.52600002288818,107,0,0,0,0,1,1,0,0,0,0,0,12.1990003585815,12.1990003585815,24.1070003509521,24.1070003509521,613,3497,3497,2990,4155,153,153,289,6,20,-14,-14,-112,102,-112,-104,-85,-41,15,69,102,92,56,5,-63,-101,631,630,52,47,60,58,50,41,66,66,47,39,49,56,668,668,11,15,27,48,79,108,126,107,73,43,19,11,478,478,8,13,25,44,69,82,83,65,43,26,12,7,98,98,-5,-5,78,66,50,14,-34,-61,-47,-37,-35,-8,59,79,55,55,100,100,100,99,93,51,4,0,1,6,29,82,99,4,0,0,0,90,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,90,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1,1,18,18,8,8,0,0,24,24,3,3,5,353,6,144,10,10,35,35,55,55,64,64,77,77,85,90,93,93,89,78,68,62,60,61,66,75,9,21,21,5883,5882,1.30999994277954,1.30999994277954,8.9399995803833,8.94499969482422,0,0,1182,1200,247,247,85,85,99,99,240,55481,62535584,62535584,951,0.600017811240805,0.015269476040555,NA,957.0340291712386,141.78648007659473,9.570340291712386e-4,1.4178648007659474e-4,no
5196,5196,5196,0,10,DM,mg_m2_y,3002,862,526,767,39,NA,8,Carlisle_Clements_2003_Reference2_FourMile,-106.08,39.2,NA,NA,NA,NA,938021,7120564150,7120564410,7120047060,7120047060,4083.69999999999,4083.69999999999,197.699999999999,197.699999999999,742946998200,0,0,5,938021,0.340000003576279,0.096000000834465,1.27999997138977,67,2,2,2,2,9,8,0,0,0,0,0,18.027000427246,18.027000427246,37.6870002746582,37.6870002746582,425,3067,3067,2720,4205,57,57,155,7,37,6,6,-102,125,-102,-90,-61,-14,41,93,125,115,76,23,-48,-93,452,452,27,26,36,37,38,36,61,62,38,29,29,31,814,814,14,19,37,62,98,131,148,126,88,54,24,13,375,375,7,11,21,36,53,61,62,52,35,21,10,6,59,59,-42,-42,32,9,-9,-37,-59,-71,-58,-49,-55,-43,5,43,28,28,84,84,72,52,21,5,0,0,0,1,6,25,67,4,0,0,0,39,0,0,0,0,0,0,0,26,36,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,26,36,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,41,0,0,27,0,17,0,0,0,0,0,0,0,0,14,41,0,0,27,0,17,0,0,0,10,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,5,5,16,16,7,7,0,0,5,5,11,11,5,353,7,143,12,12,30,30,58,58,43,43,51,51,57,60,62,61,57,50,44,42,42,42,44,49,9,78,78,1722,1721,0.670000016689301,0.670000016689301,3.3840000629425,3.38299989700317,0,0,153,200,95,94,22,22,34,34,240,55481,41197972,41197980,951,0.994016615422416,0.020613653938169,NA,1113.71753988214,164.99945139484575,0.00111371753988214,1.6499945139484575e-4,no
1868.888888888889,1809.3333333333337,1809.3333333333337,0,11,DM,mg_m2_y,0.2444444444444445,572.6666666666666,543,270.41111111111115,NA,NA,9,Chadwick_Huryn_2005_EBB_Yr1,-68.13,44.89,NA,NA,NA,"Results paragraph, first sentence",909959,7121018530,7120423920,7120038630,7120038630,40.2999999999999,40.2999999999999,184.3,184.3,731110760320,0,0,1,909959,4.63899993896484,3.44499993324279,7.5019998550415,819,1,1,3,3,4,4,10,10,4,0,0,34.1370010375976,34.1370010375976,111.496002197265,111.496002197265,186,148,148,74,385,27,27,42,7,48,56,56,-85,189,-85,-75,-19,44,105,159,189,181,133,77,20,-56,1179,1179,97,87,91,97,99,86,88,84,98,99,131,121,842,842,11,16,37,68,115,142,153,131,86,49,22,12,687,687,11,16,37,68,109,119,111,86,58,38,21,12,140,140,29,29,89,82,59,30,-14,-40,-43,-36,13,51,83,90,36,36,94,93,94,80,13,2,1,1,0,1,13,49,84,6,0,29,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,87,10,0,0,3,0,0,0,0,0,0,0,0,0,0,87,10,0,0,3,0,0,0,0,0,0,0,11,39,39,38,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97,97,2,2,0,0,0,0,0,0,0,0,0,0,4,338,5,118,7,7,33,33,60,60,85,85,88,88,100,100,100,100,96,86,74,66,68,78,92,100,9,0,0,185,185,0.025000000372529,0.025000000372529,0.145999997854233,0.145999997854233,0,0,34,0,47,47,10,10,10,10,240,48224,1173555.75,1173555.75,925,0.779724173830033,0.021053306606464,NA,387.8149093200063,57.455544147499545,3.878149093200063e-4,5.7455544147499545e-5,no
2523.3333333333335,2396,2396,0,12,DM,mg_m2_y,1.5777777777777775,747.3333333333334,693.7777777777778,262.81111111111113,NA,NA,10,Chadwick_Huryn_2005_EBB_Yr2,-68.13,44.89,NA,NA,NA,"Results paragraph, first sentence",909959,7121018530,7120423920,7120038630,7120038630,40.2999999999999,40.2999999999999,184.3,184.3,731110760320,0,0,1,909959,4.63899993896484,3.44499993324279,7.5019998550415,819,1,1,3,3,4,4,10,10,4,0,0,34.1370010375976,34.1370010375976,111.496002197265,111.496002197265,186,148,148,74,385,27,27,42,7,48,56,56,-85,189,-85,-75,-19,44,105,159,189,181,133,77,20,-56,1179,1179,97,87,91,97,99,86,88,84,98,99,131,121,842,842,11,16,37,68,115,142,153,131,86,49,22,12,687,687,11,16,37,68,109,119,111,86,58,38,21,12,140,140,29,29,89,82,59,30,-14,-40,-43,-36,13,51,83,90,36,36,94,93,94,80,13,2,1,1,0,1,13,49,84,6,0,29,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,87,10,0,0,3,0,0,0,0,0,0,0,0,0,0,87,10,0,0,3,0,0,0,0,0,0,0,11,39,39,38,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97,97,2,2,0,0,0,0,0,0,0,0,0,0,4,338,5,118,7,7,33,33,60,60,85,85,88,88,100,100,100,100,96,86,74,66,68,78,92,100,9,0,0,185,185,0.025000000372529,0.025000000372529,0.145999997854233,0.145999997854233,0,0,34,0,47,47,10,10,10,10,240,48224,1173555.75,1173555.75,925,0.779724173830033,0.021053306606464,NA,513.5618217008483,76.08519737144927,5.135618217008483e-4,7.608519737144928e-5,no
