INDEX,SiteID,Production,Biomass,Density,Discharge,ChannelWidth,WaterTemperature,pH,Conductivity,CPOM,Longitude,Latitude,ElevationCatch,Slope,StreamOrder,AreaWater,SedimentAverage,SedimentHierarchical,Bioclimate1,Bioclimate12,ESA_LandCover,EcoReg_DomainNo,EcoReg_Domain,EcoReg_DivisionNo,EcoReg_Division,EcoReg_ProvinceNo,EcoReg_Province
168,Colon-Gaud_EtAl_2009_ElCope_Site2,8.383,5.886,NA,4.727,1.281,3.045,2.116,-3.442,4.564,3.699,2.16,6.458,NA,2,NA,4.117,3.756,3.777,8.016,50,400,HUMID_TROPICAL,M420,RAINFOREST_REGIME_MOUNTAINS,M422,FOREST-PARAMO_AND_FOREST-MEADOW_OF_CONSTANTLY_HUMID_OCEANIC_(AND_WINDWARD-SLOPE)_TYPE
169,Colon-Gaud_EtAl_2009_Fortuna_Site1,8.201,5.852,NA,4.477,1.224,2.856,2.116,-4.269,4.174,3.708,2.163,5.525,NA,2,NA,4.114,3.742,3.833,8.009,50,400,HUMID_TROPICAL,M420,RAINFOREST_REGIME_MOUNTAINS,M422,FOREST-PARAMO_AND_FOREST-MEADOW_OF_CONSTANTLY_HUMID_OCEANIC_(AND_WINDWARD-SLOPE)_TYPE
170,Colon-Gaud_EtAl_2009_Fortuna_Site2,8.258,5.517,NA,3.434,0.693,2.896,2.128,-3.863,4.564,3.708,2.163,5.525,NA,1,NA,4.276,3.849,3.833,8.009,50,400,HUMID_TROPICAL,M420,RAINFOREST_REGIME_MOUNTAINS,M422,FOREST-PARAMO_AND_FOREST-MEADOW_OF_CONSTANTLY_HUMID_OCEANIC_(AND_WINDWARD-SLOPE)_TYPE
179,Hannesdottir_EtAl_2013_HengladalsaRiverTributary_SiteIS11,7.712,6.308,NA,NA,NA,1.668,NA,NA,NA,4.602,4.16,6.223,NA,1,NA,NA,NA,3.1,7.06,110,100,POLAR,120,TUNDRA,123,OCEANIC_MOSS-AND-GRASS_TUNDRA
180,Hannesdottir_EtAl_2013_HengladalsaRiverTributary_SiteIS7,8.356,6.974,NA,NA,NA,1.686,NA,NA,NA,4.602,4.16,6.223,NA,1,NA,NA,NA,3.1,7.06,110,100,POLAR,120,TUNDRA,123,OCEANIC_MOSS-AND-GRASS_TUNDRA
181,Hannesdottir_EtAl_2013_HengladalsaRiverTributary_SiteIS9,7.643,6.422,NA,NA,NA,2.272,NA,NA,NA,4.602,4.16,6.223,NA,1,NA,NA,NA,3.1,7.06,110,100,POLAR,120,TUNDRA,123,OCEANIC_MOSS-AND-GRASS_TUNDRA
182,Hannesdottir_EtAl_2013_HengladalsaRiverTributary_SiteIS6,9.438,8.218,NA,NA,NA,2.588,NA,NA,NA,4.602,4.16,6.223,NA,1,NA,NA,NA,3.1,7.06,110,100,POLAR,120,TUNDRA,123,OCEANIC_MOSS-AND-GRASS_TUNDRA
183,Hannesdottir_EtAl_2013_HengladalsaRiverTributary_SiteIS1,9.646,8.172,NA,NA,NA,2.603,NA,NA,NA,4.602,4.16,6.223,NA,1,NA,NA,NA,3.1,7.06,110,100,POLAR,120,TUNDRA,123,OCEANIC_MOSS-AND-GRASS_TUNDRA
184,Hannesdottir_EtAl_2013_HengladalsaRiverTributary_SiteIS5,10.198,8.771,NA,NA,NA,2.779,NA,NA,NA,4.602,4.16,6.223,NA,1,NA,NA,NA,3.1,7.06,110,100,POLAR,120,TUNDRA,123,OCEANIC_MOSS-AND-GRASS_TUNDRA
186,Hopkins_1976_HorokiwiStream_Gyton_Open,10.836,9.132,NA,4.605,0.916,2.603,NA,NA,NA,5.69,3.716,3.497,NA,NA,NA,4.57,4.57,3.503,7.124,210,NA,,,,,
187,Hopkins_1976_HorokiwiStream_Bush_Shaded,10.006,8.254,NA,4.605,0.916,2.603,NA,NA,NA,5.69,3.716,3.497,NA,NA,NA,4.57,4.57,3.503,7.124,210,NA,,,,,
188,Hopkins_1976_HorokiwiStream_Lower_Open,10.576,8.732,NA,4.605,1.504,2.603,NA,NA,NA,5.69,3.716,3.497,NA,NA,NA,2.815,2.815,3.503,7.124,210,NA,,,,,
189,Hopkins_1976_HinauStream_NorthBranch_Open,10.285,8.315,NA,4.812,0.405,2.398,NA,NA,NA,5.692,3.713,5.472,NA,NA,NA,4.57,4.57,3.469,7.258,10,200,HUMID_TEMPERATE,230,SUBTROPICAL,231,OCEANIC_MIXED_CONSTANTLY_HUMID_FORESTS
190,Hopkins_1976_HinauStream_SouthBranch_Closed,8.931,6.976,NA,4.812,0.405,2.398,NA,NA,NA,5.692,3.713,5.472,NA,NA,NA,4.57,4.57,3.469,7.258,10,200,HUMID_TEMPERATE,230,SUBTROPICAL,231,OCEANIC_MIXED_CONSTANTLY_HUMID_FORESTS
191,Hopkins_1976_HinauStream_Main_OrgEnrich,11.102,9.123,NA,4.812,1.099,2.398,NA,NA,NA,5.692,3.713,5.472,NA,NA,NA,4.164,4.164,3.469,7.258,10,200,HUMID_TEMPERATE,230,SUBTROPICAL,231,OCEANIC_MIXED_CONSTANTLY_HUMID_FORESTS
192,Huryn_1996_SuttonStream,9.499,7.678,9.656,5.165,1.281,1.825,NA,NA,NA,5.674,3.796,6.604,NA,NA,NA,NA,NA,3.343,6.431,30,200,HUMID_TEMPERATE,250,PRAIRIE,251,TEMPERATE_PRAIRIES_(HUMID_STEPPES_AND_WOODED_STEPPES)_OF_EASTERN_PARTS_OF_CONTINENTS
193,Iversen_1988_RoldKilde,9.162,8.216,8.931,1.253,0.588,2.015,NA,NA,NA,4.874,4.039,3.807,NA,1,NA,-0.981,-0.981,3.307,6.553,10,200,HUMID_TEMPERATE,240,MARINE,243,PERMANENTLY_HUMID_WESTERN_OCEANIC_BROADLEAF_FORESTS
197,Mortensen_Simonsen_1983_BisballeBaek,10.022,8.72,NA,3.219,0,2.197,NA,NA,NA,4.87,4.032,4.174,1.609,1,NA,2.815,2.815,3.307,6.625,210,200,HUMID_TEMPERATE,240,MARINE,243,PERMANENTLY_HUMID_WESTERN_OCEANIC_BROADLEAF_FORESTS
213,Ramirez_Pringle_1998_Sabalo,5.896,3.144,NA,5.704,1.609,3.219,NA,NA,NA,3.61,2.345,4.127,NA,4,NA,NA,NA,3.829,8.288,50,400,HUMID_TROPICAL,M410,SAVANNA_REGIME,M412,"FOREST-MEADOW,_SEASONALLY_HUMID"
219,Stead_EtAl_2005_LoneOak,8.466,6.443,NA,NA,2.526,2.251,1.705,NA,NA,4.797,3.933,5.03,NA,1,NA,NA,NA,3.384,6.585,60,200,HUMID_TEMPERATE,240,MARINE,243,PERMANENTLY_HUMID_WESTERN_OCEANIC_BROADLEAF_FORESTS
220,Tod_SchmidAraya_2009_Rover_Lambourn_Macrophyte,10.988,9.287,NA,5.62,1.504,2.398,NA,NA,NA,4.785,3.94,4.736,NA,NA,NA,2.844,2.844,3.384,6.558,130,200,HUMID_TEMPERATE,240,MARINE,243,PERMANENTLY_HUMID_WESTERN_OCEANIC_BROADLEAF_FORESTS
221,Tod_SchmidAraya_2009_Rover_Lambourn_Gravel,9.929,8.448,NA,5.62,1.504,2.398,NA,NA,NA,4.785,3.94,4.736,NA,NA,NA,2.844,2.844,3.384,6.558,130,200,HUMID_TEMPERATE,240,MARINE,243,PERMANENTLY_HUMID_WESTERN_OCEANIC_BROADLEAF_FORESTS
