chemical,global_flux_MT_peryr,.lower,.upper,.width,.point,.interval,units,notes
Hg,0.029809597488712286,0.008120427896661972,0.1428153245460785,0.95,median,qi,MT_per_y_western_north_america,only drainages to the Pacific. Compare with Brandt et al. fluxes
